Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
CC1802736,4/9/18,0:00,4/6/18,8:20,1400 blk of ENGLISH OAK DR,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
II1800442,4/9/18,21:41,4/9/18,12:35,blk of STADIUM DR,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,37
II1800445,4/9/18,13:14,4/8/18,20:50,JOHN E / SIXTH,FRAUD-CREDIT CARD,ADMIN. CLOSE,18
CC1802738,4/10/18,0:00,4/7/18,9:55,NEIL / BRADLEY,DRIVING UNDER INFLUENCE-DRUGS,REPORTED TO OTHER AGENCY,0
LT17-012,4/10/18,17:23,12/31/17,10:56,"445 S ALVERNON WAY, TUCSON, AZ",CRIMINAL DAMAGE,REPORTED TO OTHER AGENCY,0
II1800449,4/11/18,9:39,3/10/18,0:01,PHYSICAL PLANT,THEFT-MOTOR VEHICLE,ADMIN. CLOSE,0
CSA18-085,4/12/18,9:31,2018,UNKNOWN,"BAR IN GAINESVILLE, FLORIDA",AGGRAVATED ASSAULT,ADMIN CLOSED,0
IF1800465,4/12/18,22:34,4/12/18,22:34,SECOND/GREEN,PUBLIC URINATION,ADMIN CLOSED,0
IF1800466,4/12/18,22:58,4/12/18,22:58,PARKING LOT C-3,PUBLIC URINATION,ADMIN CLOSED,17
CC1802923,4/13/18,0:00,4/13/18,3:15,300 blk of E DANIEL,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,0
CSA18-086,4/13/18,15:44,4/6/18,15:41,PARKING LOT E-28,DOMESTIC VIOLENCE,ADMIN CLOSED,17
II1800461,4/13/18,10:55,11/10/15,2:00,300 blk of GOODWIN AV S,DECEPTIVE PRACTICES,ADMIN. CLOSE,16
IF1800489,4/15/18,2:55,4/15/18,2:55,FIRST/UNIVERSITY,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800471,4/15/18,16:34,4/15/18,16:34,MAIN STREET / N. CHESTNUT STREET,WARRANT-IN STATE,ARREST,0
LT17-013,4/16/18,10:43,3/12-3/15/2017,UNKNOWN,"1420 CUMING STREET, OMAHA, NE",DRUGS,REPORTED TO OTHER AGENCY,0
CC1801758,4/17/18,0:00,3/2/18,13:30,BURRITO KING,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,0
CC1802114,4/17/18,0:00,3/15/18,15:50,FIFTH ST / E UNIVERSITY,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1802138,4/17/18,0:00,3/16/18,2:19,UNIVERSITY / FIRST,IMPOUNDED VEHICLE,REPORTED TO OTHER AGENCY,0
CC1802219,4/17/18,0:00,3/17/18,15:00,DAVITA DIALYSIS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
UU1801019,4/17/18,0:00,3/3/18,20:30,200 blk of GREGORY ST N,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1802766,4/18/18,0:00,4/8/18,1:52,UNIVERSITY BAPTIST CHURCH,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1802792,4/18/18,0:00,10/13/17,21:00,FIREHAUS BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1802881,4/18/18,0:00,4/12/18,0:45,blk of SPRINGFIELD AVE,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
CC1802917,4/18/18,0:00,4/13/18,0:54,SECOND ST / CHALMERS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
II1800480,4/19/18,1:22,4/19/18,1:22,OREGON / GREGORY,CONTROLLED SUBSTANCE-LOOK-ALIKE,ARREST,0
II1800481,4/19/18,1:45,4/19/18,1:45,URBANA COUNTRY CLUB,ASSIST COUNTY POLICE,ADMIN. CLOSE,0
II1800487,4/19/18,20:08,4/19/18,20:08,UNIVERSITY / THIRD,RESIST/OBS CORRECT/POLICE/FIRE,PENDING,36
CC1703222,4/20/18,0:00,4/16/17,0:07,FIRST ST / UNIVERSITY,OTHER EQUIPMENT VIOLATIONS,REPORTED TO OTHER AGENCY,36
CC1708693,4/20/18,0:00,9/29/17,1:50,S FOURTH ST / E GREEN,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
CC1708721,4/20/18,0:00,9/29/17,21:46,S FIFTH ST / GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
UU1801629,4/20/18,0:00,4/13/18,23:31,600 blk of ELM ST W,CONTROLLED SUBSTANCE-POSSESSION,REPORTED TO OTHER AGENCY,0
II1800492,4/21/18,1:55,4/21/18,1:55,COLER AVE N / SPRINGFIELD AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
UU1801743,4/21/18,0:00,4/21/18,1:55,100 blk of COLER N,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
IF1800532,4/22/18,3:15,4/22/18,3:15,ARMORY/ARBOR,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800496,4/22/18,2:53,4/22/18,2:53,WASHINGTON / SCOTTSWOOD,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
LT17-019,4/23/18,12:00,3/31/17,22:58,"3300 PEACHTREED RD, ATLANTA, GA",LARCENY,REPORTED TO OTHER AGENCY,0
II1800504,4/24/18,0:24,4/24/18,0:24,SECOND ST S / HEALEY ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1800544,4/25/18,0:21,4/25/18,0:21,ARMORETUM,DRUGS,STUDENT DISC REFERRAL,0
II1800508,4/25/18,2:29,4/25/18,2:29,JOHN ST E / FIFTH,BATTERY-AGGRAVATED,ADMIN. CLOSE,0
LT17-014,4/25/18,4:40,1/26/17,UNKNOWN,"MARINA, 212 BARCELONA",SEXUAL HARASSMENT,REPORTED TO OTHER AGENCY,0
LT17-017,4/25/18,4:40,5/6/17,UNKNOWN,"PERE SERRA I-15, SANT CUGAT DEL VALLES",THEFT,REPORTED TO OTHER AGENCY,0
CC1803206,4/26/18,0:00,4/21/18,23:30,4800 blk of W WINDSOR RD,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
CC1803280,4/26/18,0:00,4/11/18,22:00,400 blk of W WHITE ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,0
II1800517,4/26/18,11:10,4/26/18,9:20,CARLE PARKING LOT,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
II1800518,4/26/18,13:51,4/26/18,11:50,ROGER ADAMS LABRATORY,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,15
II1800519,4/26/18,18:14,4/26/18,18:13,SPRINGFIELD / SECOND,WARRANT-IN STATE,ARREST,0
IF1800563,4/27/18,23:34,4/27/18,23:34,900 BLK FOURTH,MINOR IN POSSESSION,STUDENT DISC REFERRAL,21
II1800699,4/27/18,14:25,4/27/18,14:25,CLYBORNS,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,14
UU1801831,4/27/18,0:00,4/26/18,0:01,100 blk of COLER AV S,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
IF1800557,4/28/18,0:02,4/28/18,0:02,SIXTH/GREEN,LIQUOR-UNDERAGE,ADMIN CLOSED,18
UR1801870,4/28/18,7:00,4/28/18,4:35,702 W ELM ST,DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
IF1800570,4/29/18,2:16,4/29/18,2:16,810 S FIRST ST,THROWING DANGEROUS MATERIALS,ADMIN CLOSED,0
II1800540,4/29/18,16:37,4/29/18,13:20,ILLINI UNION - QUAD,BATTERY,ADMIN. CLOSE,47
II1800555,4/29/18,0:19,4/29/18,0:19,DANIEL ST E / SIXTH ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,18
CC1803256,4/30/18,0:00,4/23/18,17:41,100 blk of KENWOOD RD,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
UU1801809,4/30/18,0:00,4/25/18,5:10,LINCOLN AV / GREEN,BREATH ALCOHOL OVER LIMIT,REPORTED TO OTHER AGENCY,0
II1800548,5/1/18,6:22,4/30/18,15:00,PERSONNEL SERVICES BLDG,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
LT17-020,5/1/18,9:02,12/5/17,11:46,"215 CONSTITUTION AVE NE, WASHINTON DC",LARCENY,REPORTED TO OTHER AGENCY,0
IF1800594,5/2/18,22:37,5/2/18,22:37,SIXTH/JOHN,LIQUOR-UNDERAGE,ADMIN CLOSED,18
IF1800599,5/3/18,0:33,5/3/18,0:33,309 E GREEN,MINOR IN POSSESSION,ADMIN CLOSED,0
II1800564,5/3/18,4:22,5/3/18,1:43,CANOPY CLUB,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,25
II1800572,5/3/18,23:42,5/3/18,4:00,1200 blk of FOURTH STREET S,SEXUAL-ASSAULT-CRIMINAL,CLEARED EXCEPT. PROS. FAIL TO,35
II1800570,5/4/18,0:40,5/4/18,0:40,LINCOLN S / GREEN,WARRANT-IN STATE,ARREST,0
CH1803603,5/5/18,7:00,5/4/18,21:22,303 E HEALEY ST,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,0
II1800581,5/5/18,0:34,5/5/18,0:34,PARKING LOT D-9,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,0
II1800584,5/5/18,21:32,5/5/18,21:32,MANOLO'S PIZZA,WARRANT-IN STATE,ARREST,25
II1800586,5/6/18,16:25,5/6/18,16:20,CAMPUS REC OUTDOOR FIELDS,BATTERY-AGGRAVATED,ADMIN. CLOSE,33
LT17-021,5/8/18,13:27,7/17/17,UNKNOWN,"2500 UNIVERSITY DR NW, CALGARY, ALBERTA,",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
LT17-026,5/8/18,12:50,4/20/17,18:20,"BLACKWELL FOREST PRESERVE, 28W680",POSS OF CANNABIS UNDER 10 GM &,REPORTED TO OTHER AGENCY,0
UU1801965,5/8/18,0:00,5/3/18,1:30,700 blk of MATHEWS AV S,PUBLIC URINATION-CITY,REPORTED TO OTHER AGENCY,24
CC1803726,5/9/18,0:00,5/9/18,0:40,700 blk of S SIXTH ST,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,14
II1800636,5/9/18,9:00,1/1/03,0:01,COLLEGE OF ENGINEERING,FORGERY,CLEARED EXCEPT. BY DEATH OF OF,11
LT17-114,5/9/18,14:39,9/8/17,UNKNOWN,"2407 UNIVERSITY AVE SE, MINNEAPOLIS, MN",BURGLARY,REPORTED TO OTHER AGENCY,0
UU1801861,5/9/18,0:00,4/27/18,15:00,1700 blk of MELROSE VILLAGE CR,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,0
CC1803586,5/10/18,0:00,5/3/18,22:36,1000 blk of W ARMORY AV,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1803605,5/10/18,0:00,5/4/18,20:30,FOURTH ST / STOUGHTON,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,0
CC1803324,5/11/18,0:00,4/25/18,17:44,MACY'S,RETAIL THEFT,REPORTED TO OTHER AGENCY,0
CC1803717,5/11/18,0:00,5/5/18,16:45,500 blk of E SPRINGFIELD AVE,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CSA18-116,5/11/18,15:09,5/4/18,UNKNOWN,RSO EVENT - UNKNOWN LOCATION,RAPE,ADMIN CLOSED,0
II1800613,5/11/18,20:27,5/11/18,20:27,SIXTH ST / PEABODY DR,CONTROLLED SUBSTANCE-POSSESSION,ARREST,36
LT17-115,5/11/18,14:26,4/28/17,UNKNOWN,"1500 PARK PLACE BLVD, MINNEAPOLIS MN",THEFT,REPORTED TO OTHER AGENCY,0
CC1803821,5/12/18,0:00,5/12/18,3:00,600 blk of S THIRD ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
II1800615,5/12/18,5:06,5/12/18,5:06,1100 blk of GREGORY DR,WARRANT-IN STATE,ARREST,50
CC1803849,5/13/18,0:00,5/13/18,0:45,100 blk of E ARMORY,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,30
CC1803851,5/13/18,0:00,5/13/18,2:30,S THIRD ST / JOHN,BATTERY,REPORTED TO OTHER AGENCY,0
II1800621,5/13/18,0:45,5/13/18,0:45,ARMORY AV E / FIRST ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,30
II1800622,5/13/18,5:24,5/13/18,5:23,1300 blk of GREGORY DR,WARRANT-IN STATE,ARREST,36
II1800631,5/13/18,3:08,5/13/18,3:00,SLICE FACTORY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,14
CSA18-117,5/14/18,12:14,5/3/18,1:00,900 S SIXTH ST,FONDLING,ADMIN CLOSED,18
CC1803268,5/15/18,0:00,4/24/18,0:24,SECOND ST / HEALEY,BREATH ALCOHOL OVER LIMIT,REPORTED TO OTHER AGENCY,0
CH1803916,5/15/18,7:00,5/14/18,23:06,306 E GREEN ST,BATTERY,REPORTED TO OTHER AGENCY,0
CC1803250,5/16/18,0:00,9/30/17,23:00,JOE'S,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1803872,5/16/18,0:00,5/13/18,15:55,SZECHUAN CHINA,THEFT-LABOR OR SERVICES,REPORTED TO OTHER AGENCY,0
CC1803938,5/16/18,0:00,5/15/18,17:37,1100 blk of S SECOND ST,HARASSMENT BY ELECTRONIC,REPORTED TO OTHER AGENCY,0
II1800643,5/16/18,22:13,5/16/18,22:13,600 blk of PARK STREET W,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1800647,5/17/18,22:37,5/17/18,22:37,CENTER FOR WOUNDED VETS,THEFT $500 AND UNDER,ARREST,26
UU1800350,5/17/18,0:00,12/1/17,21:00,1600 blk of MELROSE VALLEY CT,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
UU1801362,5/17/18,0:00,3/26/18,22:00,1300 blk of LINCOLN AV N,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,0
CC1800228,5/18/18,0:00,1/10/18,20:25,1600 blk of WILLIAMSBURG DR,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
II1800649,5/19/18,0:46,5/19/18,0:46,GREEN ST / FIFTH ST,CRIMINAL DAMAGE TO PROPERTY,ARREST,0
CH1804046,5/20/18,7:00,5/19/10,15:22,306 1/2 E GREEN ST,AGGRAVATED BATTERY,REPORTED TO OTHER AGENCY,0
CC1803005,5/22/18,0:00,4/14/18,14:00,PARKING LOT,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1803482,5/22/18,0:00,4/29/18,17:00,COCOMERO,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,14
CC1803898,5/22/18,0:00,5/12/18,22:00,800 blk of FIRST ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1803951,5/22/18,0:00,5/16/18,10:40,ST JOHNS CATHOLIC CHURCH,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,29
CH1804104,5/22/18,7:00,5/21/18,9:27,WEST QUAD APARTMENTS,DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
II1800654,5/22/18,10:15,5/22/18,10:15,CUNNINGHAM AVE N / OAKLAND AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1800655,5/22/18,11:05,5/22/18,11:00,KRANNERT CENTER FOR PERFO,THEFT OF LOST/MISLAID PROPERTY,PENDING,19
UR1802292,5/22/18,7:00,5/21/18,18:14,"808 S LINCOLN AVE, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,0
UU1801424,5/22/18,0:00,4/1/18,2:29,GOODWIN AVE / NEVADA,UNLAWFUL USE OF WEAPONS,REPORTED TO OTHER AGENCY,40
UU1801507,5/22/18,0:00,4/7/18,1:21,LINCOLN AVE / OREGON,POSS OF CANNABIS,REPORTED TO OTHER AGENCY,0
UU1801724,5/22/18,0:00,4/19/18,11:30,1200 blk of CHURCH ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1802641,5/23/18,0:00,3/18/18,12:00,DELTA SIGMA PHI,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CH1804142,5/23/18,7:00,5/22/18,17:27,"207 E GREEN ST, CHAMPAIGN",BATTERY,REPORTED TO OTHER AGENCY,0
II1800796,5/23/18,2:05,5/23/18,2:05,400 blk of GREEN ST E,DISORDERLY CONDUCT-ALL OTHER,PENDING,0
II1800664,5/26/18,22:48,5/26/18,22:48,NEIL ST / EDGEBROOK DR,BREATH ALCOHOL OVER LIMIT,ARREST,0
II1800665,5/26/18,22:48,5/26/18,22:48,NEIL ST N / EDGEBROOK,WARRANT-IN STATE,ARREST,0
CC1804015,5/29/18,0:00,5/18/18,12:36,KOHLS,RETAIL THEFT,REPORTED TO OTHER AGENCY,0
II1800672,5/30/18,22:08,5/30/18,22:08,MUMFORD ST E / VINE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1800735,5/31/18,2:35,5/31/18,2:35,STOCK PAVILLION,LIQUOR-UNDERAGE,ADMIN CLOSED,36
CC1803816,6/1/18,0:00,5/12/18,1:01,FOURTH ST / E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
CC1804131,6/1/18,0:00,5/13/18,8:00,blk of E SPRINGFIELD AVE,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
II1800676,6/1/18,19:41,6/1/18,19:41,GREEN ST E / LOCUST,OBSTRUCTING JUSTICE,ARREST,0
UU1802453,6/1/18,0:00,5/30/18,22:00,MONTCLAIR RD / RACE ST S,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,0
IF1800749,6/2/18,19:31,6/2/18,19:31,OAK ST/STADIUM DR,AGGRAVATED BATTERY,ADMIN CLOSED,37
II1800677,6/2/18,17:03,6/2/18,17:03,SPRINGFIELD AVE E / SECOND ST S,WARRANT-IN STATE,ARREST,0
II1800681,6/3/18,9:53,6/2/18,19:10,ENGLISH BLDG,THEFT $500 AND UNDER,ADMIN. CLOSE,47
UR1802517,6/3/18,7:00,6/2/18,21:07,"807 W OREGON ST, URBANA",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
II1800688,6/4/18,16:20,6/4/18,16:20,BEIVER HALL,CRIMINAL DEFACEMENT OF PROPERTY,ARREST,49
II1800690,6/4/18,20:56,6/4/18,20:56,CLARK ST / HARVEY ST,THEFT $500 AND UNDER,ARREST,0
CSA18-129,6/5/18,14:27,1/1/17,UNKNOWN,PRIVATE BUSINESS,FONDLING,ADMIN CLOSED,36
CC1804288,6/6/18,0:00,5/27/18,3:07,WILD SIDE SMOKE SHOP,BURGLARY,REPORTED TO OTHER AGENCY,0
II1800703,6/8/18,2:55,6/8/18,2:55,NEIL ST / WINDSOR RD,MANUFACTURE CONTROLLED SUB,ARREST,0
CC1804625,6/9/18,0:00,6/8/18,19:15,E GREEN ST / S FOURTH ST,PUBLIC INDECENCY,REPORTED TO OTHER AGENCY,0
IF1800770,6/9/18,2:14,6/9/18,2:14,300 BLK JOHN ST,SIMPLE ASSAULT,ADMIN CLOSED,0
CC1804645,6/10/18,0:00,6/8/18,17:00,blk of FIRST ST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
II1800713,6/12/18,19:28,6/12/18,19:05,JAPAN HOUSE,WARRANT-IN STATE,ARREST,0
II1800715,6/12/18,23:33,6/12/18,23:32,MATHEWS ST / SPRINGFIELD AVE,WARRANT-IN STATE,ARREST,0
LT17-116,6/12/18,19:17,1/22/17,UNKNOWN,"1429 N SCOTTSDALE RD, TEMPE, AZ",CRIMINAL DAMAGE,REPORTED TO OTHER AGENCY,0
CC1804441,6/13/18,0:00,6/2/18,3:22,E GREEN ST / S SIXTH,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,14
CC1804533,6/13/18,0:00,6/5/18,3:46,100 blk of E ARMORY AV,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,30
II1800716,6/13/18,9:44,6/13/18,9:44,1200 blk of HILL ST,UNLAWFUL POSS/USE WEAPON BY,ARREST,0
II1800722,6/14/18,23:56,6/14/18,23:56,SECOND ST S / GREEN ST,UNLAWFUL USE OF WEAPONS,ARREST,0
II1800723,6/15/18,16:45,6/15/18,12:40,AGRICULTURAL ENGINEERING,THEFT $500 AND UNDER,ADMIN. CLOSE,36
II1800724,6/15/18,21:31,6/15/18,21:30,BEARDLSEY PARK,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1800725,6/16/18,0:21,6/16/18,0:20,DANIEL / LOCUST,WARRANT-IN STATE,ARREST,0
II1800726,6/16/18,3:58,6/16/18,3:58,200 blk of CHALMERS ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1800792,6/17/18,0:35,6/17/18,0:35,200 BLK GREEN ST,LIQUOR-UNDERAGE,ADMIN CLOSED,0
II1800730,6/17/18,10:32,6/16/18,16:06,2200 blk of GRIFFITH,HARASSMENT BY TELEPHONE,PENDING,0
II1800732,6/17/18,13:24,6/17/18,13:24,FLORIDA AVE W / ORCHARD,CANNABIS POSS OVER 10 - 100 G -MISD,ARREST,40
II1800733,6/17/18,23:57,6/17/18,23:57,JOHN ST E / THIRD ST,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,0
IF1800793,6/18/18,20:42,6/18/18,20:42,306 N WRIGHT ST,LARCENY,ADMIN CLOSED,1
IF1800794,6/18/18,20:04,6/18/18,20:04,1005 W NEVADA,LARCENY,ADMIN CLOSED,32
II1800737,6/19/18,1:20,6/19/18,1:20,GOODWIN AVE / SPRINGFIELD AVE,OTHER CRIMINAL OFFENSES,ARREST,8
CC1804689,6/20/18,0:00,6/11/18,3:00,FIRST ST / E SPRINGFIELD,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1804783,6/20/18,0:00,6/13/18,18:20,GREEN ST CAFE,ALCOHOL/LIQUOR BASSET LICENSE REQ,REPORTED TO OTHER AGENCY,0
II1800741,6/20/18,17:16,6/19/18,11:27,GREGORY PLACE II,THEFT $500 AND UNDER,ADMIN. CLOSE,26
II1800742,6/20/18,21:24,6/20/18,19:30,VOLLEYBALL COURTS,THEFT $500 AND UNDER,ADMIN. CLOSE,0
CH1805017,6/22/18,7:00,6/22/18,0:44,302 S SECOND ST,DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
CC1804853,6/25/18,0:00,6/16/18,3:58,1100 blk of S THIRD ST,USE OF FORCE BY OFFICER,REPORTED TO OTHER AGENCY,0
II1800755,6/26/18,3:46,6/26/18,3:46,1400 blk of KINGS WAY,ASSIST COUNTY POLICE,ADMIN. CLOSE,0
II1800756,6/26/18,12:40,6/25/18,17:00,COLONEL WOLFE SCHOOL,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
II1800757,6/27/18,1:11,6/27/18,1:11,FIRST ST / GREGORY DR,CANNABIS POSS OVER 10 - 100 G -MISD,ARREST,34
CC1804935,6/28/18,0:00,6/19/18,12:08,800 blk of S WRIGHT ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,47
CC1805109,6/28/18,0:00,6/25/18,5:10,S SIXTH ST / CHALMERS ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,23
II1800740,6/29/18,10:24,6/29/18,10:24,blk of DANIEL ST E,DELIVERY CONTROLLED SUB,PENDING,0
IF1800832,6/30/18,23:42,6/30/18,23:42,OAK/CHALMERS,DRUGS,ADMIN CLOSED,0
CSA18-137,7/3/18,13:47,3/8/18,13:53,BIF,HARASSMENT,ADMIN CLOSED,35
IF1800834,7/3/18,23:22,7/3/18,23:22,700 BLK FIRST ST,DRUGS,ADMIN CLOSED,0
II1800777,7/3/18,2:24,7/3/18,2:24,WINDSOR RD / RACE ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1800780,7/3/18,9:53,7/3/18,9:53,CHAMPAIGN IDOC PAROLE OFF,FUGITIVE FROM JUSTICE,ADMIN. CLOSE,0
LT17-117,7/3/18,12:00,6/24/17,2:14,"255 COURTLAND ST NE, ATLANTA, GA",SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,0
II1800781,7/4/18,0:01,7/3/18,21:40,ENGINEERING QUAD,BATTERY-AGGRAVATED,ADMIN. CLOSE,11
II1800782,7/4/18,4:24,7/4/18,4:24,1200 blk of UNIVERSITY AVE W,WARRANT-IN STATE,ARREST,0
CC1805101,7/5/18,0:00,6/23/18,5:02,PHI KAPPA THETA,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
CC1805252,7/5/18,0:00,6/29/18,21:00,PARIS SUPER CREPES,BURGLARY,REPORTED TO OTHER AGENCY,0
UU1802952,7/5/18,0:00,6/29/18,4:15,900 blk of COLORADO AV,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
II1800784,7/6/18,15:18,7/6/18,10:00,ASHTON WOODS APTS,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,0
II1800785,7/6/18,18:26,7/6/18,18:26,JOHN ST / OAK ST S,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,0
II1800787,7/7/18,2:53,7/7/18,2:53,GREEN E / LOCUST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
CSA18-139,7/9/18,11:03,7/8/18,20:00,700 BLK S 6TH,FONDLING,ADMIN CLOSED,14
II1800791,7/9/18,10:14,7/6/18,16:00,AFRICAN AMERICAN STUDIES,TRESPASS-STATE SUPPORTED LAND,CLEARED EXCEPT. PROS. FAIL TO,49
CC1805288,7/10/18,0:00,6/12/18,12:00,200 blk of E SPRINGFIELD AV,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
CC1805497,7/10/18,0:00,7/8/18,19:43,blk of S SIXTH ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1805527,7/10/18,0:00,7/9/18,22:43,FOURTH / GREGORY,UNLAWFUL USE OF WEAPONS,REPORTED TO OTHER AGENCY,0
II1800797,7/10/18,17:38,7/10/18,17:38,CUNNINGHAM N / COUNTRY CLUB,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1800800,7/10/18,23:12,7/10/18,23:12,SPRINGFIELD W / PRAIRIE,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,0
II1800801,7/11/18,9:05,7/11/18,9:03,CARLE SPORTS MEDICINE,VIOLATION ORDER PROTECTION,PENDING,0
CC1805386,7/12/18,0:00,6/28/18,16:19,CHAMPAIGN LIBRARY,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,0
CC1805424,7/12/18,0:00,6/10/18,12:00,FYXIT TEC REPAIR,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
CC1805471,7/12/18,0:00,7/8/18,0:26,100 blk of E GREEN,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,0
CC1805488,7/12/18,0:00,7/7/18,17:35,BLINK MOBILE,OBSTRUCTING IDENTIFICATION,REPORTED TO OTHER AGENCY,0
II1800805,7/12/18,18:22,7/12/18,18:22,JOHN ST E / LOCUST,DISORDERLY CONDUCT-ALL OTHER,PENDING,0
II1800807,7/14/18,3:03,7/14/18,3:03,400 blk of JOHN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
