Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
IF1900728,7/8/19,23:12,7/8/19,23:12,OAK ST/GREGORY,TRESPASS,ADMIN CLOSED,42
II1900756,7/9/19,19:21,3/11/19,0:01,PUBLIC SAFETY BUILDING,DECEPTIVE PRACTICES,ADMIN. CLOSE,51
LT18-024,7/9/19,9:00,10/26/2018 -,UNKNOWN,"102-40 DITMARS BLVD, EAST",LARCENY,REPORTED TO OTHER AGENCY,51
CC1905056,7/10/19,0:00,7/1/19,17:00,AMKO-SPR,THEFT OF LOST/MISLAID PROP,REPORTED TO OTHER AGENCY,51
IF1900736,7/11/19,21:45,7/11/19,21:45,1800 S FIRST ST,DISORDERLY CONDUCT,ADMIN CLOSED,43
IF1900743,7/12/19,23:35,7/12/19,23:35,1 LOGAN ST / VIADUCT,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
IF1900756,7/12/19,23:06,7/13/19,23:06,LOGAN ST / WATER ST,LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
II1900767,7/12/19,16:42,7/9/19,10:00,blk of GERTY DR,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,51
II1900770,7/13/19,21:30,7/13/19,21:30,FOURTH ST / DANIEL,CARRYING ALCOHOL/LIQ OUT OF PREMISE,ARREST,21
IF1900760,7/15/19,9:16,7/15/19,9:16,809 S WRIGHT ST / ILLINI BOOKSTORE,THREATS,ADMIN CLOSED,18
II1900771,7/15/19,12:27,7/15/19,12:27,PEABODY DR E / FIRST ST,VIOLATION ORDER PROTECTION,ADMIN. CLOSE,38
II1900772,7/15/19,17:00,7/15/19,10:30,EVERITT LAB BIKE RACK,THEFT $500 AND UNDER,PENDING,11
CC1905452,7/16/19,7:00,7/16/19,0:22,"59 E GREEN ST, CHAMPAIGN",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
II1900776,7/16/19,17:43,7/16/19,17:43,NEIL ST / WINDSOR RD E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
LT18-025,7/16/19,4:18,12/9/18,UNKNOWN,"GOTHIA TOWERS, GöTEBORG, SWEDEN",LARCENY,REPORTED TO OTHER AGENCY,51
LT18-026,7/16/19,8:36,11/17/18,18:58,"9801 INTERNATIONAL DRIVE, ORLANDO,",FELONY - ARREST,REPORTED TO OTHER AGENCY,51
II1900788,7/19/19,11:27,7/19/19,10:00,MUSIC EDUCATION ANNEX,CRIMINAL DEFACEMENT OF PROPERTY,ADMIN. CLOSE,26
IF1900762,7/20/19,2:34,7/20/19,2:34,100 E GREEN ST,BATTERY,ADMIN CLOSED,51
II1900790,7/20/19,19:10,7/20/19,19:10,WRIGHT ST N / PARK ST E,WARRANT-IN STATE,ARREST,51
II1900791,7/21/19,0:55,7/21/19,0:55,UNIVERSITY AVE W / COLER,WARRANT-IN STATE,ARREST,51
CC1905569,7/22/19,7:00,7/19/19,19:36,S FIRST ST / LOGAN ST,INDECENT EXPOSURE,REPORTED TO OTHER AGENCY,51
IF1900768,7/22/19,13:15,7/22/19,13:15,707 MATHEWS AV / ENGINEERING BL,LARCENY,ADMIN CLOSED,47
CC1904290,7/23/19,0:00,6/8/19,23:33,"MCDONALDS-GRE, CH",WARRANT-IN STATE,REPORTED TO OTHER AGENCY,10
CC1904567,7/23/19,0:00,6/17/19,14:00,300 blk of N WRIGHT ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,51
II1900800,7/23/19,9:28,7/23/19,8:00,LEVIS FACULTY CENTER,VIOLATION ORDER PROTECTION,ARREST,51
II1900802,7/23/19,20:12,7/23/19,20:00,CASEY'S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1900803,7/23/19,22:11,7/23/19,22:11,600 blk of WHITE ST,RESIST/OBS CORRECT/POLICE/FIRE,ARREST,51
CC1905304,7/24/19,0:00,7/10/19,23:15,JOHN ST / FIFTH ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
CC1905327,7/24/19,0:00,7/11/19,19:15,GREEN ST / S FOURTH ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
II1900811,7/26/19,2:10,7/26/19,2:08,STOUGHTON E / FOURTH,BREATH ALCOHOL OVER LIMIT,ARREST,51
II1900816,7/26/19,13:40,7/26/19,7:30,PARKING LOT B-21,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,17
II1900821,7/28/19,10:15,7/28/19,10:15,300 blk of ALEXANDER N,EOD CALLOUT,ADMIN. CLOSE,51
CSA19-115,7/29/19,13:14,7/18/19,UNKNOWN,I HOTEL & CONFERENCE CENTER,STALKING,ADMIN CLOSED,51
IF1900780,7/29/19,8:35,7/29/19,8:35,707 S MATHEWS / FOREIGN LANGUAGE,DISORDERLY CONDUCT,ADMIN CLOSED,47
IF1900782,7/29/19,2:45,7/29/19,2:45,200 E UNIVERSITY AVE,PUBLIC URINATION,ADMIN CLOSED,51
II1900826,7/29/19,13:37,7/29/19,13:12,MATERIAL RESEARCH LAB,VIOLATION ORDER PROTECTION,PENDING,13
II1900828,7/29/19,7:50,7/29/19,7:50,SIXTH / STOUGHTON,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1905852,7/30/19,0:00,7/29/19,7:50,STOUGHTON ST / S SIXTH ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,51
II1900831,7/30/19,21:00,7/30/19,20:30,POST C,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
LT18-027,7/30/19,9:00,02/26/2019 -,UNKNOWN,"455 MADISON AVE, NEW YORK, NY",GRAND LARCENY,REPORTED TO OTHER AGENCY,51
II1900841,8/3/19,3:39,8/3/19,3:39,WALNUT ST N / COLUMBIA E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
II1900843,8/5/19,0:41,8/5/19,0:41,LINCOLN AV S / NEVADA W,UNLAWFUL USE OF WEAPONS,ARREST,51
II1900850,8/6/19,2:26,8/6/19,2:26,FIRST ST N / UNIVERSITY AVE,THEFT-MOTOR VEHICLE,PENDING,51
CC1905697,8/7/19,0:00,7/23/19,23:50,E GREEN ST / LOCUST ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
II1900854,8/7/19,12:14,7/22/19,12:00,SAUNDERS RESIDNECE HALL,THEFT-LABOR OR SERVICES,STUDENT DISCIPLINE REFERRAL,34
II1900860,8/12/19,9:21,8/11/19,18:15,ARBORETUM IDEA GARDEN,BURGLARY,ADMIN. CLOSE,46
CC1905940,8/15/19,0:00,8/1/19,11:30,MR CRAB,ALCOHOL/LIQUOR LICENSE REQUIRED,REPORTED TO OTHER AGENCY,51
CC1905956,8/15/19,0:00,8/1/19,17:15,S SIXTH ST / E GREEN ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,14
CC1905970,8/15/19,0:00,8/1/19,23:00,THE WHOPPER-GRE,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
CC1905984,8/15/19,0:00,8/2/19,18:20,SIXTH / HEALEY ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
II1900872,8/15/19,23:32,8/15/19,23:32,500 blk of COLUMBIA AV E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
IF1900835,8/16/19,2:14,8/16/19,2:14,SIXTY ST / JOHN,LIQUOR-UNDERAGE,ADMIN CLOSED,29
II1900876,8/17/19,2:02,8/17/19,2:02,SALT AND LIGHT,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1900880,8/17/19,18:32,8/17/19,18:32,GOODWIN AVE N / SPRINGFIELD AVE,DISORDERLY CONDUCT-ALL OTHER,ARREST,40
IF1900853,8/18/19,23:59,8/16/19,23:59,300 JOHN ST,PUBLIC URINATION,ADMIN CLOSED,51
II1900883,8/19/19,6:59,8/19/19,6:55,FOURTH ST / KIRBY AVE,SEX OFFENDER-FAIL TO REGISTER,ARREST,40
CC1905333,8/20/19,0:00,7/12/19,0:03,S OAK ST / E ARMORY,TRAFFIC SIGN VIOLATION,REPORTED TO OTHER AGENCY,30
II1900891,8/20/19,15:43,8/20/19,0:01,JSM APARTMENTS,FRAUD-CREDIT CARD,REFERRED TO OTHER JURISDICTION,51
II1900894,8/20/19,23:58,8/20/19,23:57,SPRINGFIELD AVE / MATHEWS,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,51
IF1900859,8/21/19,4:44,8/21/19,4:44,905 GOODWIN AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,49
II1900895,8/21/19,8:09,8/21/19,8:09,LINCOLN AVE / FLORIDA AVE,WARRANT-IN STATE,ARREST,51
UU1904163,8/21/19,7:00,8/20/19,21:12,"W GREEN ST/S BUSEY AVE, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
IF1900866,8/23/19,3:25,8/23/19,3:25,1202 S FIRST ST,LIQUOR-UNDERAGE,ADMIN CLOSED,34
II1900914,8/23/19,12:16,8/22/19,21:16,AMERICAS BEST INN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
IF1900878,8/24/19,22:41,8/24/19,22:41,CHALMERS/OAK,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
IF1900879,8/24/19,22:24,8/24/19,22:24,600 BLK S FIRST ST,MIP; POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
IF1900880,8/24/19,23:35,8/24/19,23:35,PARKING GARAGE C-10,MIP; POSS LIQUOR-PUBLIC PROP,STUDENT DISC REFERRAL,17
CC1906618,8/25/19,0:00,8/25/19,0:25,DANIEL ST / LOCUST ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
CC1906621,8/25/19,0:00,8/25/19,1:00,DANIEL ST / S FIRST ST,BATTERY,REPORTED TO OTHER AGENCY,51
IF1900884,8/25/19,5:06,8/25/19,4:19,"1110 ARBOR ST, CHAMPAIGN",BATTERY,ADMIN CLOSED,51
IF1900903,8/25/19,0:42,8/25/19,0:42,1000 S LOCUST,LIQUOR-UNDERAGE,ADMIN CLOSED,51
UU1904249,8/25/19,0:00,8/25/19,0:08,ILLINOIS ST / COLER ST,BATTERY,REPORTED TO OTHER AGENCY,51
IF1900904,8/26/19,23:12,8/26/19,23:12,SIXTH / DANIEL,POSS LIQUOR-PUBLIC PROP,STUDENT DISC REFERRAL,51
UU1904266,8/26/19,0:00,8/25/19,17:45,GOODWIN AVE / ILLINOIS ST W,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,19
02080-2019,8/27/19,13:16,8/23/19,8:30,LINCOLN ALLEN RESIDENCE HALL,LARCENY,ADMIN CLOSED,32
02084-2019,8/27/19,13:21,8/25/19,1:30,FLORIDA AVE RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,41
CC1906266,8/27/19,0:00,8/11/19,23:30,MARRIOTT TOWNE PLACE,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
CC1906308,8/27/19,0:00,8/13/19,23:40,LEGEND'S BAR AND GRILL,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
IF1900902,8/27/19,3:55,8/27/19,3:55,407 S GOODWIN,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,15
CC1906353,8/29/19,0:00,12/1/18,1:00,2300 blk of MULLIKIN DR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,51
IF1900913,8/29/19,0:43,8/29/19,0:43,"301 GREGORY DR, SDRP",LIQUOR-UNDERAGE,ADMIN CLOSED,34
IF1900919,8/29/19,23:35,8/29/19,23:35,LINCOLN AVE / ILLINOIS,LARCENY,ADMIN CLOSED,51
II1900941,8/29/19,9:47,8/28/19,10:35,900 blk of CHURCH ST W,DECEPTIVE PRACTICES,ADMIN. CLOSE,51
II1900947,8/29/19,15:10,8/27/19,0:01,1000 blk of WELCH DR W,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,51
II1900950,8/29/19,23:35,8/29/19,23:35,SIXTH ST S / DANIEL ST E,PUBLIC URINATION (C),ARREST,18
CC1906356,8/30/19,0:00,11/1/18,1:00,1200 blk of S FOURTH ST,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,35
CC1906632,8/30/19,0:00,8/24/19,17:30,NOODLES AND COMPANY,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,51
CC1906684,8/30/19,0:00,8/27/19,0:01,SECOND ST / E WHITE ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
IF1900934,8/30/19,19:51,8/30/19,19:51,100 BLK MATHEWS AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,12
II1900957,8/30/19,18:34,8/30/19,18:30,CAMPUS REC SOCCER FIELDS,BATTERY-AGGRAVATED,ADMIN. CLOSE,33
II1900958,8/31/19,0:40,8/31/19,0:37,LINCOLN AVE / NEVADA ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST,51
IF1900943,9/1/19,5:08,9/1/19,5:08,PARKING GARAGE C-7,LIQUOR-UNDERAGE,ADMIN CLOSED,17
IF1900947,9/1/19,2:34,9/1/19,2:34,"500 E GREEN ST, CHAMPAIGN",BATTERY,ADMIN CLOSED,51
IF1900949,9/1/19,0:21,9/1/19,0:21,JOHN/LOCUST,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
II1900967,9/1/19,17:32,9/1/19,17:32,SPRINGFIELD AVE E / THIRD STREET,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,51
II1900976,9/2/19,2:00,9/2/19,1:00,"100 blk of ADELAIDE ST N,NORMAL",ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1906769,9/4/19,0:00,8/29/19,22:25,E HEALEY ST / S THIRD ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
CC1906584,9/5/19,0:00,8/23/19,22:00,THIRD ST / CHALMERS ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,51
IF1900977,9/5/19,1:27,9/5/19,1:27,"1401 W GREEN ST, QUAD",LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,47
II1900993,9/5/19,19:34,9/2/19,15:00,FAR OGLESBY HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,41
IF1900985,9/6/19,13:25,9/6/19,13:25,500 PEABODY DR,HARASSMENT,ADMIN CLOSED,35
II1900995,9/6/19,10:30,9/6/19,10:30,400 blk of CRESTMORE AVE,EOD CALLOUT,ADMIN. CLOSE,51
IF1901003,9/7/19,3:07,9/7/19,3:07,608 S WRIGHT ST,LIQUOR-UNDERAGE,ADMIN CLOSED,47
II1901007,9/7/19,15:25,9/6/19,23:00,PAR BIKE RACK,THEFT $500 AND UNDER,ADMIN. CLOSE,51
IF1901000,9/8/19,3:53,9/8/19,3:53,201 E PEABODY DR,LIQUOR-UNDERAGE,ADMIN CLOSED,39
IF1901004,9/8/19,0:44,9/8/19,0:44,601 S MATHEWS AVE,LIQUOR-UNDERAGE,ADMIN CLOSED,15
II1901010,9/8/19,5:54,9/8/19,4:00,500 blk of GOODWIN N,OBSTRUCTING IDENTIFICATION,ARREST,51
II1901020,9/10/19,1:25,9/10/19,1:25,SIXTH ST / JOHN E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,18
CC1906798,9/11/19,0:00,8/30/19,23:00,ARMORY AV / S SECOND ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,51
CC1906985,9/11/19,0:00,9/5/19,0:01,212 E GREEN APARTMENTS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
II1901037,9/11/19,16:46,9/11/19,16:46,FOURTH ST S / HEALEY ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
II1901041,9/11/19,23:13,9/11/19,23:13,LINCOLN S / PENNSYLVANIA,PUBLIC INDECENCY,PENDING,51
IF1901035,9/12/19,11:42,9/12/19,11:42,907 S FOURTH ST,THROWING DANGEROUS MATERIALS,ADMIN CLOSED,51
CC1907212,9/13/19,0:00,9/12/19,23:50,S FOURTH ST / STOUGHTON,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,51
CC1907256,9/14/19,7:00,9/14/19,0:30,"202 E JOHN ST, CHAMPAIGN",ROBBERY,REPORTED TO OTHER AGENCY,51
II1901052,9/14/19,15:27,9/3/19,22:00,GOODWIN / OREGON,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,51
II1901055,9/14/19,22:54,9/14/19,22:54,LOCUST ST E / DANIEL ST,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,51
II1901058,9/15/19,18:55,9/15/19,18:20,U OF I GOLF COURSE,THEFT-MOTOR VEHICLE,PENDING,51
II1901061,9/16/19,3:21,9/16/19,3:16,400 blk of SPRINGFIELD AVE E,BURGLARY FROM MOTOR VEHICLE,ARREST,51
II1901063,9/16/19,12:24,9/1/19,0:01,EVANS RESIDECE HALL,HARASSMENT BY ELECTRONIC COMMUNICAT,ADMIN. CLOSE,50
II1901066,9/16/19,15:20,9/16/19,15:20,CLARK LINDSEY VILLAGE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1906981,9/17/19,0:00,9/5/19,20:45,SPRINGFIELD AV / FIRST ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,51
EVT #192360498,9/17/19,15:13,8/24/19,22:16,"309 E HEALEY ST, CHAMPAIGN",FONDLING,REPORTED TO OTHER AGENCY,51
EVT #192440009,9/17/19,15:13,9/1/19,0:06,"103 N COLER ST, URBANA",PEEPING TOM (DISORDERLY CONDUCT),REPORTED TO OTHER AGENCY,51
II1901069,9/17/19,11:49,9/17/19,8:15,FOURTH ST S / PEABODY DR,DISORDERLY CONDUCT-ALL OTHER,ADMIN. CLOSE,38
IT1900420,9/17/19,1:46,9/17/19,1:46,DANIEL ST / OAK ST,POSS OF DRUG PARAPHERNALIA -ORD,ARREST,51
UU1903443,9/17/19,0:00,7/13/19,16:00,600 blk of NEVADA ST W,BATTERY,REPORTED TO OTHER AGENCY,51
CC1907139,9/18/19,0:00,9/11/19,0:45,E CLARK / THIRD ST,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,51
IF1901098,9/19/19,23:33,9/19/19,23:33,LINCOLN AVE / CALIFORNIA,POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
UU1904712,9/19/19,0:00,9/18/19,7:42,700 blk of HIGH ST W,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,51
CSA19-148,9/20/19,14:01,8/1/19,UNKNOWN,ORCHARD DOWNS APARTMENT,SIMPLE ASSAULT; HARASSMENT,ADMIN CLOSED,46
II1901091,9/20/19,19:03,9/20/19,12:00,PARKING LOT B-2,THEFT $500 AND UNDER,ADMIN. CLOSE,51
IF1901101,9/21/19,22:19,9/21/19,22:19,1402 S FIRST ST,AGGRAVATED ASSAULT,ADMIN CLOSED,39
II1901103,9/23/19,8:20,9/21/19,2:41,MECHANICAL ENGINEER BLDG,BURGLARY,PENDING,12
II1901108,9/24/19,2:56,9/24/19,2:56,FIRST ST S / JOHN ST,DRUG EQUIPMENT-POSSESSION,ARREST,51
UU1904326,9/24/19,0:00,8/28/19,16:05,UNIVERSITY AV W / LINCOLN AV N,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,36
UU1904386,9/24/19,0:00,8/31/19,22:11,NEVADA / BUSEY,LIQUOR-OPEN CONTAINER/PUBLIC PROP.,REPORTED TO OTHER AGENCY,51
IF1901137,9/25/19,11:08,9/25/19,11:08,GOODWIN AVE / SPRINGFIELD,LIQUOR-UNDERAGE,ADMIN CLOSED,8
UU1904783,9/25/19,0:00,9/21/19,23:45,GREEN ST / BUSEY AVE S,DRIVING UNDER THE INFL-ALCOHOL,REPORTED TO OTHER AGENCY,51
CC1907221,9/26/19,0:00,9/13/19,3:00,UNIVERSITY GROUP APT.,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,51
CC1907326,9/26/19,0:00,8/31/19,11:34,300 blk of S FIRST ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,51
IF1901148,9/27/19,23:39,9/27/19,23:39,"SECOND ST/HEALEY ST, CHAMPAIGN",POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
II1901120,9/27/19,6:08,9/27/19,6:08,MECHANICAL ENGINEERING BL,TRESPASS-STATE SUPPORTED LAND,ARREST,12
UU1904871,9/27/19,0:00,9/27/19,2:30,800 blk of ILLINOIS ST W,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,51
II1901155,10/1/19,20:01,10/1/19,19:50,ILLINI UNION - WENDYS,TRESPASS-STATE SUPPORTED LAND,ARREST,47
CC1907508,10/2/19,0:00,8/18/19,11:30,700 blk of S FOURTH ST,FRAUD-DECEPTION,REPORTED TO OTHER AGENCY,51
CC1907672,10/2/19,0:00,9/26/19,17:11,CHIPOTLE,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,51
02545-2019,10/3/19,14:29,9/21/19,1:00,"600 BLK E ARMORY, CHAMPAIGN",FONDLING,ADMIN CLOSED,29
CC1907887,10/4/19,0:00,10/4/19,2:30,SIXTH ST / E GREEN ST,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,14
II1901168,10/4/19,1:59,10/4/19,1:59,FOURTH ST S / DANIEL ST,RESIST/OBS CORRECT/POLICE/FIRE,ARREST,21
IF1901189,10/5/19,2:21,10/5/19,2:21,FOURTH ST/GREGORY DR,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,35
UU1905026,10/5/19,7:00,10/4/19,17:21,"714 W GREEN ST, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,51
UU1905039,10/5/19,7:00,10/5/19,1:42,"507 W CALIFORNIA AVE, URBANA",DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,51
IF1901200,10/6/19,2:21,10/6/19,2:21,1200 BLK GREGORY DR,LIQUOR-UNDERAGE,ADMIN CLOSED,49
II1901248,10/7/19,12:57,7/10/17,2:13,DIVISION OF RESEARCH SAFT,FRAUD-CREDIT CARD,ADMIN. CLOSE,51
IF1901220,10/8/19,23:59,10/8/19,23:59,THIRD ST/ DANIEL ST,MIP; POSS LIQUOR-PUBLIC PROP,ADMIN CLOSED,51
II1901195,10/8/19,20:58,10/8/19,20:58,FLORIDA AV E / LINCOLNWOOD DR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
CC1907255,10/9/19,0:00,9/14/19,0:13,FIRST ST / CHALMERS,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,51
CC1907287,10/9/19,0:00,9/14/19,22:46,JOHN ST / S THIRD ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,51
IF1901232,10/9/19,15:06,10/9/19,15:06,1041 W GREEN ST,BATTERY,ADMIN CLOSED,51
IF1901234,10/10/19,20:17,10/10/19,20:17,SIBEL CENTER,THEFT,ADMIN CLOSED,4
II1901207,10/10/19,1:39,10/10/19,1:29,PROSPECT AVE N / BLOOMINGTON RD,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,51
II1901209,10/10/19,3:53,10/10/19,3:53,100 blk of UNIVERSITY AVE E,WARRANT-IN STATE,ARREST,51
II1901214,10/10/19,17:02,10/10/19,17:02,1700 blk of HENRY ST,WARRANT-IN STATE,ARREST,51
UU1905147,10/11/19,7:00,10/10/19,17:35,"700 BLK W WASHINGTON ST, URBANA",SEXUAL ASSAULT,REPORTED TO OTHER AGENCY,51
CC1908105,10/12/19,7:00,10/12/19,1:32,"609 E UNIVERSITY AVE, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
IF1901251,10/12/19,0:13,10/12/19,0:13,"601 S FIRST ST, CHAMPAIGN",LIQUOR-UNDERAGE; FIGHT,ADMIN CLOSED,51
IF1901269,10/13/19,0:01,10/13/19,0:01,MARYLAND/PENNSYLVANIA,LIQUOR-UNDERAGE,ADMIN CLOSED,51
CC1908194,10/16/19,7:00,10/15/19,22:48,"111 E HEALEY ST, CHAMPAIGN",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1901254,10/17/19,11:01,10/4/19,21:30,BRUCE NESBIT AFRICAN AMER,THEFT OVER $500,PENDING,24
II1901258,10/17/19,15:21,10/3/19,15:00,ILLINOIS FIRE SERVICE INS,THEFT $500 AND UNDER,UNFOUNDED,51
IF1901290,10/18/19,1:45,10/17/19,1:45,THIRD ST/DANIEL ST,LIQUOR-UNDERAGE,ADMIN CLOSED,51
IF1901411,10/18/19,12:41,10/18/18,12:41,"1701 S OAK ST, CHAMPAIGN",THEFT-MOTOR VEHICLE,UNFOUNDED,42
II1901260,10/18/19,0:01,10/18/19,0:01,1100 blk of FALCON DR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,51
IF1901310,10/19/19,17:29,10/19/19,17:29,112 DANIEL ST,LIQUOR-UNDERAGE,ADMIN CLOSED,51
II1901273,10/19/19,15:56,10/19/19,15:50,LOT 31,BATTERY-AGGRAVATED,ARREST,51
II1901275,10/19/19,17:50,10/19/19,17:20,PI KAPPA ALPHA SENIOR HOU,BATTERY-AGGRAVATED,ARREST,51
IF1901309,10/20/19,1:52,10/20/19,1:52,SIXTH/GREGORY,LIQUOR-UNDERAGE,ADMIN CLOSED,48
CC1908346,10/21/19,7:00,10/21/19,2:08,"618 E DANIEL ST, CHAMPAIGN",THEFT OVER $500,REPORTED TO OTHER AGENCY,18
CSA19-177,10/21/19,21:50,10/20/19,3:30,220S MTD BUS,FONDLING,ADMIN CLOSED,51
IF1901318,10/21/19,22:17,10/21/19,22:17,500 GOODWIN AVE,DRUGS,ADMIN CLOSED,19
IF1901328,10/21/19,0:51,10/21/19,0:51,214 W VERMONT ST,THEFT,ADMIN CLOSED,51
II1901286,10/21/19,9:00,9/29/19,13:20,MATERIALS SCIENCE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,11
UU1905322,10/21/19,7:00,10/20/19,23:00,"711 W ELM ST, URBANA",DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,51
CC1908353,10/22/19,7:00,10/21/19,8:25,"608 CHALMERS ST, CHAMPAIGN",BURGLARY,REPORTED TO OTHER AGENCY,23
UU1905343,10/22/19,7:00,10/21/19,18:07,"901 STOUGHTON ST, URBANA",SEXUAL ASSAULT,REPORTED TO OTHER AGENCY,51
CC1907542,10/23/19,0:00,9/21/19,18:30,SIXTH ST / GREEN,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,18
IF1901337,10/23/19,8:13,10/23/19,8:13,FIRST ST/STADIUM DR,BURGLARY FROM MOTOR VEHICLE,ADMIN CLOSED,34
UU1904773,10/23/19,0:00,9/21/19,0:40,600 blk of MATTHEWS S,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,15
UU1904776,10/23/19,0:00,9/21/19,6:45,1100 blk of UNIVERSITY AV W,DRIVING UNDER THE INFL-ALCOHOL,REPORTED TO OTHER AGENCY,51
CC1908455,10/24/19,7:00,10/24/19,3:46,WINDSOR RD/FIRST ST,DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,51
II1901307,10/24/19,17:29,10/20/19,0:01,SCOTT HALL BIKE RACK,THEFT $500 AND UNDER,ADMIN. CLOSE,34
IF1901357,10/25/19,18:56,10/25/19,18:56,FOREGIN LANGUAGES BUILDING,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,47
II1901318,10/25/19,20:41,10/25/19,20:41,SIXTH ST S / GREEN ST E,WARRANT-IN STATE,ARREST,14
