incidentID,reportedAt,occuredAt,disposition,crimeTypeID
CC1309713,2013-23-10 12:00:00,2013-11-10 10:45:00,REPORTED TO OTHER,365
CC1309761,2013-23-10 12:00:00,2013-11-10 5:30:00,REPORTED TO OTHER,766
CC1309753,2013-23-10 12:00:00,2013-13-10 11:04:00,REPORTED TO OTHER,766
CC1308616,2013-23-10 12:00:00,2013-1-5 12:00:00,REPORTED TO OTHER,766
CC1309187,2013-23-10 12:00:00,2013-29-9 1:39:00,REPORTED TO OTHER,713
CC1309562,2013-23-10 12:00:00,2013-30-9 9:00:00,REPORTED TO OTHER,721
CC1309749,2013-23-10 12:00:00,2013-13-10 2:20:00,REPORTED TO OTHER,758
CC1309734,2013-23-10 12:00:00,2013-12-10 4:00:00,REPORTED TO OTHER,766
CC1309848,2013-23-10 12:00:00,2013-16-10 12:45:00,REPORTED TO OTHER,665
CC1309873,2013-23-10 12:00:00,2013-16-10 9:00:00,REPORTED TO OTHER,766
CC1309864,2013-23-10 12:00:00,2013-7-10 11:00:00,REPORTED TO OTHER,365
CC1310011,2013-23-10 12:00:00,2013-19-10 12:00:00,REPORTED TO OTHER,574
CC1309671,2013-23-10 12:00:00,2013-11-10 1:03:00,REPORTED TO OTHER,365
CC1309974,2013-23-10 12:00:00,2013-11-10 5:00:00,REPORTED TO OTHER,766
CC1309943,2013-23-10 12:00:00,2013-17-10 11:30:00,REPORTED TO OTHER,365
CC1309168,2013-23-10 12:00:00,2013-28-9 8:12:00,REPORTED TO OTHER,673
II1302074,2013-24-10 3:09:00,2013-24-10 3:09:00,ARREST,685
II1302080,2013-24-10 8:04:00,2013-24-10 8:00:00,ARREST,674
FI132970519,2013-24-10 11:25:00,2013-24-10 11:25:00,ADMIN. CLOSED,673
FI132970542,2013-24-10 11:58:00,2013-24-10 11:58:00,ADMIN. CLOSED,777
II1302086,2013-25-10 7:03:00,2013-25-10 7:03:00,ARREST,477
II1302083,2013-25-10 9:10:00,2013-25-10 9:10:00,ARREST,537
CC1309128,2013-25-10 12:00:00,2013-27-9 10:00:00,REPORTED TO OTHER,673
CC1308900,2013-25-10 12:00:00,2013-22-9 2:25:00,REPORTED TO OTHER,673
II1302094,2013-26-10 3:28:00,2013-26-10 1:25:00,ADMIN. CLOSE,661
II1302089,2013-26-10 12:33:00,2013-26-10 12:32:00,ARREST,702
FI132990555,2013-26-10 9:31:00,2013-26-10 9:31:00,ADMIN. CLOSED,683
AR132990030,2013-26-10 12:53:00,2013-26-10 12:53:00,STUDENT DISCIPLINE,673
II1302098,2013-27-10 12:17:00,2013-27-10 12:17:00,ARREST,674
FI133000472,2013-27-10 11:02:00,2013-27-10 11:02:00,ADMIN. CLOSED,827
II1302104,2013-28-10 2:14:00,2013-28-10 2:14:00,ARREST,474
II1302105,2013-28-10 10:04:00,2013-28-10 10:04:00,ADMIN. CLOSE,744
II1302108,2013-28-10 4:41:00,2013-25-10 9:00:00,ADMIN. CLOSE,335
II1302107,2013-28-10 3:50:00,2013-25-10 9:00:00,ADMIN. CLOSE,579
II1302110,2013-28-10 8:06:00,2013-28-10 8:06:00,STUDENT DISCIPLINE,674
II1302129,2013-28-10 3:39:00,2013-28-10 12:00:00,ADMIN. CLOSE,755
II1302119,2013-29-10 2:03:00,2013-29-10 2:03:00,ARREST,802
II1302120,2013-29-10 3:16:00,2013-29-10 3:16:00,ARREST,331
UU1306123,2013-29-10 12:00:00,2013-19-10 1:30:00,REPORTED TO OTHER,688
CC1309995,2013-29-10 12:00:00,2013-19-10 10:37:00,REPORTED TO OTHER,673
CC1309178,2013-29-10 12:00:00,2013-28-9 11:20:00,REPORTED TO OTHER,673
FI133020248,2013-29-10 1:19:00,2013-29-10 1:19:00,ADMIN. CLOSED,758
FI133020460,2013-29-10 9:02:00,2013-29-10 9:02:00,STUDENT DISCIPLINE,673
II1302132,2013-31-10 12:44:00,2013-31-10 12:44:00,ARREST,802
II1302122,2013-31-10 10:01:00,2013-29-10 10:01:00,ARREST,852
II1302136,2013-31-10 11:06:00,2013-31-10 11:06:00,ARREST,600
CC1310129,2013-31-10 12:00:00,2013-22-10 10:00:00,REPORTED TO OTHER,766
CC1310167,2013-31-10 12:00:00,2013-24-10 11:25:00,REPORTED TO OTHER,365
II1302143,2013-1-11 9:38:00,2013-1-11 9:38:00,ARREST,474
UU1306310,2013-1-11 12:00:00,2013-26-10 11:19:00,REPORTED TO OTHER,827
CC1310091,2013-1-11 12:00:00,2013-22-10 12:01:00,REPORTED TO OTHER,365
CC1310110,2013-1-11 12:00:00,2013-23-10 1:00:00,REPORTED TO OTHER,766
UU1304613,2013-1-11 12:00:00,2013-20-8 6:42:00,REPORTED TO OTHER,393
UU1304771,2013-1-11 12:00:00,2013-26-8 12:40:00,REPORTED TO OTHER,619
UU1305066,2013-1-11 12:00:00,2013-5-9 11:25:00,REPORTED TO OTHER,827
UU1305102,2013-1-11 12:00:00,2013-7-9 2:00:00,REPORTED TO OTHER,393
UU1305692,2013-1-11 12:00:00,2013-1-10 6:00:00,REPORTED TO OTHER,394
FI133050653,2013-1-11 11:50:00,2013-1-11 11:50:00,ADMIN. CLOSED,827
FI133060064,2013-2-11 1:46:00,2013-2-11 1:46:00,ADMIN. CLOSED,673
FI133060279,2013-2-11 2:23:00,2013-2-11 2:23:00,ADMIN. CLOSED,777
FI133060042,2013-2-11 1:06:00,2013-2-11 1:06:00,ADMIN. CLOSED,673
FI133060553,2013-2-11 10:28:00,2013-2-11 10:28:00,ADMIN. CLOSED,673
2288-2013,2013-2-11 11:15:00,2013-2-11 11:15:00,STUDENT DISCIPLINE,387
FI133070042,2013-3-11 1:16:00,2013-3-11 1:16:00,ADMIN. CLOSED,673
II1302154,2013-4-11 9:55:00,2013-31-10 10:00:00,ADMIN. CLOSE,335
II1302153,2013-4-11 8:10:00,2013-1-11 3:30:00,ADMIN. CLOSE,335
FI133080038,2013-4-11 1:55:00,2013-4-11 1:55:00,ADMIN. CLOSED,758
II1302164,2013-5-11 1:24:00,2013-5-11 1:24:00,ARREST,802
II1302166,2013-5-11 8:45:00,2013-4-11 5:00:00,ARREST,575
II1302171,2013-5-11 11:44:00,2013-5-11 11:44:00,STUDENT DISCIPLINE,702
CC1309996,2013-5-11 12:00:00,2013-19-10 10:45:00,REPORTED TO OTHER,759
UU1306287,2013-5-11 12:00:00,2013-26-10 1:28:00,REPORTED TO OTHER,673
UU1306288,2013-5-11 12:00:00,2013-26-10 1:40:00,REPORTED TO OTHER,673
FI133090047,2013-5-11 2:52:00,2013-5-11 2:52:00,ADMIN. CLOSED,673
AR133090117,2013-5-11 8:45:00,2013-5-11 8:45:00,STUDENT DISCIPLINE,673
II1302173,2013-6-11 4:18:00,2013-6-11 4:18:00,ADMIN. CLOSE,355
II1302172,2013-6-11 12:04:00,2013-6-11 12:04:00,ARREST,558
II1302175,2013-6-11 8:41:00,2013-6-6 8:00:00,ADMIN. CLOSE,335
II1302188,2013-6-11 10:38:00,2013-6-11 10:38:00,ARREST,802
II1302189,2013-6-11 11:34:00,2013-6-11 11:34:00,ADMIN. CLOSE,633
II1302196,2013-7-11 2:30:00,2013-6-11 4:50:00,UNFOUNDED,579
CC1310430,2013-8-11 12:00:00,2013-31-10 4:45:00,REPORTED TO OTHER,393
CC1310253,2013-8-11 12:00:00,2013-27-10 12:01:00,REPORTED TO OTHER,393
CC1310434,2013-8-11 12:00:00,2013-30-10 10:30:00,REPORTED TO OTHER,766
CC1310416,2013-8-11 12:00:00,2013-30-10 8:35:00,REPORTED TO OTHER,827
CC1310310,2013-8-11 12:00:00,2013-26-10 11:30:00,REPORTED TO OTHER,766
CC1310369,2013-8-11 12:00:00,2013-29-10 3:00:00,REPORTED TO OTHER,365
II1302212,2013-9-11 12:00:00,2013-9-11 12:00:00,ARREST,790
FI133130040,2013-9-11 1:28:00,2013-9-11 1:28:00,ADMIN. CLOSED,758
2291-2013,2013-9-11 1:25:00,2013-9-11 1:25:00,STUDENT DISCIPLINE,673
II1302221,2013-10-11 4:43:00,2013-10-11 3:30:00,ADMIN. CLOSE,461
FI133140022,2013-10-11 12:36:00,2013-10-11 12:36:00,ADMIN. CLOSED,511
II1302231,2013-12-11 10:50:00,2013-12-11 10:50:00,ARREST,790
CC1310626,2013-12-11 12:00:00,2013-1-11 11:55:00,REPORTED TO OTHER,622
FI133170023,2013-13-11 2:08:00,2013-13-11 2:08:00,STUDENT DISCIPLINE,673
II1302238,2013-14-11 2:28:00,2013-14-11 2:28:00,ARREST,790
II1302240,2013-14-11 10:50:00,2013-12-11 4:00:00,PENDING,575
II1302237,2013-14-11 8:05:00,2013-14-11 8:05:00,ARREST,352
CC1310249,2013-14-11 12:00:00,2013-26-10 10:54:00,REPORTED TO OTHER,673
CC1310074,2013-14-11 12:00:00,2013-6-6 11:00:00,REPORTED TO OTHER,454
FI133170436,2013-14-11 11:25:00,2013-14-11 11:25:00,ADMIN. CLOSED,673
II1302244,2013-15-11 2:43:00,2013-15-11 2:43:00,ARREST,506
FI133190001,2013-15-11 12:02:00,2013-15-11 12:02:00,STUDENT DISCIPLINE,673
II1302251,2013-16-11 2:57:00,2013-16-11 2:57:00,ADMIN. CLOSE,439
FI133200350,2013-16-11 5:06:00,2013-16-11 5:06:00,STUDENT DISCIPLINE,673
II1302259,2013-17-11 2:00:00,2013-17-11 2:00:00,ARREST,674
II1302260,2013-17-11 3:47:00,2013-17-11 3:47:00,ARREST,506
II1302268,2013-18-11 12:33:00,2013-4-11 10:00:00,ADMIN. CLOSE,335
II1302308,2013-18-11 10:47:00,2013-18-11 10:47:00,ADMIN. CLOSE,755
II1302276,2013-19-11 4:09:00,2013-17-10 3:02:00,ARREST,545
II1302283,2013-21-11 1:54:00,2013-21-11 1:54:00,ARREST,474
II1302284,2013-21-11 2:10:00,2013-21-11 2:10:00,ADMIN. CLOSE,661
II1302292,2013-21-11 10:59:00,2013-21-11 10:59:00,ARREST,619
UU1306719,2013-21-11 12:00:00,2013-14-11 9:53:00,REPORTED TO OTHER,788
CC1310483,2013-21-11 12:00:00,2013-31-10 5:00:00,REPORTED TO OTHER,365
CC1310512,2013-21-11 12:00:00,2013-1-11 11:00:00,REPORTED TO OTHER,365
CC1310653,2013-21-11 12:00:00,2013-6-11 2:00:00,REPORTED TO OTHER,766
CC1310946,2013-21-11 12:00:00,2013-11-11 9:00:00,REPORTED TO OTHER,365
CC1310677,2013-21-11 12:00:00,2013-5-11 7:00:00,REPORTED TO OTHER,365
CC1310662,2013-21-11 12:00:00,2013-5-11 9:00:00,REPORTED TO OTHER,365
CC1310773,2013-22-11 12:00:00,2013-9-11 3:05:00,REPORTED TO OTHER,365
CC1310852,2013-22-11 12:00:00,2013-8-11 5:00:00,REPORTED TO OTHER,365
CC1310903,2013-22-11 12:00:00,2013-13-11 2:24:00,REPORTED TO OTHER,766
II1302302,2013-23-11 9:52:00,2013-23-11 9:52:00,ARREST,790
II1302337,2013-23-11 11:50:00,2013-23-11 11:50:00,ADMIN. CLOSE,526
UU1306916,2013-23-11 12:00:00,2013-23-11 3:54:00,REPORTED TO OTHER,444
CC1310711,2013-25-11 12:00:00,2013-7-11 8:05:00,REPORTED TO OTHER,673
CC1310403,2013-25-11 12:00:00,2013-29-10 11:00:00,REPORTED TO OTHER,766
CC1311011,2013-25-11 12:00:00,2013-16-11 1:48:00,REPORTED TO OTHER,365
II1302312,2013-26-11 11:43:00,2013-26-11 11:35:00,ARREST,387
CC1310968,2013-26-11 12:00:00,2013-15-11 2:22:00,REPORTED TO OTHER,766
CC1310719,2013-26-11 12:00:00,2013-8-11 12:37:00,REPORTED TO OTHER,454
FI133320057,2013-28-11 3:20:00,2013-28-11 3:20:00,ADMIN. CLOSED,758
II1302322,2013-1-12 9:32:00,2013-1-12 9:10:00,PENDING,833
UU1306847,2013-2-12 12:00:00,2013-20-11 10:55:00,REPORTED TO OTHER,673
CC1310254,2013-2-12 12:00:00,2013-27-10 12:04:00,REPORTED TO OTHER,673
CC1310651,2013-2-12 12:00:00,2013-6-11 1:10:00,REPORTED TO OTHER,721
CC1310650,2013-2-12 12:00:00,2013-6-11 1:30:00,REPORTED TO OTHER,721
CC1310452,2013-3-12 12:00:00,2013-31-10 9:03:00,REPORTED TO OTHER,766
CC1311017,2013-3-12 12:00:00,2013-16-11 2:40:00,REPORTED TO OTHER,393
CC1311079,2013-3-12 12:00:00,2013-16-11 1:30:00,REPORTED TO OTHER,393
CC1310445,2013-3-12 12:00:00,2013-20-10 3:00:00,REPORTED TO OTHER,766
CC1310461,2013-3-12 12:00:00,2013-1-11 12:18:00,REPORTED TO OTHER,766
CC1310462,2013-3-12 12:00:00,2013-31-10 10:30:00,REPORTED TO OTHER,766
CC1310506,2013-3-12 12:00:00,2013-1-11 10:00:00,REPORTED TO OTHER,394
CC1310545,2013-3-12 12:00:00,2013-3-11 12:30:00,REPORTED TO OTHER,766
CC1310498,2013-3-12 12:00:00,2013-2-11 1:45:00,REPORTED TO OTHER,721
CC1310900,2013-3-12 12:00:00,2013-12-11 10:30:00,REPORTED TO OTHER,665
CC1310466,2013-3-12 12:00:00,2013-2-11 6:05:00,REPORTED TO OTHER,574
CC1310901,2013-3-12 12:00:00,2013-13-11 12:33:00,REPORTED TO OTHER,673
CC1310902,2013-3-12 12:00:00,2013-13-11 12:45:00,REPORTED TO OTHER,673
CC1311050,2013-3-12 12:00:00,2013-16-11 11:05:00,REPORTED TO OTHER,673
AR133370029,2013-3-12 1:34:00,2013-3-12 1:34:00,STUDENT DISCIPLINE,673
II1302335,2013-4-12 9:05:00,2013-19-9 12:00:00,ADMIN. CLOSE,579
CC1310266,2013-4-12 12:00:00,2013-27-10 3:40:00,REPORTED TO OTHER,393
FI133380018,2013-4-12 1:00:00,2013-4-12 1:00:00,STUDENT DISCIPLINE,713
II1302339,2013-5-12 4:45:00,2013-5-12 4:44:00,ARREST,790
II1302340,2013-5-12 5:10:00,2013-5-12 5:10:00,ADMIN. CLOSE,661
CC1311159,2013-6-12 12:00:00,2013-19-11 6:30:00,REPORTED TO OTHER,673
CC1311125,2013-6-12 12:00:00,2013-18-11 7:00:00,REPORTED TO OTHER,766
CC1311423,2013-6-12 12:00:00,2013-27-11 10:28:00,REPORTED TO OTHER,766
CC1311276,2013-6-12 12:00:00,2013-20-11 11:30:00,REPORTED TO OTHER,766
CC1311342,2013-6-12 12:00:00,2013-24-11 12:01:00,REPORTED TO OTHER,766
FI133400047,2013-6-12 2:13:00,2013-6-12 2:13:00,STUDENT DISCIPLINE,758
AR133400033,2013-6-12 1:27:00,2013-6-12 1:27:00,STUDENT DISCIPLINE,673
II1302347,2013-7-12 2:31:00,2013-7-12 2:31:00,ADMIN. CLOSE,633
II1302349,2013-7-12 9:15:00,2013-1-8 8:00:00,ADMIN. CLOSE,493
II1302355,2013-7-12 9:09:00,2013-7-12 9:09:00,ARREST,742
CSA-13-33,2013-7-12 11:53:00,2013-6-12 1:43:00,ADMIN. CLOSED,463
II1302362,2013-8-12 8:46:00,2013-8-10 3:00:00,ARREST,335
FI133420060,2013-8-12 2:39:00,2013-8-12 2:39:00,STUDENT DISCIPLINE,673
FI133420075,2013-8-12 3:59:00,2013-8-12 3:59:00,STUDENT DISCIPLINE,673
FI133420007,2013-8-12 12:09:00,2013-8-12 12:09:00,ADMIN. CLOSED,673
II1302367,2013-9-12 4:25:00,2013-19-11 9:00:00,ADMIN. CLOSE,730
II1302368,2013-9-12 8:16:00,2013-9-12 8:16:00,ARREST,833
II1302365,2013-9-12 10:16:00,2013-7-12 11:45:00,PENDING,575
FI133430027,2013-9-12 2:50:00,2013-9-12 2:50:00,STUDENT DISCIPLINE,777
II1302372,2013-10-12 6:46:00,2013-10-12 6:46:00,ADMIN. CLOSE,567
II1302370,2013-10-12 12:38:00,2013-10-12 12:38:00,ADMIN. CLOSE,567
II1302376,2013-11-12 12:40:00,2013-1-10 12:01:00,ARREST,579
CC1311239,2013-11-12 12:00:00,2013-20-11 10:30:00,REPORTED TO OTHER,766
CC1310293,2013-11-12 12:00:00,2013-12-10 12:00:00,REPORTED TO OTHER,766
CC1311721,2013-11-12 12:00:00,2013-8-12 1:00:00,REPORTED TO OTHER,622
II1302386,2013-12-12 9:29:00,2013-12-12 9:29:00,ADMIN. CLOSE,658
II1302378,2013-12-12 1:14:00,2013-12-12 1:14:00,ARREST,331
CC1311633,2013-12-12 12:00:00,2013-5-12 3:55:00,REPORTED TO OTHER,574
CC1311114,2013-12-12 12:00:00,2013-18-11 4:00:00,REPORTED TO OTHER,393
II1302387,2013-13-12 12:51:00,2013-13-12 12:51:00,ARREST,474
II1302390,2013-14-12 1:36:00,2013-14-12 1:36:00,ARREST,685
II1302394,2013-14-12 4:36:00,2013-14-12 4:36:00,ARREST,790
II1302398,2013-15-12 9:26:00,2013-15-12 9:26:00,ADMIN. CLOSE,790
II1302408,2013-16-12 3:05:00,2013-18-11 12:00:00,PENDING,579
II1302406,2013-16-12 12:52:00,2013-6-11 9:02:00,ADMIN. CLOSE,806
II1302415,2013-18-12 6:25:00,2013-17-12 12:30:00,ADMIN. CLOSE,575
II1302421,2013-18-12 9:53:00,2013-18-12 9:53:00,ADMIN. CLOSE,344
II1302422,2013-18-12 11:19:00,2013-18-12 11:19:00,PENDING,674
UU1306991,2013-18-12 12:00:00,2013-28-11 3:22:00,REPORTED TO OTHER,619
UU1306960,2013-18-12 12:00:00,2013-26-11 9:20:00,REPORTED TO OTHER,365
FI133520042,2013-18-12 3:14:00,2013-18-12 3:14:00,ADMIN. CLOSED,673
II1302431,2013-19-12 4:20:00,2013-9-12 12:15:00,PENDING,602
UU1307361,2013-19-12 12:00:00,2013-19-12 3:15:00,REPORTED TO OTHER,619
UU1307334,2013-20-12 12:00:00,2013-17-12 5:47:00,REPORTED TO OTHER,574
FI133540055,2013-20-12 2:46:00,2013-20-12 2:46:00,ADMIN. CLOSED,713
FI133550043,2013-21-12 1:30:00,2013-21-12 1:30:00,STUDENT DISCIPLINE,673
UU1306841,2013-24-12 12:00:00,2013-20-11 5:25:00,REPORTED TO OTHER,574
UU1306479,2013-24-12 12:00:00,2013-1-11 11:29:00,REPORTED TO OTHER,673
UU1306235,2013-24-12 12:00:00,2013-23-10 10:15:00,REPORTED TO OTHER,827
UU1306813,2013-24-12 12:00:00,2013-19-11 2:59:00,REPORTED TO OTHER,393
UU1306774,2013-24-12 12:00:00,2013-17-11 7:45:00,REPORTED TO OTHER,393
UU1306474,2013-24-12 12:00:00,2013-1-11 9:24:00,REPORTED TO OTHER,827
UU1306694,2013-24-12 12:00:00,2013-13-11 9:10:00,REPORTED TO OTHER,574
UU1306486,2013-24-12 12:00:00,2013-1-11 9:00:00,REPORTED TO OTHER,394
UU1306825,2013-24-12 12:00:00,2013-19-11 8:48:00,REPORTED TO OTHER,827
UU1307390,2013-27-12 12:00:00,2013-21-12 12:25:00,REPORTED TO OTHER,673
CC1212485,2013-30-12 12:00:00,2012-15-12 6:13:00,REPORTED TO OTHER,394
CC1311859,2013-31-12 12:00:00,2013-11-12 8:40:00,REPORTED TO OTHER,365
CC1311761,2013-31-12 12:00:00,2013-8-12 10:00:00,REPORTED TO OTHER,766
CC1311924,2013-31-12 12:00:00,2013-14-12 1:15:00,REPORTED TO OTHER,480
CC1312458,2013-31-12 12:00:00,2013-20-12 12:00:00,REPORTED TO OTHER,394
CC1312456,2013-31-12 12:00:00,2013-31-12 2:40:00,REPORTED TO OTHER,497
CC1312154,2013-31-12 12:00:00,2013-2-12 8:00:00,REPORTED TO OTHER,766
CC1312166,2013-31-12 12:00:00,2013-20-12 3:55:00,REPORTED TO OTHER,766
CC1312080,2013-31-12 12:00:00,2013-18-12 7:30:00,REPORTED TO OTHER,721
CC1311937,2013-31-12 12:00:00,2013-15-12 1:25:00,REPORTED TO OTHER,827
UU1307250,2013-31-12 12:00:00,2013-13-12 12:43:00,REPORTED TO OTHER,365
CC1312150,2013-31-12 12:00:00,2013-20-12 12:15:00,REPORTED TO OTHER,766
CC1312053,2013-31-12 12:00:00,2013-18-12 2:20:00,REPORTED TO OTHER,665
CC1300099,2013-31-12 12:00:00,2013-4-1 11:00:00,REPORTED TO OTHER,827
CC1301788,2013-31-12 12:00:00,2013-1-3 1:10:00,REPORTED TO OTHER,673
CC1303775,2013-31-12 12:00:00,2013-30-4 2:52:00,REPORTED TO OTHER,673
CC1308305,2013-31-12 12:00:00,2013-6-9 11:42:00,REPORTED TO OTHER,673
CC1309475,2013-31-12 12:00:00,2013-5-10 6:49:00,REPORTED TO OTHER,673
CC1310255,2013-31-12 12:00:00,2013-27-10 12:10:00,REPORTED TO OTHER,673
CC1310720,2013-31-12 12:00:00,2013-8-11 12:59:00,REPORTED TO OTHER,827
CC1307385,2013-31-12 12:00:00,2013-5-8 3:00:00,REPORTED TO OTHER,394
CC1307629,2013-31-12 12:00:00,2013-18-8 10:00:00,REPORTED TO OTHER,574
CC1307671,2013-31-12 12:00:00,2013-20-8 8:25:00,REPORTED TO OTHER,665
CC1308521,2013-31-12 12:00:00,2013-11-9 10:08:00,REPORTED TO OTHER,394
CC1312370,2013-31-12 12:00:00,2013-28-12 3:12:00,REPORTED TO OTHER,394
UU1305989,2013-31-12 12:00:00,2013-13-10 7:29:00,REPORTED TO OTHER,357
UU1300603,2013-31-12 12:00:00,2013-6-2 7:40:00,REPORTED TO OTHER,357
II1400001,2014-1-1 3:57:00,2014-1-1 3:57:00,ADMIN. CLOSE,776
FI140010035,2014-1-1 12:45:00,2014-1-1 12:45:00,STUDENT DISCIPLINE,673
II1400005,2014-2-1 12:10:00,2014-2-1 12:10:00,ADMIN. CLOSE,583
II1400008,2014-3-1 11:27:00,2013-25-8 11:00:00,ADMIN. CLOSE,594
AI140040022,2014-4-1 1:35:00,2014-4-1 1:35:00,STUDENT DISCIPLINE,673
II1400013,2014-5-1 2:22:00,2014-5-1 2:22:00,ARREST,790
II1400018,2014-7-1 4:26:00,2014-7-1 4:26:00,ADMIN. CLOSE,813
CC1400147,2014-7-1 12:00:00,2014-7-1 4:00:00,REPORTED TO OTHER,394
II1400035,2014-11-1 2:58:00,2013-21-12 4:00:00,ADMIN. CLOSE,655
II1400040,2014-11-1 11:03:00,2014-11-1 11:03:00,ARREST,349
II1400041,2014-12-1 12:39:00,2014-12-1 12:39:00,ARREST,674
II1400045,2014-13-1 8:27:00,2014-2-1 12:00:00,ADMIN. CLOSE,402
II1400049,2014-13-1 4:03:00,2014-13-1 11:00:00,PENDING,720
II1400051,2014-14-1 9:11:00,2014-14-1 8:58:00,PENDING,393
II1400055,2014-16-1 7:28:00,2014-15-1 11:00:00,ADMIN. CLOSE,636
II1400060,2014-17-1 2:43:00,2014-15-1 6:00:00,ADMIN. CLOSE,335
FI140170045,2014-17-1 4:25:00,2014-17-1 4:25:00,STUDENT DISCIPLINE,673
II1400063,2014-18-1 2:37:00,2014-18-1 2:37:00,ARREST,773
II1400064,2014-18-1 2:16:00,2014-18-1 12:00:00,ADMIN. CLOSE,461
FI140180020,2014-18-1 1:04:00,2014-18-1 1:04:00,ADMIN. CLOSED,777
FI140190481,2014-19-1 11:57:00,2014-19-1 11:57:00,STUDENT DISCIPLINE,673
00089-2014,2014-19-1 9:15:00,2014-19-1 9:15:00,STUDENT DISCPLINE,673
00108-2014,2014-19-1 11:15:00,2014-19-1 11:15:00,STUDENT DISCPLINE,673
00090-2014,2014-20-1 1:30:00,2014-20-1 1:30:00,STUDENT DISCPLINE,827
CC1400149,2014-21-1 12:00:00,2014-7-1 5:44:00,REPORTED TO OTHER,766
CC1400071,2014-21-1 12:00:00,2013-30-12 4:00:00,REPORTED TO OTHER,766
CC1400018,2014-21-1 12:00:00,2013-31-12 6:00:00,REPORTED TO OTHER,365
CC1400013,2014-21-1 12:00:00,2014-1-1 3:51:00,REPORTED TO OTHER,766
FI140210453,2014-21-1 11:10:00,2014-21-1 11:10:00,STUDENT DISCIPLINE,827
II1400083,2014-22-1 2:25:00,2014-22-1 2:25:00,ARREST,685
II1400094,2014-22-1 8:04:00,2014-22-1 4:00:00,ADMIN. CLOSE,579
FI140220009,2014-22-1 12:38:00,2014-22-1 12:38:00,STUDENT DISCIPLINE,673
AI140220002,2014-22-1 12:07:00,2014-22-1 12:07:00,STUDENT DISCIPLINE,673
AI140220038,2014-22-1 3:36:00,2014-22-1 3:36:00,STUDENT DISCIPLINE,673
00129-2014,2014-22-1 10:14:00,2014-22-1 10:14:00,STUDENT DISCPLINE,673
FI140230174,2014-23-1 11:37:00,2014-23-1 11:37:00,STUDENT DISCIPLINE,683
FI140230445,2014-23-1 11:18:00,2014-23-1 11:18:00,STUDENT DISCIPLINE,827
II1400101,2014-24-1 10:13:00,2013-8-8 8:00:00,ADMIN. CLOSE,416
CC1400194,2014-24-1 12:00:00,2013-30-12 9:30:00,REPORTED TO OTHER,394
CC1400323,2014-24-1 12:00:00,2014-13-1 1:00:00,REPORTED TO OTHER,365
CC1400169,2014-24-1 12:00:00,2013-18-12 1:00:00,REPORTED TO OTHER,766
CC1400450,2014-24-1 12:00:00,2014-17-1 11:41:00,REPORTED TO OTHER,827
CC1400500,2014-24-1 12:00:00,2014-19-1 9:21:00,REPORTED TO OTHER,365
CC1400411,2014-24-1 12:00:00,2014-2-1 12:01:00,REPORTED TO OTHER,394
CC1400462,2014-24-1 12:00:00,2014-3-1 4:00:00,REPORTED TO OTHER,766
CC1400522,2014-24-1 12:00:00,2014-20-1 8:00:00,REPORTED TO OTHER,365
00149-2014,2014-24-1 7:45:00,2014-24-1 7:45:00,STUDENT DISCPLINE,827
II1400082,2014-25-1 8:41:00,2014-25-1 8:41:00,ARREST,352
II1400110,2014-25-1 3:41:00,2014-25-1 3:41:00,ADMIN. CLOSE,401
FI140250011,2014-25-1 12:26:00,2014-25-1 12:26:00,STUDENT DISCIPLINE,511
FI140250018,2014-25-1 12:47:00,2014-25-1 12:47:00,ADMIN. CLOSED,511
00158-2014,2014-25-1 7:24:00,2014-25-1 7:24:00,STUDENT DISCPLINE,673
00192-2014,2014-25-1 5:50:00,2014-25-1 5:50:00,STUDENT DISCPLINE,673
II1400111,2014-26-1 2:43:00,2014-26-1 2:43:00,ARREST,387
II1400113,2014-26-1 11:38:00,2014-26-1 11:38:00,ARREST,790
II1400140,2014-28-1 10:48:00,2014-28-1 10:45:00,ARREST,619
II1400143,2014-29-1 2:20:00,2014-29-1 2:20:00,ARREST,604
II1400147,2014-29-1 5:48:00,2014-29-1 5:48:00,ARREST,790
FI140290026,2014-29-1 2:13:00,2014-29-1 2:13:00,STUDENT DISCIPLINE,673
FI140290445,2014-29-1 11:59:00,2014-29-1 11:59:00,STUDENT DISCIPLINE,827
II1400153,2014-30-1 1:47:00,2014-30-1 1:47:00,ADMIN. CLOSE,335
FI140300014,2014-30-1 12:40:00,2014-30-1 12:40:00,STUDENT DISCIPLINE,673
II1400160,2014-31-1 1:49:00,2014-31-1 1:49:00,ARREST,790
00234-2014,2014-31-1 9:15:00,2015-31-1 9:15:00,STUDENT DISCPLINE,673
II1400170,2014-1-2 10:02:00,2014-1-2 10:02:00,ADMIN. CLOSE,481
UU1400582,2014-1-2 12:00:00,2014-1-2 10:00:00,REPORTED TO OTHER,731
FI140320071,2014-1-2 2:46:00,2014-1-2 2:46:00,STUDENT DISCIPLINE,673
FI140320525,2014-1-2 11:10:00,2014-1-2 11:10:00,ADMIN. CLOSED,827
00240-2014,2014-1-2 7:30:00,2014-1-2 7:30:00,STUDENT DISCPLINE,827
II1400176,2014-2-2 12:28:00,2014-2-2 12:28:00,ARREST,790
II1400178,2014-2-2 1:37:00,2014-2-2 1:35:00,ADMIN. CLOSE,681
II1400181,2014-2-2 11:01:00,2014-2-2 11:01:00,ARREST,674
