Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
II1400427,3/7/14,11:20:00 a. m.,3/7/14,11:20:00 a. m.,SECOND / DANIEL,POSS ALCOHOL PUB PROP / PARKING,ARREST,34
II1400430,3/7/14,1:56:00 p. m.,3/7/14,1:56:00 p. m.,FOURTH / GREEN,POSS ALCOHOL PUB PROP / PARKING,ARREST,0
II1400432,3/7/14,2:55:00 p. m.,3/7/14,2:55:00 p. m.,LINCOLN / ILLINOIS,MIP,ARREST,0
II1400436,3/7/14,5:41:00 p. m.,3/7/14,5:41:00 p. m.,FOURTH ST / HEALEY ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,30
II1400437,3/7/14,7:55:00 p. m.,3/7/14,7:55:00 p. m.,S THIRD ST / CHALMERS ST,CARRYING OUT OF PREMISE,ARREST,0
II1400439,3/7/14,9:59:00 p. m.,3/7/14,9:59:00 p. m.,S FIRST ST / GREEN ST E,POSS ALCOHOL PUB PROP / PARKING,ARREST,47
II1400441,3/7/14,10:34:00 p. m.,3/7/14,10:34:00 p. m.,SIXTH ST / CHALMERS,CONTROLLED SUBSTANCE-MANUF-,ARREST,0
II1400442,3/7/14,11:26:00 p. m.,3/7/14,11:26:00 p. m.,S OAK ST / E JOHN ST,PUBLIC URINATION (C),ARREST,0
CC1401289,3/7/14,12:00:00 a. m.,2/15/14,8:32:00 a. m.,KAMS BAR,LIQUOR,REPORTED TO OTHER,0
CC1401657,3/7/14,12:00:00 a. m.,2/27/14,2:30:00 p. m.,300 blk of STOUGHTON ST,LARCENY,REPORTED TO OTHER,36
CC1401622,3/7/14,12:00:00 a. m.,2/25/14,5:00:00 p. m.,MANDARIN WOK,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1401616,3/7/14,12:00:00 a. m.,2/26/14,1:00:00 a. m.,HOT OVEN,BURGLARY,REPORTED TO OTHER,29
CC1401722,3/7/14,12:00:00 a. m.,2/20/14,5:00:00 p. m.,1100 blk of S FIRST ST,LARCENY,REPORTED TO OTHER,0
CC1401683,3/7/14,12:00:00 a. m.,3/7/14,9:00:00 a. m.,CHAMPAIGN AREA,LIQUOR,REPORTED TO OTHER,0
FI140660254,3/7/14,11:13:00 a. m.,3/7/14,11:13:00 a. m.,GREGORY RESD HALL,LIQUOR,STUDENT DISCIPLINE,47
FI140660263,3/7/14,1:29:00 p. m.,3/7/14,1:29:00 p. m.,SECOND/ARMORY,DISORDERLY,STUDENT DISCIPLINE,50
FI140660364,3/7/14,1:29:00 p. m.,3/7/14,1:29:00 p. m.,SECOND/DANIEL,LIQUOR,ADMIN. CLOSED,0
FI140660490,3/7/14,2:12:00 p. m.,3/7/14,2:12:00 p. m.,BABCOCK RESD HALL,LIQUOR,STUDENT DISCIPLINE,34
FI140660484,3/7/14,3:45:00 p. m.,3/7/14,3:45:00 p. m.,GREGORY/ARBOR,LIQUOR,STUDENT DISCIPLINE,36
FI140660540,3/7/14,7:10:00 p. m.,3/7/14,7:10:00 p. m.,309 E CHALMERS,LIQUOR,STUDENT DISCIPLINE,18
FI140660656,3/7/14,8:22:00 p. m.,3/7/14,8:22:00 p. m.,PERSONAL SERVICES,DRUGS,STUDENT DISCIPLINE,7
FI140660724,3/7/14,9:20:00 p. m.,3/7/14,9:20:00 p. m.,1400 W GREEN,LIQUOR,ADMIN. CLOSED,50
FI140660781,3/7/14,10:36:00 p. m.,3/7/14,10:36:00 p. m.,FIRST/DANIEL,LIQUOR,ADMIN. CLOSED,0
FI140660840,3/7/14,11:50:00 p. m.,3/7/14,11:50:00 p. m.,FIRST/SPRINGFIELD,LIQUOR,ADMIN. CLOSED,0
AI140680029,3/7/14,12:47:00 a. m.,3/7/14,12:47:00 a. m.,ILLINI TOWNER,LIQUOR,STUDENT DISCIPLINE,0
00664-2014,3/7/14,11:40:00 p. m.,3/7/14,11:40:00 p. m.,FAR DINING,LIQUOR,STUDENT DISCPLINE,0
00660-2014,3/7/14,10:30:00 p. m.,3/7/14,10:30:00 p. m.,VAN DOREN RESD HALL,LIQUOR,STUDENT DISCPLINE,0
00640-2014,3/7/14,4:20:00 p. m.,3/7/14,4:20:00 p. m.,BARTON RESD HALL,LIQUOR,STUDENT DISCPLINE,22
II1400445,3/8/14,12:10:00 a. m.,3/8/14,12:10:00 a. m.,CHALMERS ST / SECOND ST,MIP,ARREST,36
II1400449,3/8/14,1:15:00 a. m.,3/8/14,1:15:00 a. m.,100 blk of E JOHN,THROW DANGEROUS MATERIALS,ARREST,0
II1400450,3/8/14,2:28:00 a. m.,3/8/14,2:28:00 a. m.,THE 75,ZERO TOLERANCE,ADMIN. CLOSE,1
II1400451,3/8/14,5:54:00 a. m.,3/8/14,5:54:00 a. m.,KIRBY AVE / E OAK,CANNABIS-POSS 30 GM & UNDER,ARREST,47
II1400456,3/8/14,2:15:00 p. m.,3/8/14,2:15:00 p. m.,ILLINI UNION TECH ZONE,TRESPASS NOTICE,ADMIN. CLOSE,36
II1400457,3/8/14,12:01:00 a. m.,3/8/14,12:01:00 a. m.,THIRD ST / DANIEL,RESISTING/OBSTR. OFFICER,ARREST,0
UU1401209,3/8/14,12:00:00 a. m.,3/7/14,4:30:00 p. m.,CAMPUS-UNOFFICIAL DETAIL,LIQUOR,REPORTED TO OTHER,0
FI140670005,3/8/14,12:20:00 a. m.,3/8/14,12:20:00 a. m.,FIRST/WILLOW,LIQUOR,ADMIN. CLOSED,0
FI140670133,3/8/14,3:18:00 a. m.,3/8/14,3:18:00 a. m.,PENNSYLVANIA/SIXTH,LIQUOR,ADMIN. CLOSED,22
FI140670183,3/8/14,7:10:00 a. m.,3/8/14,7:10:00 a. m.,CHALMERS/OAK,LIQUOR,ADMIN. CLOSED,0
FI140670847,3/8/14,11:58:00 p. m.,3/8/14,11:58:00 p. m.,JOHN/WRIGHT,DOMESTIC,ADMIN. CLOSED,0
00822-2014,3/8/14,10:00:00 p. m.,3/8/14,10:00:00 p. m.,EVANS SCHOLARS,LIQUOR,STUDENT DISCPLINE,0
AI140680106,3/9/14,6:10:00 a. m.,3/9/14,6:10:00 a. m.,WINGIN' OUT,LIQUOR,STUDENT DISCIPLINE,0
II1400469,3/10/14,3:23:00 a. m.,3/10/14,3:23:00 a. m.,CHEMESTRY ANNEX,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
CC1401684,3/10/14,12:00:00 a. m.,3/7/14,3:30:00 p. m.,FIRST / GREEN,LIQUOR,REPORTED TO OTHER,0
FI140690335,3/10/14,4:34:00 p. m.,3/10/14,4:34:00 p. m.,900-BLK S GOODWIN,TRESPASS,ADMIN. CLOSED,0
II1400479,3/12/14,1:15:00 p. m.,3/11/14,1:00:00 p. m.,"MT ZION, MACON CO",ASSIST OTHER GOVT AGENCY/EOD,ADMIN. CLOSE,36
AI140710025,3/12/14,1:55:00 a. m.,3/12/14,1:55:00 a. m.,GREGORY/EUCLID,LIQUOR,STUDENT DISCIPLINE,0
II1400500,3/14/14,8:45:00 a. m.,3/8/14,12:25:00 a. m.,WASTE TRANSFER STATION,THEFT UNDER,ADMIN. CLOSE,38
CC1401658,3/14/14,12:00:00 a. m.,2/13/14,4:40:00 p. m.,1100 blk of SECOND ST S,VOOP,REPORTED TO OTHER,0
CC1401879,3/14/14,12:00:00 a. m.,3/6/14,10:15:00 p. m.,FIRE HAUS,MINOR PRESENT,REPORTED TO OTHER,23
II1400507,3/15/14,12:38:00 a. m.,3/15/14,12:38:00 a. m.,SIXTH ST S / DANIEL ST E,MIP,ARREST,0
II1400508,3/15/14,2:39:00 a. m.,3/15/14,2:38:00 a. m.,SPRINGFIELD AVENUE / GOODWIN,ASSIST UPD W/ROBBERY,ADMIN. CLOSE,0
II1400511,3/15/14,1:49:00 p. m.,3/15/14,12:45:00 p. m.,TRANSPORTATION BUILDING,ROBBERY-ARMED,PENDING,14
II1400515,3/15/14,11:27:00 p. m.,3/15/14,11:27:00 p. m.,NEVADA ST / GOODWIN AVE S,CONTROLLED SUBSTANCE-POSS,ARREST,0
UU1401399,3/15/14,12:00:00 a. m.,3/15/14,2:39:00 a. m.,SPRINGFIELD AVE / GOODWIN,ROBBERY,REPORTED TO OTHER,0
II1400518,3/16/14,11:41:00 a. m.,3/16/14,11:41:00 a. m.,SECOND STREET N / UNIVERSITY E,RESIST/OBSTRUCT/DISARM AN,ARREST,36
II1400519,3/16/14,12:40:00 p. m.,3/16/14,12:15:00 p. m.,57 NORTH SHOP,THEFT UNDER,ARREST,50
FI140750042,3/16/14,1:50:00 a. m.,3/16/14,1:50:00 a. m.,OREGON/GOODWIN,DRUGS,ADMIN. CLOSED,0
FI140760375,3/17/14,10:51:00 p. m.,3/17/14,10:51:00 p. m.,1007 S THIRD,DRUGS,STUDENT DISCIPLINE,10
II1400528,3/18/14,1:41:00 a. m.,3/18/14,1:41:00 a. m.,900 blk of FIFTH ST,FIGHTING,ARREST,24
II1400531,3/18/14,7:22:00 p. m.,3/17/14,12:30:00 p. m.,ARCHITECTURE BUILDING,THEFT OVER,ADMIN. CLOSE,0
II1400532,3/18/14,8:56:00 p. m.,3/18/14,8:00:00 p. m.,PERKINS RESTAURANT,THEFT UNDER,ADMIN. CLOSE,14
II1400533,3/18/14,11:12:00 p. m.,3/18/14,5:30:00 p. m.,BECKAMN INSTITUTE,THEFT OVER,UNFOUNDED,0
II1400534,3/19/14,3:44:00 a. m.,3/19/14,3:44:00 a. m.,SMITH MEMORIAL HALL,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
II1400548,3/20/14,8:21:00 a. m.,3/1/14,8:00:00 a. m.,ILIR,DECEPTIVE PRACTICES,ADMIN. CLOSE,50
CC1401942,3/20/14,12:00:00 a. m.,3/8/14,4:50:00 a. m.,STOUGHTON E / WRIGHT,DOMESTIC DISPUTE,REPORTED TO OTHER,34
CC1402019,3/20/14,12:00:00 a. m.,3/7/14,5:00:00 p. m.,JSM APARTMENTS,DESTR/DAMAG/VAND,REPORTED TO OTHER,49
CC1401578,3/20/14,12:00:00 a. m.,2/12/13,12:00:00 a. m.,900 blk of OAK S,UNLAW USE ID,REPORTED TO OTHER,0
CSA14-6,3/20/14,3:18:00 p. m.,3/17/14,UNKNOWN,FIRST/JOHN,BATTERY,ADMIN. CLOSED,0
FI140800047,3/21/14,2:30:00 a. m.,3/21/14,2:30:00 a. m.,900-BLK S FIFTH,LIQUOR,ADMIN. CLOSED,34
FI140800589,3/21/14,11:57:00 p. m.,3/21/14,11:57:00 p. m.,FOURTH/GREEN,LIQUOR,ADMIN. CLOSED,0
II1400565,3/22/14,8:23:00 p. m.,3/22/14,8:23:00 p. m.,ARBY'S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,45
II1400569,3/24/14,12:06:00 a. m.,3/24/14,12:06:00 a. m.,STATE ST / W CLARK ST,WARRANT-IN STATE,ARREST,0
II1400572,3/24/14,1:21:00 p. m.,3/24/14,1:21:00 p. m.,1400 blk of PENNSYLVANIA AV W,RECKLESS CONDUCT,STUDENT DISCIPLINE,0
II1400574,3/24/14,4:56:00 p. m.,3/22/14,2:17:00 p. m.,UI CREDIT UNION,THEFT-IDENTITY,ADMIN. CLOSE,15
II1400575,3/24/14,9:25:00 p. m.,3/24/14,11:45:00 a. m.,BECKMAN,THEFT UNDER,ADMIN. CLOSE,34
CC1401492,3/24/14,12:00:00 a. m.,2/22/14,1:22:00 a. m.,CLYBOURNE'S BAR,LIQUOR,REPORTED TO OTHER,0
UU1401520,3/26/14,12:00:00 a. m.,3/21/14,12:21:00 a. m.,800 blk of GREEN W,LIQUOR,REPORTED TO OTHER,0
CC1402209,3/26/14,12:00:00 a. m.,3/16/14,2:45:00 a. m.,DELTA DELTA DELTA,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1402040,3/26/14,12:00:00 a. m.,3/10/14,10:30:00 p. m.,SIXTH ST / WHITE ST,NON-FORCIBLE SEX OFFENSE,REPORTED TO OTHER,0
CC1402059,3/26/14,12:00:00 a. m.,3/11/14,5:35:00 p. m.,PANERA BREAD,TRESPASS,REPORTED TO OTHER,0
CC1402152,3/26/14,12:00:00 a. m.,3/14/14,12:30:00 p. m.,blk of UNIVERSITY AV E,LARCENY,REPORTED TO OTHER,0
CC1401897,3/26/14,12:00:00 a. m.,3/7/14,12:54:00 p. m.,500 blk of LOCUST ST,LIQUOR,REPORTED TO OTHER,0
II1400586,3/27/14,10:57:00 a. m.,2/24/14,5:00:00 p. m.,COLLEGE OF LAW,THEFT OVER,ADMIN. CLOSE,16
II1400587,3/27/14,2:44:00 p. m.,3/21/14,8:00:00 a. m.,POULTRY FARMS,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE,0
CC1402170,3/27/14,12:00:00 a. m.,3/15/14,3:38:00 a. m.,600 blk of CHALMERS ST,LIQUOR,REPORTED TO OTHER,25
CC1402158,3/27/14,12:00:00 a. m.,3/14/14,9:00:00 p. m.,FIRST ST / E DANIEL ST,LIQUOR,REPORTED TO OTHER,50
CC1402252,3/27/14,12:00:00 a. m.,3/16/14,1:00:00 a. m.,300 blk of WRIGHT ST S,LARCENY,REPORTED TO OTHER,0
CC1402096,3/27/14,12:00:00 a. m.,12/19/13,10:30:00 p. m.,BROTHER'S BAR,UNLAW USE ID,REPORTED TO OTHER,27
CC1401913,3/27/14,12:00:00 a. m.,3/7/14,4:55:00 p. m.,E CHALMERS ST / FOURTH,LIQUOR,REPORTED TO OTHER,0
II1400592,3/29/14,12:13:00 p. m.,3/29/14,12:13:00 p. m.,PENN STATION,WARRANT-IN STATE,ARREST,0
II1400593,3/30/14,10:36:00 a. m.,3/23/14,8:00:00 a. m.,ARCHITECTURE ANNEX,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,5
II1400599,3/31/14,11:57:00 a. m.,3/22/14,12:00:00 p. m.,EVANS RESIDENCE HALL,DECEPTIVE PRACTICES,ADMIN. CLOSE,0
II1400604,4/1/14,2:13:00 a. m.,4/1/14,2:13:00 a. m.,blk of JOHN E,DRIVING UNDER INFLUENCE-DRUGS,ARREST,17
II1400605,4/1/14,8:14:00 a. m.,3/31/14,4:00:00 p. m.,PHI GAMMA DELTA,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1400606,4/1/14,9:21:00 a. m.,4/1/14,9:21:00 a. m.,WRIGHT STREET N / WHITE STREET W,WARRANT-IN STATE,ARREST,35
II1400616,4/2/14,7:26:00 a. m.,4/1/14,4:00:00 p. m.,LATINO & GENDER STUDIES,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,26
II1400619,4/2/14,7:55:00 p. m.,4/2/14,7:55:00 p. m.,FOURTH ST / WHITE ST,WARRANT-IN STATE,ARREST,0
FI140920015,4/2/14,12:40:00 a. m.,4/2/14,12:40:00 a. m.,700-BLK S SIXTH,LIQUOR,STUDENT DISCIPLINE,0
II1400622,4/3/14,2:02:00 a. m.,4/3/13,2:02:00 a. m.,800 blk of LOCUST S,CANNABIS-POSS 30 GM & UNDER,ARREST,0
II1400628,4/3/14,4:23:00 p. m.,3/27/14,1:30:00 a. m.,"BEACH CLUB - SARASOTA,FL",ASSIST COUNTY POLICE,ADMIN. CLOSE,15
UU1401697S,4/3/14,12:00:00 a. m.,3/31/14,10:04:00 a. m.,GOODWIN AVE / NEVADA,BIKE ENFORCEMENT,REPORTED TO OTHER,47
01002-2014,4/3/14,2:00:00 a. m.,4/3/14,2:00:00 a. m.,SDRP-IKENBERRY COMMONS,LIQUOR,STUDENT DISCPLINE,14
II1400629,4/4/14,2:21:00 a. m.,4/4/14,2:21:00 a. m.,800 blk of MATHEWS AVE,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1400630,4/4/14,3:47:00 a. m.,4/4/14,3:47:00 a. m.,I74 / NEIL,ASSIST CPD W/TRAFFIC STOP,ADMIN. CLOSE,34
FI140940009,4/4/14,12:24:00 a. m.,4/4/14,12:24:00 a. m.,WENDY'S,LIQUOR,STUDENT DISCIPLINE,0
FI140940030,4/4/14,1:17:00 a. m.,4/4/14,1:17:00 a. m.,FIRST/GREGORY,LIQUOR,STUDENT DISCIPLINE,0
FI140940052,4/4/14,2:10:00 a. m.,4/4/10,2:10:00 a. m.,CHALMERS/SIXTH,LIQUOR,STUDENT DISCIPLINE,0
II1400636,4/6/14,12:59:00 a. m.,4/6/14,12:45:00 a. m.,PARKING LOT F-23,TRESPASS NOTICE,ADMIN. CLOSE,16
FI140960045,4/6/14,1:16:00 a. m.,4/16/14,1:16:00 a. m.,LINCOLN/WINSOR,LIQUOR,STUDENT DISCIPLINE,36
AI140960081,4/6/14,2:41:00 a. m.,4/6/14,2:41:00 a. m.,PAR BUS STOP,LIQUOR,STUDENT DISCIPLINE,0
II1400647,4/8/14,4:45:00 a. m.,4/8/14,4:44:00 a. m.,TRANSPORTATION BLDG,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,0
UU1401877,4/8/14,12:00:00 a. m.,4/8/14,8:56:00 p. m.,600 blk of MATHEWS AV S,DRUGS,REPORTED TO OTHER,0
II1400657,4/9/14,3:09:00 a. m.,4/9/14,3:09:00 a. m.,IKENBERRY COMMONS QUAD,CRIMINAL DAMAGE GOVT SUPPORT,STUDENT DISCIPLINE,0
II1400663,4/9/14,11:09:00 p. m.,4/9/14,11:09:00 p. m.,THIRD ST N / WHITE,DRUG EQUIPMENT-POSSESSION,ARREST,22
CC1402082,4/9/14,12:00:00 a. m.,3/12/14,3:37:00 p. m.,S SECOND ST / E HEALEY ST,DRUGS,REPORTED TO OTHER,34
CC1401793,4/9/14,12:00:00 a. m.,3/4/14,11:53:00 a. m.,300 blk of FIFTH ST S,DRUGS,REPORTED TO OTHER,0
CC1402532,4/9/14,12:00:00 a. m.,2/15/14,11:00:00 p. m.,FIFTH ST S / GREEN,UNLAW USE ID,REPORTED TO OTHER,0
CC1402376,4/9/14,12:00:00 a. m.,3/21/14,3:10:00 p. m.,PANDA EXPRESS,TRESPASS,REPORTED TO OTHER,0
CC1402395,4/9/14,12:00:00 a. m.,3/22/14,10:30:00 a. m.,blk of E ARMORY AVE,DECEPT PRACT,REPORTED TO OTHER,0
AI140990051,4/9/14,3:06:00 a. m.,4/9/14,3:06:00 a. m.,GREEN/FIFTH,LIQUOR,STUDENT DISCIPLINE,0
II1400664,4/10/14,2:04:00 a. m.,4/10/14,2:04:00 a. m.,SPRINGFIELD / GOODWIN,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1400665,4/10/14,2:24:00 a. m.,4/10/14,2:24:00 a. m.,800 blk of SIXTH S,DRIVING UNDER THE INFL-ALCOHOL,ARREST,18
II1400666,4/10/14,2:40:00 a. m.,4/10/14,2:40:00 a. m.,NEIL ST S / KIRBY AV,DRIVING UNDER THE INFL-ALCOHOL,ARREST,0
II1400671,4/10/14,7:27:00 p. m.,4/9/14,12:01:00 a. m.,GREGORY PLACE WEST,THEFT UNDER,ADMIN. CLOSE,30
FI141000564,4/10/14,11:14:00 p. m.,4/10/14,11:14:00 p. m.,GOODWIN/GREGORY,DOMESTIC,STUDENT DISCIPLINE,24
II1400675,4/11/14,2:18:00 a. m.,4/11/14,2:18:00 a. m.,SIXTH ST S / JOHN,DRIVING UNDER INFLUENCE-DRUGS,ARREST,11
II1400678,4/11/14,11:52:00 p. m.,4/11/14,11:52:00 p. m.,FOURTH ST / CHALMERS ST,CRIMINAL DAMAGE TO PROPERTY,ARREST,0
II1400806,4/11/14,10:17:00 p. m.,4/11/14,10:17:00 p. m.,SECOND ST / E ARMORY,CANNABIS-POSS 30 GM & UNDER,PENDING,0
FI141020029,4/12/14,12:35:00 a. m.,4/12/14,12:35:00 a. m.,POST OFFICE-GREEN,PUBLIC URINATION,ADMIN. CLOSED,34
FI141020060,4/12/14,1:35:00 a. m.,4/12/14,1:35:00 a. m.,MAIN/GOODWIN,LIQUOR,STUDENT DISCIPLINE,36
II1400686,4/13/14,12:22:00 a. m.,4/13/14,12:22:00 a. m.,GREEN W / ORCHARD,TRESPASS-RESIDENCE,ARREST,0
II1400703,4/15/14,9:31:00 a. m.,4/14/14,8:00:00 a. m.,PARKING LOT F-19,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,15
II1400704,4/15/14,10:25:00 a. m.,4/15/14,10:25:00 a. m.,SOUTH CHINA RESTAURANT,SEX OFFENDER-FAIL TO REGISTER,ARREST,0
II1400705,4/15/14,11:07:00 a. m.,4/15/14,11:07:00 a. m.,MECHANICAL ENG LAB,THEFT OVER,ADMIN. CLOSE,36
FI140105029,4/15/14,2:43:00 a. m.,4/15/14,2:43:00 a. m.,KRANNERT ART MUSEUM,DRUGS,STUDENT DISCIPLINE,30
II1400713,4/16/14,2:53:00 p. m.,4/10/14,3:00:00 p. m.,700 blk of GREGORY S,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
II1400717,4/16/14,11:43:00 p. m.,4/16/14,3:30:00 p. m.,UIECU,BATTERY,PENDING,47
UU1401222,4/16/14,12:00:00 a. m.,3/6/14,10:42:00 p. m.,800 blk of OREGON W,LIQUOR,REPORTED TO OTHER,45
UU1400792,4/16/14,12:00:00 a. m.,2/12/14,3:15:00 a. m.,1100 blk of NEVADA W,LIQUOR,REPORTED TO OTHER,0
UU1400599,4/16/14,12:00:00 a. m.,2/1/14,9:40:00 p. m.,600 blk of MATHEWS S,DRUGS,REPORTED TO OTHER,16
UU1400725,4/16/14,12:00:00 a. m.,2/8/14,11:13:00 p. m.,LINCOLN N / UNIVERSITY,DRUGS,REPORTED TO OTHER,0
II1400718,4/17/14,12:47:00 a. m.,4/17/14,12:47:00 a. m.,SIXTH ST / E GREEN,RESIST/OBSTRUCT/DISARM AN,PENDING,0
II1400726,4/17/14,9:34:00 p. m.,4/17/14,9:34:00 p. m.,FAR,DOMESTIC DISPUTE,PENDING,0
CC1402804,4/18/14,12:00:00 a. m.,4/4/14,5:00:00 p. m.,HONG ZHOU TRADE GROUP,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1402800,4/18/14,12:00:00 a. m.,4/4/14,10:00:00 p. m.,S HEALEY ST / FIFTH ST,DESTR/DAMAG/VAND,REPORTED TO OTHER,17
CC1402873,4/18/14,12:00:00 a. m.,4/7/14,4:00:00 p. m.,200 blk of E GREGORY DR S,LARCENY,REPORTED TO OTHER,0
II1400738,4/19/14,1:17:00 a. m.,4/19/14,1:17:00 a. m.,WASHINGTON ST E / MARKET ST,CONTROLLED SUBSTANCE-,ARREST,0
II1400739,4/19/14,1:09:00 a. m.,4/19/14,1:09:00 a. m.,blk of WINDSOR RD,DRUG EQUIPMENT-POSSESSION,ARREST,17
FI141090098,4/19/14,4:20:00 a. m.,4/19/14,4:20:00 a. m.,MEL,LIQUOR,STUDENT DISCIPLINE,0
FI141090226,4/19/14,1:30:00 p. m.,4/19/14,1:30:00 p. m.,SPRINGFIELD/GREGORY,LIQUOR,ADMIN. CLOSED,0
II1400746,4/20/14,2:22:00 a. m.,4/20/14,2:22:00 a. m.,GREGORY S / NEVADA,DRIVING UNDER THE INFL-ALCOHOL,ARREST,32
II1400747,4/20/14,11:16:00 a. m.,4/20/14,2:30:00 a. m.,PARKING LOT F-17,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1400728,4/22/14,10:19:00 p. m.,4/17/14,10:19:00 p. m.,URBANA,METRO ACTIVATION,ADMIN. CLOSE,36
II1400752,4/22/14,3:08:00 a. m.,4/22/14,3:08:00 a. m.,SPRINGFIELD AVE S / NEIL ST,RESIST/OBSTRUCT/DISARM AN,ARREST,0
UU1401972,4/22/14,12:00:00 a. m.,4/13/14,3:13:00 a. m.,300 blk of W GREEN ST,LIQUOR,REPORTED TO OTHER,0
UU1401988,4/22/14,12:00:00 a. m.,4/13/14,8:43:00 p. m.,ILLINOIS / GREGORY,DISOBEY BIKE CODE,REPORTED TO OTHER,0
UU1401966,4/22/14,12:00:00 a. m.,4/12/14,11:32:00 p. m.,LINCOLN / OREGON,LIQUOR,REPORTED TO OTHER,18
II1400765,4/23/14,8:11:00 p. m.,4/23/14,8:11:00 p. m.,MARKET PLACE MALL,ROBBERY,ADMIN. CLOSE,0
FI141130030,4/23/14,1:01:00 a. m.,4/23/14,1:01:00 a. m.,500-BLK E DANIEL,PUBLIC URINATION,ADMIN. CLOSED,0
II1400768,4/24/14,6:55:00 a. m.,4/24/14,6:55:00 a. m.,FIRST STREET S / STADIUM DRIVE,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1400769,4/24/14,7:52:00 a. m.,4/24/14,7:52:00 a. m.,GREEN STREET E / LOCUST STREET,WARRANT-IN STATE,ARREST,16
II1400778,4/24/14,3:17:00 p. m.,4/24/14,3:17:00 p. m.,300 blk of BROADWAY AVE S,TRESPASS NOTICE,ADMIN. CLOSE,0
CC1402997,4/24/14,12:00:00 a. m.,4/11/14,2:28:00 p. m.,600 blk of STOUGHTON ST E,DRUGS,REPORTED TO OTHER,40
CC1403014,4/24/14,12:00:00 a. m.,4/11/14,8:25:00 p. m.,400 blk of UNIVERSITY AV E,ROBBERY,REPORTED TO OTHER,14
CC1402945,4/24/14,12:00:00 a. m.,4/9/14,9:30:00 p. m.,500 blk of E SPRINGFIELD AVE,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1403112,4/24/14,12:00:00 a. m.,4/14/14,5:50:00 p. m.,300 blk of E ARMORY AV,DESTR/DAMAG/VAND,REPORTED TO OTHER,0
CC1403175,4/24/14,12:00:00 a. m.,4/10/14,1:30:00 p. m.,TELECRIS PLASMA CENTER,LARCENY,REPORTED TO OTHER,0
CC1402909,4/24/14,12:00:00 a. m.,4/8/14,10:27:00 p. m.,800 blk of S SIXTH ST,LIQUOR,REPORTED TO OTHER,0
AI143060003,4/24/14,1:44:00 a. m.,4/24/14,1:44:00 a. m.,TORTICAS,PUBLIC URINATION,ADMIN. CLOSED,36
01944-2014,4/24/14,3:30:00 p. m.,4/24/14,3:30:00 p. m.,DELTA CHI,LIQUOR,STUDENT DISCPLINE,36
II1400784,4/25/14,10:28:00 a. m.,4/18/14,3:00:00 p. m.,CAREER CENTER,CRIMINAL DEFACEMENT OF PROPERTY,ADMIN. CLOSE,0
II1400787,4/25/14,3:00:00 p. m.,4/18/14,2:00:00 p. m.,AFRICAN AMERICAN CULTURE,ASSAULT,ADMIN. CLOSE,22
AI141150041,4/25/14,2:15:00 a. m.,4/25/14,2:15:00 a. m.,PHI SIGMA KAPPA,LIQUOR,STUDENT DISCIPLINE,0
AI141150045,4/25/14,2:27:00 a. m.,4/25/14,2:27:00 a. m.,700 S WRIGHT ST,LIQUOR,STUDENT DISCIPLINE,0
FI141160063,4/26/14,2:10:00 a. m.,4/26/14,2:10:00 a. m.,600 E GREEN,FIGHT,ADMIN. CLOSED,0
FI141160066,4/26/14,2:17:00 a. m.,4/26/14,2:17:00 a. m.,1001 COLLEGE CT,LIQUOR,STUDENT DISCIPLINE,0
II1400771,4/27/14,8:00:00 a. m.,4/24/14,8:00:00 a. m.,1300 blk of LOCK RAVEN,METRO ACTIVATION,ADMIN. CLOSE,0
FI141170043,4/27/14,1:15:00 a. m.,4/27/14,1:15:00 a. m.,LUNDREN RESD HALL,LIQUOR,STUDENT DISCIPLINE,50
AI141170099,4/27/14,3:20:00 a. m.,4/27/14,3:20:00 a. m.,FOURTH/SPRINGFIELD,LIQUOR,STUDENT DISCIPLINE,27
II1400807,4/28/14,8:52:00 a. m.,4/25/14,6:00:00 p. m.,OFFC OF BUSINESS & FINANC,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE,47
