Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,BlockId
IT1700146,3/10/17,17:00,3/10/17,17:00,STAFF HUMAN RESOURCES,POSS OF DRUG PARAPHERNALIA -ORD,ARREST,30
IF1700381,3/10/17,15:55,3/10/17,15:55,809 S WRIGHT,LARCENY,ADMIN CLOSED,18
IF1700383,3/10/17,3:53,3/10/17,3:53,THIRD ST / STOUGHTON,VERBAL DOMESTIC,ADMIN CLOSED,0
II1700337,3/11/17,3:52,3/11/17,3:52,CLARK E / THIRD,WARRANT-IN STATE,ARREST,0
II1700340,3/11/17,12:09,3/7/17,12:00,QUICKET SOLUTIONS,THEFT FROM BUILDING,REFERRED TO OTHER JURISDICTION,0
II1700336,3/11/17,0:54,3/11/17,0:54,SPRINGFIELD AVE W / MATHEWS AVE,BREATH ALCOHOL OVER LIMIT,ARREST,1
IF1700382,3/11/17,0:07,3/11/17,0:07,1208 S FIRST,DRUGS,ADMIN CLOSED,34
IF1700405,3/11/17,2:15,3/11/17,2:15,1010 ILLINOIS ST,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,0
00621-2017,3/12/17,14:01,3/11/17,22:20,SAUNDERS RES HALL,LIQUOR-UNDERAGE,STUDENT DISCIPLINE,41
00622-2017,3/12/17,14:00,3/11/17,21:20,BARTON RES HALL,LIQUOR-UNDERAGE,STUDENT DISCIPLINE,34
CC1701693,3/14/17,0:00,2/24/17,18:00,300 blk of S WRIGHT ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,1
CC1701942,3/14/17,0:00,3/5/17,13:41,MATTIS / UNIVERSITY,IMPOUNDED VEHICLE,REPORTED TO OTHER AGENCY,36
CC1701509,3/14/17,0:00,2/19/17,0:30,S THIRD ST / GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
CC1701284,3/14/17,0:00,2/11/17,18:15,ARBOR ST / ARMORY,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1701575,3/14/17,0:00,2/20/17,18:00,TUMBLE INN,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1701717,3/14/17,0:00,2/26/17,3:08,300 blk of E ARMORY ST,BATTERY,REPORTED TO OTHER AGENCY,0
CC1701662,3/14/17,0:00,2/23/17,21:00,1000 blk of OAK ST S,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,0
UU1700809,3/14/17,0:00,2/21/17,1:01,800 blk of MICHIGAN AV W,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,0
CC1701833,3/14/17,0:00,2/27/17,12:00,blk of HONG KONG CHINA,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
LT16-006,3/15/17,8:00,7/29/16,UNKNOWN,"350 N HIGH ST, COLUMBUS, OHIO",BURGALRY,REPORTED TO OTHER AGENCY,0
LT16-007,3/16/17,8:00,03/04-09-2017,UNKNOWN,"3900 S LAS VEGAS BLVD, LAS VEGAS,",ROBBERY,REPORTED TO OTHER AGENCY,0
00690-2017,3/16/17,22:11,3/14/17,22:22,LEONARD RES HALL,LARCENY,ADMIN CLOSED,32
II1700368,3/17/17,2:12,3/17/17,2:12,1400 blk of GREGORY DR W,DRIVING UNDER THE INFL-ALCOHOL,ARREST,47
CC1701911,3/21/17,0:00,3/4/17,9:30,HERE APTS,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1702071,3/21/17,0:00,3/8/17,22:00,200 blk of S SIXTH ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
LT16-008,3/21/17,8:55,03/19-27/2016,UNKNOWN,"1201 Lanada Road, Greensboro, NC",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
CSA17-56,3/21/17,9:24,3/8/17,19:38,UNIVERSITY RESIDENCE HALL,SEX HARASSMENT,ADMIN CLOSED,34
CC1700627,3/23/17,0:00,1/23/17,2:27,300 blk of E WHITE,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,0
CC1700609,3/23/17,0:00,1/21/17,22:00,200 blk of S FIFTH ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1700008,3/23/17,0:00,1/1/17,4:20,100 blk of GREGORY DR,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,34
CC1700437,3/23/17,0:00,1/17/17,4:00,blk of E CHALMERS ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
CC1700574,3/23/17,0:00,1/9/17,8:00,600 blk of E SPRINGFIELD AV,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
II1700382,3/23/17,6:17,3/23/17,6:17,2000 blk of PERKINS RD E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1700536,3/23/17,0:00,1/20/17,3:00,SIGMA PHI EPSILON,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1700625,3/23/17,0:00,1/22/17,23:00,300 blk of CHALMERS ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,0
II1700386,3/25/17,10:31,3/25/17,10:31,ASHTON HALL,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,34
II1700389,3/26/17,0:37,3/26/17,0:37,DUBLIN ST / GOODWIN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1700442,3/26/17,10:03,3/26/17,10:03,FLAGG HALL,LIQUOR - UNDERAGE,ADMIN CLOSED,34
II1700390,3/27/17,18:19,3/27/17,18:19,UNIVERSITY AVE / FOURTH ST,WARRANT-IN STATE,ARREST,0
II1700391,3/27/17,23:28,3/27/17,23:28,SPRINGFIELD AV W / WRIGHT ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,11
LT16-009,3/27/17,8:00,10/5-9/2016,UNKNOWN,"4145 E 21ST ST; TULSA, OKLAHOMA",SEX OFFENSE,REPORTED TO OTHER AGENCY,0
LT16-010,3/27/17,8:00,09/29- 10/10/2016,UNKNOWN,"17 W 7TH SST; TULSA, OKLAHOMA",SEX OFFENSE,REPORTED TO OTHER AGENCY,0
II1700394,3/28/17,17:45,3/28/17,17:45,FIFTH / ARMORY,WARRANT-IN STATE,ARREST,0
00516-2017,3/28/17,13:51,3/3/17,22:00,1000 BLK GREGORY,FONDLING,STUDENT DISCIPLINE,48
IT1700183,3/29/17,1:45,3/29/17,1:45,blk of GREGORY DR E,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,34
CC1702404,3/29/17,0:00,10/29/16,22:00,BROTHERS BAR & GRILL,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,14
CC1702241,3/29/17,0:00,2/1/17,0:01,100 blk of E ARMORY AVE,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,30
CC1702461,3/29/17,0:00,3/22/17,18:18,blk of E SPRINGFIELD AV,HEROIN OVERDOSE,REPORTED TO OTHER AGENCY,0
CC1701270,3/29/17,0:00,2/10/17,21:15,PHO CAFE,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,14
IF1700455,3/29/17,3:43,3/29/17,3:43,ILLINI UNION BUS STOP,LIQUOR - UNDERAGE,STUDENT DISC REFERRAL,47
CC1701570,3/30/17,0:00,3/4/17,18:30,blk of GREEN ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,0
CC1701457,3/30/17,0:00,2/11/17,20:00,DELTA UPSILON,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1701891,3/30/17,0:00,3/4/17,0:01,THE HUB,CARRYING ALCOHOL/LIQ OUT OF PREMISE,REPORTED TO OTHER AGENCY,0
CC1701518,3/30/17,0:00,2/19/17,8:00,COMMUNITY UNITED CHURCH,TRESPASSING,REPORTED TO OTHER AGENCY,17
CC1701567,3/30/17,0:00,3/3/17,11:31,LOCUST / DANIEL,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,0
CC1701451,3/30/17,0:00,2/16/17,21:45,THIRD ST / CHALMERS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1700836,3/30/17,0:00,1/28/17,22:35,MURPHY'S PUB,DELIVERY OF ALCOHOL/LIQ TO A MINOR,REPORTED TO OTHER AGENCY,10
CC1701810,3/30/17,0:00,3/1/17,19:36,JOOBIES,ALCOHOL/LIQ SALES INTOX SUBJ OR,REPORTED TO OTHER AGENCY,0
CC1701811,3/30/17,0:00,3/1/17,20:36,CHIPOLTE,OTHER MISC/CPD ORDINANCE,REPORTED TO OTHER AGENCY,0
CC1702580,3/30/17,0:00,10/4/16,10:00,blk of CHAMPAIGN AREA BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1701429,3/30/17,0:00,2/16/17,18:03,1700 blk of W JOHN,SALES OF TOBACCO TO MINORS,REPORTED TO OTHER AGENCY,0
IF1700467,3/30/17,23:50,3/30/17,23:50,NATIVE AMERICAN HOUSE,LIQUOR - UNDERAGE,STUDENT DISC REFERRAL,24
II1700413,3/31/17,12:23,3/31/17,12:23,ILLINOIS E / VINE,BATTERY-DOMESTIC,ARREST,0
II1700420,3/31/17,17:36,3/31/17,17:36,1300 blk of DUBLIN ST,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1700480,3/31/17,23:38,3/31/17,23:38,OUTSIDE KAM'S,BATTERY,ADMIN CLOSED,0
LT16-011,4/2/17,8:00,10/7/16,UNKNOWN,"21850 OXNARD ST; WOODLAND HILLS,",AGGRAVATED ASSAULT,REPORTED TO OTHER AGENCY,0
CC1701569,4/3/17,0:00,3/3/17,8:00,500 blk of E DANIEL ST,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,22
CC1702674,4/3/17,0:00,2/17/17,22:30,700 blk of FIFTH ST S,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1702556,4/3/17,0:00,2/25/17,21:30,E GREEN / THIRD,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,0
CC1702651,4/3/17,0:00,3/28/17,14:00,U S POST OFFICE,FORGERY,REPORTED TO OTHER AGENCY,0
II1700434,4/4/17,21:55,4/4/17,21:54,600 blk of JOHN ST E,BREATH ALCOHOL OVER LIMIT,ARREST,18
II1700440,4/5/17,1:04,4/5/17,1:04,FOURTH ST / PENNSYLVANIA,WARRANT-IN STATE,ARREST,40
IF1700507,4/5/17,23:11,4/5/17,23:11,FOURTH/JOHN,LIQUOR - PUBLIC POSSESSION,ADMIN CLOSED,0
IF1700508,4/6/17,4:00,4/6/17,4:00,PERKINS RESTAURANT,LIQUOR - UNDERAGE,ADMIN CLOSED,0
00841-2017,4/6/17,11:13,4/5/17,1:05,NEWMAN RES HALL,DRUGS,STUDENT DISCIPLINE,29
CSA17-59,4/6/17,9:02,3/25/17,UNKNOWN,PRIVATE HOME IN CHAMPAIGN,AGG ASSAULT,ADMIN CLOSED,0
CSA17-60,4/6/17,16:25,1/1/15,UNKNOWN,UNKNOWN PARK,RAPE,ADMIN CLOSED,0
LT16-012,4/7/17,7:49,12/14/16,UNKNOWN,"14509 UNIVERSITY RD, SHABBONA, IL",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,0
IF1700514,4/8/17,2:46,4/8/17,2:46,408 E PEABODY,DRUGS,STUDENT DISC REFERRAL,35
II1700468,4/9/17,2:00,4/9/17,2:00,SECOND ST S / JOHN ST,OBSTRUCTING IDENTIFICATION,ARREST,0
II1700471,4/9/17,9:05,4/8/17,23:30,I-HOTEL PARKING LOT,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
LT16-013,4/10/17,11:00,07/03-05-2016,UNKNOWN,"3285 PEACHTREE RD, ATLANTA, GA",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,0
CC1702882,4/11/17,0:00,4/6/17,0:07,600 blk of W COLUMBIA AV,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,0
II1700482,4/12/17,0:02,4/11/17,23:00,600 blk of GOODWIN AV S,THEFT OF LOST/MISLAID PROPERTY,ADMIN. CLOSE,15
IF1700531,4/12/17,11:25,4/12/17,11:25,PARKING LOT D-10,DRUGS,ADMIN CLOSED,0
00896-2017,4/13/17,12:45,4/12/17,11:30,CAMPUS BAR,LIQUOR-UNDERAGE,ADMIN CLOSED,14
CC1702937,4/14/17,0:00,4/7/17,1:00,600 blk of S THIRD ST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,0
CC1703075,4/14/17,0:00,4/11/17,17:17,THIRD / SPRINGFIELD,RECKLESS DRIVING,REPORTED TO OTHER AGENCY,0
II1700505,4/14/17,10:02,4/4/17,0:01,J. GUMBO'S,FRAUD-DECEPTION,PENDING,26
LT16-014,4/14/17,8:00,6/10/16,UNKNOWN,"1075 S SHILOH DRIVE, FAYETTEVILLE,",BURGALRY,REPORTED TO OTHER AGENCY,0
LT16-015,4/14/17,8:00,6/11/16,UNKNOWN,"1000 S FURTALL DRIVE, FAYETTEVILLE,",DOMESTIC BATTERY,REPORTED TO OTHER AGENCY,0
IF1700539,4/14/17,0:47,4/14/17,0:47,1000 COLLEGE CT,LIQUOR - UNDERAGE,STUDENT DISC REFERRAL,0
II1700507,4/15/17,2:08,4/15/17,2:08,DANIEL STREET / WRIGHT STREET,DRIVING UNDER THE INFL-ALCOHOL,ARREST,47
II1700508,4/15/17,3:14,4/15/17,3:02,GOODWIN S / GREEN,BATTERY-AGGRAVATED,ARREST,16
IF1700551,4/15/17,14:45,4/15/17,14:45,ILLNI UNION BOOKSTORE,LARCENY,ADMIN CLOSED,18
II1700516,4/16/17,10:45,4/16/17,10:45,CUNNINGHAM AV N / KENYON,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1700557,4/16/17,23:45,4/16/17,23:45,306 N WRIGHT,CRIMINAL DAMAGE,ADMIN CLOSED,1
II1700525,4/17/17,23:10,4/17/17,23:09,FIRST ST / KIRBY AVE,WARRANT-IN STATE,ARREST,43
IF1700563,4/17/17,2:30,4/17/17,2:30,MEAT SCIENCE LAB,DRUGS,STUDENT DISC REFERRAL,40
IF1700584,4/18/17,23:55,4/18/17,23:55,310 E JOHN,CRIMINAL DAMAGE,ADMIN CLOSED,0
CSA17-64,4/18/17,8:25,4/9/16,1:00,1000 BLK GREEN ST,RAPE,ADMIN CLOSED,0
00953-2017,4/19/17,14:51,4/7/17,18:45,SHELDEN RES HALL,DRUGS,ADMIN CLOSED,32
II1700538,4/20/17,20:40,4/20/17,20:40,1200 blk of CHURCH W,METRO ACTIVATION,ADMIN. CLOSE,0
II1700536,4/20/17,20:45,4/20/17,20:45,1400 blk of BEARDSLEY AVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
IF1700590,4/20/17,19:39,4/20/17,19:39,FIRST/GREEN,LARCENY,ADMIN CLOSED,0
II1700544,4/21/17,21:41,4/21/17,21:41,SECOND ST. / CLARK ST.,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
00842-2017,4/21/17,9:30,4/6/17,0:00,EUROPA HOUSE,LARCENY,ADMIN CLOSED,0
II1700547,4/23/17,4:07,4/23/17,4:07,LAMBDA CHI ALPHA,TRESPASS TO LAND/REAL PROPERTY,STUDENT DISCIPLINE REFERRAL,0
CSA17-68,4/24/17,11:25,8/1/16,UNKNOWN,900 BLK COLLEGE CT,RAPE,ADMIN CLOSED,0
UU1601129,4/25/17,0:00,3/4/16,20:00,COLER / HIGH,LIQUOR-OPEN CONTAINER/PUBLIC PROP.,REPORTED TO OTHER AGENCY,0
UU1601124,4/25/17,0:00,2/17/16,14:00,blk of SPRINGFIELD,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,7
IF1700616,4/25/17,1:26,4/25/17,1:26,200 DANIEL ST E,CRIMINAL DAMAGE,ADMIN CLOSED,0
IF1700619,4/25/17,16:58,4/25/17,16:58,OAK/GREGORY,POSSESSION OF STOLEN PROP,ADMIN CLOSED,33
CSA17-71,4/26/17,10:56,4/25/17,8:13,1901 N LINCOLN,SEX HARASSMENT,ADMIN CLOSED,0
II1700576,4/27/17,0:11,4/26/17,23:40,FOURTH / ARMORY,BATTERY,PENDING,31
CC1608603,4/27/17,0:00,9/18/16,20:37,blk of JOHN,SEXUAL ABUSE-CRIMINAL,REPORTED TO OTHER AGENCY,0
CC1702988,4/27/17,0:00,4/9/17,1:00,ITS BROTHERS,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,14
CC1702717,4/27/17,0:00,3/31/17,18:52,blk of E UNIVERSITY AV,CRISIS INTERVEN. - ALCOHOL,REPORTED TO OTHER AGENCY,0
CC1703262,4/27/17,0:00,2/24/17,0:30,CLYCOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,14
CC1702691,4/27/17,0:00,3/30/17,18:20,BROMELY HALL,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,0
CSA17-73,4/27/17,16:47,4/1/17,2:00,200 E GREEN ST,RAPE,ADMIN CLOSED,0
CSA17-78,4/27/17,17:08,12/2/16,23:43,1200 BLK FIRST ST,FONDLING,ADMIN CLOSED,34
II1700591,4/29/17,10:33,4/29/17,10:33,PRESENCE HOSPITAL,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700593,4/29/17,15:41,4/29/17,15:38,GREGORY DR W / DORNER DR,BATTERY-DOMESTIC,ARREST,0
CSA17-105,5/1/17,11:50,4/6/17,9:22,GREEN STREET,DOMESTIC OFFENSE,ADMIN CLOSED,0
II1700145,5/2/17,12:00,5/2/17,12:00,HENRY / VICTOR,POSSESSION W/INTENT TO DELIVER,ARREST,0
LT16-016,5/2/17,8:00,03-06/01/2016,UNKNOWN,"40 W JACKSON PL; INDIANAPOLIS, IN",BURGLARY,REPORTED TO OTHER AGENCY,0
II1700619,5/3/17,13:22,5/3/17,8:15,PARKING LOT C3,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,17
IF1700664,5/3/17,1:24,5/3/17,1:24,FIRST/STADIUM,DOMESTIC DISPUTE,ADMIN CLOSED,33
IF1700669,5/3/17,14:35,5/3/17,14:35,707 MATHEWS,DOMESTIC DISPUTE,ADMIN CLOSED,47
CC1703438,5/4/17,0:00,4/22/17,1:00,MURPHYS BAR,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,10
CC1703313,5/4/17,0:00,4/18/17,12:56,DOTTYS SLOTS,ROBBERY-ARMED,REPORTED TO OTHER AGENCY,0
II1700635,5/6/17,13:14,5/6/17,13:14,HEALEY STREET E / SECOND STREET,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700637,5/7/17,10:26,5/6/17,16:00,SAINT MARY'S RD / FOURTH,DOMESTIC DISPUTE,ADMIN. CLOSE,44
IF1700694,5/7/17,23:18,5/7/17,23:18,PARKING LOT E-24,DOMESTIC DISPUTE,ADMIN CLOSED,17
CC1703102,5/8/17,0:00,4/12/17,0:01,KAPPA SIGMA,CRIMINAL DEFACEMENT OF PROPERTY,REPORTED TO OTHER AGENCY,0
CSA17-92,5/8/17,10:23,10/18/16,1:00,100 BLK E CHALMERS,DOMESTIC OFFENSE,ADMIN CLOSED,0
CC1703167,5/9/17,0:00,4/14/17,11:15,CORSON MUSIC,THEFT-RETAIL,REPORTED TO OTHER AGENCY,0
CC1703331,5/9/17,0:00,4/15/17,23:00,ALPHA XI DELTA,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1703835,5/9/17,0:00,4/24/17,0:01,100 blk of E ARMORY AV,THEFT OF MOTOR VEH PARTS & ACCESS,REPORTED TO OTHER AGENCY,30
CSA17-99,5/9/17,14:41,2017,UNKNOWN,UNKONWN LOCATION,RAPE,ADMIN CLOSED,0
CSA17-104,5/9/17,14:58,1/1/17,UNKNOWN,UNIV OWNED OR LEASED PROP,STALKING,ADMIN CLOSED,36
II1700651,5/10/17,15:09,10/8/16,3:00,1000 blk of PENNSYLVANIA AV W,SEXUAL-ASSAULT-CRIMINAL,ADMIN. CLOSE,36
II1700669,5/12/17,19:17,4/5/17,11:11,2300 blk of CARLISLE DR,CYBERSTALKING,ARREST,0
II1700683,5/14/17,22:52,5/14/17,22:52,UNIVERSITY E / WRIGHT,WARRANT-IN STATE,ARREST,18
IF1700735,5/14/17,3:12,5/14/17,3:12,LINCOLN/PENNSYLVANIA,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISC REFERRAL,0
UU1701976,5/17/17,0:00,4/28/17,0:15,900 blk of LINCOLN AVE S,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
CC1704173,5/17/17,0:00,4/6/17,15:38,200 blk of STOUGHTON ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,0
CC1704223,5/17/17,0:00,5/14/17,21:10,DEFY GRAVITY LLC,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1703876,5/18/17,0:00,5/5/17,16:27,LOGAN ST / MARKET ST,HIT AND RUN,REPORTED TO OTHER AGENCY,0
CC1703682,5/18/17,0:00,4/28/17,2:00,FIRST ST / E GREEN ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,0
II1700701,5/18/17,20:33,5/18/17,20:33,TOWER AT THIRD,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
CC1703918,5/18/17,0:00,5/4/17,2:00,blk of S THIRD ST,BATTERY,REPORTED TO OTHER AGENCY,0
CC1703581,5/18/17,0:00,4/26/17,17:21,DEN LIQUOR,THEFT-RETAIL,REPORTED TO OTHER AGENCY,10
CC1703652,5/18/17,0:00,4/26/17,12:00,400 blk of E PARK ST,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,0
II1700696,5/18/17,6:17,5/18/17,6:17,BRIARCLIFF / COTTAGE GROVE,METRO ACTIVATION,ADMIN. CLOSE,0
LT16-017,5/18/17,8:37,7/27/16,UNKNOWN,"2242 W HARRISON ST; CHICAGO, IL",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,0
LT16-018,5/18/17,8:37,10/18/16,UNKNOWN,"1950 W ROOSEVELT; CHICAGO, IL",MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,0
II1700712,5/20/17,19:42,5/20/17,19:39,BEARDSLEY E / CARVER DR,ASSIST OTHER POLICE DEPT,ARREST,0
II1700710,5/20/17,16:33,5/20/17,16:33,MAIN ST E / COTTAGE GROVE,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,0
II1700709,5/20/17,3:11,5/20/17,3:10,1100 blk of LIERMAN AV S,METRO ACTIVATION,ADMIN. CLOSE,0
IF1700765,5/22/17,0:15,5/22/17,0:15,55 MAIN ST,MUTUAL COMBATANTS,ADMIN CLOSED,0
II1700714,5/23/17,22:50,5/23/17,22:50,OAK / JOHN,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,0
01284-2017,5/24/17,10:05,5/1/17,0:00,FOLLINGER HALL,SIMPLE ASSAULT,ADMIN CLOSED,47
II1700719,5/26/17,22:43,5/26/17,22:43,UNIVERSITY / GUARDIAN,WARRANT-IN STATE,ARREST,36
II1700720,5/26/17,23:34,5/26/17,23:34,UNIVERSITY AVE / GUARDIAN,WARRANT-IN STATE,ARREST,0
IF1700777,5/26/17,0:50,5/26/17,0:50,801 S WRIHT,DOMESTIC DISPUTE,ADMIN CLOSED,18
IT1700285,5/27/17,22:29,5/27/17,22:29,KIRBY AVE / FOURTH ST,POSS OF DRUG PARAPHERNALIA -ORD,ARREST,40
IF1700783,5/27/17,0:41,5/27/17,0:41,FIFTH/GREEN,PUBLIC URINATION,ADMIN CLOSED,0
II1700725,5/30/17,15:17,5/26/17,17:00,SMITH MUSIC BUILDING,CRIMINAL DAMAGE GOVT SUPPORT PROP,ADMIN. CLOSE,47
IF1700804,5/31/17,22:39,5/31/17,22:39,2048 HAZELWOOD,DRUGS,ADMIN CLOSED,0
II1700732,6/1/17,23:26,6/1/17,23:26,NEIL ST / SPRINGFIELD AVE,DELIVERY CONTROLLED SUB,ARREST,0
IF1700805,6/1/17,1:12,6/1/17,1:12,606 PRAIRIE ST,DRUGS,ADMIN CLOSED,0
IF1700806,6/1/17,1:25,6/1/17,1:25,63 CHESTER,MUTUAL COMBATANTS,ADMIN CLOSED,0
CSA17-119,6/1/17,13:45,9/9/16,UNKNOWN,1100 BLK S FIRST,RAPE,ADMIN CLOSED,30
II1700734,6/2/17,18:17,6/2/17,18:15,DANIEL ST E / SECOND ST,THEFT $500 AND UNDER,ADMIN. CLOSE,0
IF1700808,6/2/17,14:46,6/2/17,14:46,ARBORTEUM,PUBLIC URINATION,ADMIN CLOSED,0
II1700737,6/3/17,21:52,6/3/17,21:52,FLORIDA AV W / LINCOLN AVE,WARRANT-IN STATE,ARREST,0
II1700739,6/4/17,16:38,6/4/17,16:38,UNIVERSITY AVE E / SIXTH ST N,WARRANT-IN STATE,ARREST,0
CC1704571,6/5/17,0:00,5/23/17,16:30,400 blk of STOUGHTON,IMPOUNDED VEHICLE,REPORTED TO OTHER AGENCY,0
II1700749,6/5/17,21:00,6/5/17,21:00,CHURCH ST / SABIN AVE,RESIST/OBS CORRECT/POLICE/FIRE,PENDING,0
II1700745,6/5/17,12:35,5/10/17,12:00,3300 blk of CYPRESS CREEK RD,THEFT OVER $500,ADMIN. CLOSE,0
CC1704577,6/5/17,0:00,5/24/17,9:00,SEVEN SAINTS,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,0
CC1704642,6/5/17,0:00,4/1/17,10:00,MARRIOTT,THEFT-IDENTITY,REPORTED TO OTHER AGENCY,0
CC1704622,6/5/17,0:00,5/23/17,15:00,blk of E UNIVERSITY,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,0
CC1702954,6/5/17,0:00,4/8/17,2:50,PHI SIGMA KAPPA,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,0
CC1704429,6/5/17,0:00,5/19/17,22:20,HOULIHANS,ALCOHOL/LIQUOR BASSET LICENSE REQ,REPORTED TO OTHER AGENCY,0
IF1700822,6/6/17,17:28,6/6/17,17:28,614 PENNSYLVANIA,CRIMINAL DAMAGE,ADMIN CLOSED,0
II1700756,6/7/17,19:29,6/7/17,19:28,1900 blk of CUNNINGHAM N,METRO ACTIVATION,ADMIN. CLOSE,0
IF1700830,6/8/17,8:53,6/8/17,8:53,2300 S FIRST ST,BATTERY,ADMIN CLOSED,0
II1700791,6/9/17,9:29,6/9/17,9:20,BUSEY AVE / STOUGHTON ST,FALSE PERSONATION OF PEACE OFFICER,PENDING,0
II1700765,6/9/17,18:43,6/9/17,18:43,FIFTH ST / STOUGHTON ST,POSSESSION OF STOLEN FIREARM,ARREST,0
II1700764,6/9/17,16:57,6/5/17,16:00,VET MED BASIC SCIENCE,THEFT $500 AND UNDER,ADMIN. CLOSE,0
II1700772,6/10/17,20:19,6/10/17,17:45,FIRST ST S / CHALMERS,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE,0
II1700773,6/10/17,20:40,6/9/17,17:00,HEALEY ST E / FOURTH ST,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1700770,6/10/17,13:15,4/30/17,17:00,WRIGHT ST S / CLARK ST,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE,0
II1700780,6/11/17,22:38,6/11/17,22:38,WASHINGTON ST W / NEIL ST,FALSE PERSONATION OF PEACE OFFICER,ARREST,0
