incidentID,reportedAt,occuredAt,disposition,crimeTypeID
FI132840540,2013-10-11 23:32:00,2013-10-11 23:33:00,STUDENT DISCIPLINE,642
AI132840563,2013-10-11 23:57:00,2013-10-11 23:57:00,STUDENT DISCIPLINE,689
II1301959,2013-10-12 1:48:00,2013-10-12 1:48:00,ARREST,490
II1301961,2013-10-12 14:20:00,2013-10-10 15:00:00,ADMIN. CLOSE,751
II1301963,2013-10-12 20:19:00,2013-10-12 19:29:00,STUDENT DISCIPLINE,374
FI132850122,2013-10-12 0:40:00,2013-10-12 0:40:00,STUDENT DISCIPLINE,689
FI132850085,2013-10-12 2:30:00,2013-10-12 2:30:00,STUDENT DISCIPLINE,689
FI132850322,2013-10-12 17:58:00,2013-10-12 17:58:00,STUDENT DISCIPLINE,680
FI132850013,2013-10-12 0:30:00,2013-10-12 0:30:00,STUDENT DISCIPLINE,689
FI132850492,2013-10-12 23:49:00,2013-10-12 23:49:00,STUDENT DISCIPLINE,689
II1301965,2013-10-13 0:05:00,2013-10-13 0:05:00,ARREST,350
II1301976,2013-10-13 20:47:00,2013-10-13 17:45:00,ADMIN. CLOSE,343
II1301973,2013-10-13 16:49:00,2013-10-10 11:00:00,PENDING,745
FI132860069,2013-10-13 1:57:00,2013-10-13 1:57:00,ADMIN. CLOSED,689
II1301980,2013-10-14 10:18:00,2013-10-13 10:18:00,ADMIN. CLOSE,751
II1301988,2013-10-14 20:54:00,2013-10-14 20:54:00,ARREST,306
II1301990,2013-10-15 1:12:00,2013-10-15 1:12:00,ARREST,816
II1301991,2013-10-15 2:07:00,2013-10-15 2:07:00,ARREST,335
II1301993,2013-10-15 10:09:00,2013-10-14 23:50:00,PENDING,786
FI132880437,2013-10-15 21:24:00,2013-10-15 21:24:00,STUDENT DISCIPLINE,698
II1302002,2013-10-16 2:17:00,2013-10-16 2:17:00,ARREST,643
II1302001,2013-10-16 1:58:00,2013-10-16 1:57:00,ARREST,786
II1302004,2013-10-16 13:23:00,2013-10-10 8:30:00,ADMIN. CLOSE,382
II1302012,2013-10-16 20:59:00,2013-10-16 18:00:00,ADMIN. CLOSE,751
II1302079,2013-10-16 0:42:00,2013-10-16 0:42:00,ARREST,393
UU1305967,2013-10-16 0:00:00,2013-10-12 23:28:00,REPORTED TO OTHER,318
UU1305785,2013-10-16 0:00:00,2013-10-5 1:27:00,REPORTED TO OTHER,689
UU1305784,2013-10-16 0:00:00,2013-10-5 0:50:00,REPORTED TO OTHER,689
UU1305814,2013-10-16 0:00:00,2013-10-5 22:45:00,REPORTED TO OTHER,318
UU1305783,2013-10-16 0:00:00,2013-10-4 23:08:00,REPORTED TO OTHER,318
CC1309127,2013-10-16 0:00:00,2013-9-27 21:28:00,REPORTED TO OTHER,689
CC1309352,2013-10-16 0:00:00,2013-10-2 22:00:00,REPORTED TO OTHER,556
CC1309328,2013-10-16 0:00:00,2013-10-2 15:22:00,REPORTED TO OTHER,604
CC1309390,2013-10-16 0:00:00,2013-10-2 21:00:00,REPORTED TO OTHER,364
CC1309145,2013-10-16 0:00:00,2013-9-28 2:30:00,REPORTED TO OTHER,604
CC1309476,2013-10-16 0:00:00,2013-10-5 19:37:00,REPORTED TO OTHER,554
AI132890016,2013-10-16 0:42:00,2013-10-16 0:42:00,STUDENT DISCIPLINE,689
II1302026,2013-10-18 20:20:00,2013-10-18 18:00:00,ADMIN. CLOSE,343
II1302020,2013-10-18 0:03:00,2013-9-20 9:00:00,ADMIN. CLOSE,499
FI132910536,2013-10-18 23:37:00,2013-10-18 23:37:00,ADMIN. CLOSED,689
FI132910487,2013-10-18 22:01:00,2013-10-18 22:01:00,STUDENT DISCIPLINE,689
II1302029,2013-10-19 2:33:00,2013-10-19 2:33:00,ADMIN. CLOSE,595
II1302033,2013-10-19 17:03:00,2013-10-19 17:00:00,ARREST,643
II1302037,2013-10-19 23:11:00,2013-10-19 23:11:00,ARREST,695
II1302031,2013-10-19 0:24:00,2013-10-19 4:45:00,PENDING,828
FI132920437,2013-10-19 21:05:00,2013-10-19 21:05:00,ADMIN. CLOSED,689
FI132920519,2013-10-19 22:47:00,2013-10-19 22:47:00,STUDENT DISCIPLINE,689
FI132920102,2013-10-19 4:07:00,2013-10-19 4:07:00,STUDENT DISCIPLINE,689
FI132920553,2013-10-19 23:52:00,2013-10-19 23:52:00,ADMIN. CLOSED,689
2048-2013,2013-10-19 3:50:00,2013-10-19 3:50:00,STUDENT DISCIPLINE,308
2065-2013,2013-10-19 2:23:00,2013-10-19 2:23:00,STUDENT DISCIPLINE,689
II1302039,2013-10-20 2:10:00,2013-10-20 2:10:00,ARREST,393
II1301805,2013-10-20 23:46:00,2013-10-20 23:46:00,ARREST,746
II1302048,2013-10-20 22:38:00,2013-10-20 22:38:00,STUDENT DISCIPLINE,350
II1302042,2013-10-20 13:19:00,2013-10-19 14:00:00,ADMIN. CLOSE,382
II1302043,2013-10-20 14:08:00,2013-10-20 14:05:00,ADMIN. CLOSE,510
II1302047,2013-10-20 21:43:00,2013-10-20 20:30:00,ADMIN. CLOSE,499
FI132930472,2013-10-20 21:24:00,2013-10-20 21:24:00,ADMIN. CLOSED,461
FI132930027,2013-10-20 0:58:00,2013-10-20 0:58:00,STUDENT DISCIPLINE,642
II1302054,2013-10-21 9:32:00,2013-10-21 9:00:00,ADMIN. CLOSE,329
II1302056,2013-10-21 18:24:00,2013-10-21 18:24:00,ARREST,792
II1302068,2013-10-23 14:09:00,2013-10-23 14:09:00,ARREST,816
II1302072,2013-10-23 23:06:00,2013-10-23 23:05:00,ADMIN. CLOSE,329
UU1306175,2013-10-23 0:00:00,2013-10-19 19:20:00,REPORTED TO OTHER,425
UU1305970,2013-10-23 0:00:00,2013-10-13 3:15:00,REPORTED TO OTHER,689
CC1309483,2013-10-23 0:00:00,2013-10-5 22:45:00,REPORTED TO OTHER,689
CC1309499,2013-10-23 0:00:00,2013-10-3 0:01:00,REPORTED TO OTHER,302
CC1309038,2013-10-23 0:00:00,2013-9-25 19:00:00,REPORTED TO OTHER,604
CC1309685,2013-10-23 0:00:00,2013-10-8 0:00:00,REPORTED TO OTHER,302
CC1309713,2013-10-23 0:00:00,2013-10-11 22:45:00,REPORTED TO OTHER,302
CC1309761,2013-10-23 0:00:00,2013-10-11 17:30:00,REPORTED TO OTHER,604
CC1309753,2013-10-23 0:00:00,2013-10-13 11:04:00,REPORTED TO OTHER,604
CC1308616,2013-10-23 0:00:00,2013-5-1 0:00:00,REPORTED TO OTHER,604
CC1309187,2013-10-23 0:00:00,2013-9-29 1:39:00,REPORTED TO OTHER,680
CC1309562,2013-10-23 0:00:00,2013-9-30 21:00:00,REPORTED TO OTHER,556
CC1309749,2013-10-23 0:00:00,2013-10-13 2:20:00,REPORTED TO OTHER,642
CC1309734,2013-10-23 0:00:00,2013-10-12 16:00:00,REPORTED TO OTHER,604
CC1309848,2013-10-23 0:00:00,2013-10-16 0:45:00,REPORTED TO OTHER,483
CC1309873,2013-10-23 0:00:00,2013-10-16 21:00:00,REPORTED TO OTHER,604
CC1309864,2013-10-23 0:00:00,2013-10-7 23:00:00,REPORTED TO OTHER,302
CC1310011,2013-10-23 0:00:00,2013-10-19 0:00:00,REPORTED TO OTHER,513
CC1309671,2013-10-23 0:00:00,2013-10-11 1:03:00,REPORTED TO OTHER,302
CC1309974,2013-10-23 0:00:00,2013-10-11 17:00:00,REPORTED TO OTHER,604
CC1309943,2013-10-23 0:00:00,2013-10-17 23:30:00,REPORTED TO OTHER,302
CC1309168,2013-10-23 0:00:00,2013-9-28 20:12:00,REPORTED TO OTHER,689
II1302074,2013-10-24 3:09:00,2013-10-24 3:09:00,ARREST,393
II1302080,2013-10-24 20:04:00,2013-10-24 20:00:00,ARREST,350
FI132970519,2013-10-24 23:25:00,2013-10-24 23:25:00,ADMIN. CLOSED,689
FI132970542,2013-10-24 23:58:00,2013-10-24 23:58:00,ADMIN. CLOSED,401
II1302086,2013-10-25 19:03:00,2013-10-25 19:03:00,ARREST,574
II1302083,2013-10-25 9:10:00,2013-10-25 9:10:00,ARREST,850
CC1309128,2013-10-25 0:00:00,2013-9-27 22:00:00,REPORTED TO OTHER,689
CC1308900,2013-10-25 0:00:00,2013-9-22 2:25:00,REPORTED TO OTHER,689
II1302094,2013-10-26 15:28:00,2013-10-26 13:25:00,ADMIN. CLOSE,329
II1302089,2013-10-26 0:33:00,2013-10-26 0:32:00,ARREST,816
FI132990555,2013-10-26 21:31:00,2013-10-26 21:31:00,ADMIN. CLOSED,303
AR132990030,2013-10-26 0:53:00,2013-10-26 0:53:00,STUDENT DISCIPLINE,689
II1302098,2013-10-27 0:17:00,2013-10-27 0:17:00,ARREST,350
FI133000472,2013-10-27 23:02:00,2013-10-27 23:02:00,ADMIN. CLOSED,698
II1302104,2013-10-28 2:14:00,2013-10-28 2:14:00,ARREST,579
II1302105,2013-10-28 10:04:00,2013-10-28 10:04:00,ADMIN. CLOSE,421
II1302108,2013-10-28 16:41:00,2013-10-25 21:00:00,ADMIN. CLOSE,751
II1302107,2013-10-28 15:50:00,2013-10-25 21:00:00,ADMIN. CLOSE,343
II1302110,2013-10-28 20:06:00,2013-10-28 20:06:00,STUDENT DISCIPLINE,350
II1302129,2013-10-28 15:39:00,2013-10-28 0:00:00,ADMIN. CLOSE,428
II1302119,2013-10-29 2:03:00,2013-10-29 2:03:00,ARREST,695
II1302120,2013-10-29 15:16:00,2013-10-29 15:16:00,ARREST,335
UU1306123,2013-10-29 0:00:00,2013-10-19 1:30:00,REPORTED TO OTHER,318
CC1309995,2013-10-29 0:00:00,2013-10-19 22:37:00,REPORTED TO OTHER,689
CC1309178,2013-10-29 0:00:00,2013-9-28 23:20:00,REPORTED TO OTHER,689
FI133020248,2013-10-29 13:19:00,2013-10-29 13:19:00,ADMIN. CLOSED,642
FI133020460,2013-10-29 21:02:00,2013-10-29 21:02:00,STUDENT DISCIPLINE,689
II1302132,2013-10-31 0:44:00,2013-10-31 0:44:00,ARREST,695
II1302122,2013-10-31 22:01:00,2013-10-29 22:01:00,ARREST,342
II1302136,2013-10-31 23:06:00,2013-10-31 23:06:00,ARREST,690
CC1310129,2013-10-31 0:00:00,2013-10-22 22:00:00,REPORTED TO OTHER,604
CC1310167,2013-10-31 0:00:00,2013-10-24 11:25:00,REPORTED TO OTHER,302
II1302143,2013-11-1 21:38:00,2013-11-1 21:38:00,ARREST,579
UU1306310,2013-11-1 0:00:00,2013-10-26 23:19:00,REPORTED TO OTHER,698
CC1310091,2013-11-1 0:00:00,2013-10-22 0:01:00,REPORTED TO OTHER,302
CC1310110,2013-11-1 0:00:00,2013-10-23 1:00:00,REPORTED TO OTHER,604
UU1304613,2013-11-1 0:00:00,2013-8-20 18:42:00,REPORTED TO OTHER,717
UU1304771,2013-11-1 0:00:00,2013-8-26 0:40:00,REPORTED TO OTHER,745
UU1305066,2013-11-1 0:00:00,2013-9-5 23:25:00,REPORTED TO OTHER,698
UU1305102,2013-11-1 0:00:00,2013-9-7 2:00:00,REPORTED TO OTHER,717
UU1305692,2013-11-1 0:00:00,2013-10-1 6:00:00,REPORTED TO OTHER,364
FI133050653,2013-11-1 23:50:00,2013-11-1 23:50:00,ADMIN. CLOSED,698
FI133060064,2013-11-2 1:46:00,2013-11-2 1:46:00,ADMIN. CLOSED,689
FI133060279,2013-11-2 14:23:00,2013-11-2 14:23:00,ADMIN. CLOSED,401
FI133060042,2013-11-2 1:06:00,2013-11-2 1:06:00,ADMIN. CLOSED,689
FI133060553,2013-11-2 22:28:00,2013-11-2 22:28:00,ADMIN. CLOSED,689
2288-2013,2013-11-2 23:15:00,2013-11-2 23:15:00,STUDENT DISCIPLINE,786
FI133070042,2013-11-3 1:16:00,2013-11-3 1:16:00,ADMIN. CLOSED,689
II1302154,2013-11-4 9:55:00,2013-10-31 10:00:00,ADMIN. CLOSE,751
II1302153,2013-11-4 8:10:00,2013-11-1 15:30:00,ADMIN. CLOSE,751
FI133080038,2013-11-4 1:55:00,2013-11-4 1:55:00,ADMIN. CLOSED,642
II1302164,2013-11-5 1:24:00,2013-11-5 1:24:00,ARREST,695
II1302166,2013-11-5 8:45:00,2013-11-4 17:00:00,ARREST,382
II1302171,2013-11-5 23:44:00,2013-11-5 23:44:00,STUDENT DISCIPLINE,816
CC1309996,2013-11-5 0:00:00,2013-10-19 22:45:00,REPORTED TO OTHER,404
UU1306287,2013-11-5 0:00:00,2013-10-26 1:28:00,REPORTED TO OTHER,689
UU1306288,2013-11-5 0:00:00,2013-10-26 1:40:00,REPORTED TO OTHER,689
FI133090047,2013-11-5 2:52:00,2013-11-5 2:52:00,ADMIN. CLOSED,689
AR133090117,2013-11-5 8:45:00,2013-11-5 8:45:00,STUDENT DISCIPLINE,689
II1302173,2013-11-6 4:18:00,2013-11-6 4:18:00,ADMIN. CLOSE,481
II1302172,2013-11-6 0:04:00,2013-11-6 0:04:00,ARREST,374
II1302175,2013-11-6 8:41:00,2013-6-6 8:00:00,ADMIN. CLOSE,751
II1302188,2013-11-6 22:38:00,2013-11-6 22:38:00,ARREST,695
II1302189,2013-11-6 23:34:00,2013-11-6 23:34:00,ADMIN. CLOSE,595
II1302196,2013-11-7 14:30:00,2013-11-6 16:50:00,UNFOUNDED,343
CC1310430,2013-11-8 0:00:00,2013-10-31 4:45:00,REPORTED TO OTHER,717
CC1310253,2013-11-8 0:00:00,2013-10-27 0:01:00,REPORTED TO OTHER,717
CC1310434,2013-11-8 0:00:00,2013-10-30 22:30:00,REPORTED TO OTHER,604
CC1310416,2013-11-8 0:00:00,2013-10-30 20:35:00,REPORTED TO OTHER,698
CC1310310,2013-11-8 0:00:00,2013-10-26 23:30:00,REPORTED TO OTHER,604
CC1310369,2013-11-8 0:00:00,2013-10-29 15:00:00,REPORTED TO OTHER,302
II1302212,2013-11-9 0:00:00,2013-11-9 0:00:00,ARREST,306
FI133130040,2013-11-9 1:28:00,2013-11-9 1:28:00,ADMIN. CLOSED,642
2291-2013,2013-11-9 1:25:00,2013-11-9 1:25:00,STUDENT DISCIPLINE,689
II1302221,2013-11-10 16:43:00,2013-11-10 15:30:00,ADMIN. CLOSE,462
FI133140022,2013-11-10 0:36:00,2013-11-10 0:36:00,ADMIN. CLOSED,529
II1302231,2013-11-12 10:50:00,2013-11-12 10:50:00,ARREST,306
CC1310626,2013-11-12 0:00:00,2013-11-1 23:55:00,REPORTED TO OTHER,554
FI133170023,2013-11-13 2:08:00,2013-11-13 2:08:00,STUDENT DISCIPLINE,689
II1302238,2013-11-14 2:28:00,2013-11-14 2:28:00,ARREST,306
II1302240,2013-11-14 10:50:00,2013-11-12 16:00:00,PENDING,382
II1302237,2013-11-14 20:05:00,2013-11-14 20:05:00,ARREST,746
CC1310249,2013-11-14 0:00:00,2013-10-26 22:54:00,REPORTED TO OTHER,689
CC1310074,2013-11-14 0:00:00,2013-6-6 23:00:00,REPORTED TO OTHER,773
FI133170436,2013-11-14 23:25:00,2013-11-14 23:25:00,ADMIN. CLOSED,689
II1302244,2013-11-15 2:43:00,2013-11-15 2:43:00,ARREST,643
FI133190001,2013-11-15 0:02:00,2013-11-15 0:02:00,STUDENT DISCIPLINE,689
II1302251,2013-11-16 2:57:00,2013-11-16 2:57:00,ADMIN. CLOSE,675
FI133200350,2013-11-16 17:06:00,2013-11-16 17:06:00,STUDENT DISCIPLINE,689
II1302259,2013-11-17 2:00:00,2013-11-17 2:00:00,ARREST,350
II1302260,2013-11-17 3:47:00,2013-11-17 3:47:00,ARREST,643
II1302268,2013-11-18 0:33:00,2013-11-4 10:00:00,ADMIN. CLOSE,751
II1302308,2013-11-18 22:47:00,2013-11-18 22:47:00,ADMIN. CLOSE,428
II1302276,2013-11-19 16:09:00,2013-10-17 15:02:00,ARREST,510
II1302283,2013-11-21 1:54:00,2013-11-21 1:54:00,ARREST,579
II1302284,2013-11-21 14:10:00,2013-11-21 14:10:00,ADMIN. CLOSE,329
II1302292,2013-11-21 22:59:00,2013-11-21 22:59:00,ARREST,745
UU1306719,2013-11-21 0:00:00,2013-11-14 21:53:00,REPORTED TO OTHER,649
CC1310483,2013-11-21 0:00:00,2013-10-31 17:00:00,REPORTED TO OTHER,302
CC1310512,2013-11-21 0:00:00,2013-11-1 23:00:00,REPORTED TO OTHER,302
CC1310653,2013-11-21 0:00:00,2013-11-6 2:00:00,REPORTED TO OTHER,604
CC1310946,2013-11-21 0:00:00,2013-11-11 21:00:00,REPORTED TO OTHER,302
CC1310677,2013-11-21 0:00:00,2013-11-5 19:00:00,REPORTED TO OTHER,302
CC1310662,2013-11-21 0:00:00,2013-11-5 21:00:00,REPORTED TO OTHER,302
CC1310773,2013-11-22 0:00:00,2013-11-9 3:05:00,REPORTED TO OTHER,302
CC1310852,2013-11-22 0:00:00,2013-11-8 17:00:00,REPORTED TO OTHER,302
CC1310903,2013-11-22 0:00:00,2013-11-13 2:24:00,REPORTED TO OTHER,604
II1302302,2013-11-23 21:52:00,2013-11-23 21:52:00,ARREST,306
II1302337,2013-11-23 11:50:00,2013-11-23 11:50:00,ADMIN. CLOSE,447
UU1306916,2013-11-23 0:00:00,2013-11-23 15:54:00,REPORTED TO OTHER,678
CC1310711,2013-11-25 0:00:00,2013-11-7 20:05:00,REPORTED TO OTHER,689
CC1310403,2013-11-25 0:00:00,2013-10-29 23:00:00,REPORTED TO OTHER,604
CC1311011,2013-11-25 0:00:00,2013-11-16 1:48:00,REPORTED TO OTHER,302
II1302312,2013-11-26 11:43:00,2013-11-26 11:35:00,ARREST,786
CC1310968,2013-11-26 0:00:00,2013-11-15 2:22:00,REPORTED TO OTHER,604
CC1310719,2013-11-26 0:00:00,2013-11-8 0:37:00,REPORTED TO OTHER,773
FI133320057,2013-11-28 3:20:00,2013-11-28 3:20:00,ADMIN. CLOSED,642
II1302322,2013-12-1 21:32:00,2013-12-1 21:10:00,PENDING,490
UU1306847,2013-12-2 0:00:00,2013-11-20 22:55:00,REPORTED TO OTHER,689
CC1310254,2013-12-2 0:00:00,2013-10-27 0:04:00,REPORTED TO OTHER,689
CC1310651,2013-12-2 0:00:00,2013-11-6 1:10:00,REPORTED TO OTHER,556
CC1310650,2013-12-2 0:00:00,2013-11-6 1:30:00,REPORTED TO OTHER,556
CC1310452,2013-12-3 0:00:00,2013-10-31 21:03:00,REPORTED TO OTHER,604
CC1311017,2013-12-3 0:00:00,2013-11-16 2:40:00,REPORTED TO OTHER,717
CC1311079,2013-12-3 0:00:00,2013-11-16 1:30:00,REPORTED TO OTHER,717
CC1310445,2013-12-3 0:00:00,2013-10-20 15:00:00,REPORTED TO OTHER,604
CC1310461,2013-12-3 0:00:00,2013-11-1 0:18:00,REPORTED TO OTHER,604
CC1310462,2013-12-3 0:00:00,2013-10-31 22:30:00,REPORTED TO OTHER,604
CC1310506,2013-12-3 0:00:00,2013-11-1 22:00:00,REPORTED TO OTHER,364
CC1310545,2013-12-3 0:00:00,2013-11-3 0:30:00,REPORTED TO OTHER,604
CC1310498,2013-12-3 0:00:00,2013-11-2 1:45:00,REPORTED TO OTHER,556
CC1310900,2013-12-3 0:00:00,2013-11-12 22:30:00,REPORTED TO OTHER,483
CC1310466,2013-12-3 0:00:00,2013-11-2 18:05:00,REPORTED TO OTHER,513
CC1310901,2013-12-3 0:00:00,2013-11-13 0:33:00,REPORTED TO OTHER,689
CC1310902,2013-12-3 0:00:00,2013-11-13 0:45:00,REPORTED TO OTHER,689
CC1311050,2013-12-3 0:00:00,2013-11-16 23:05:00,REPORTED TO OTHER,689
AR133370029,2013-12-3 1:34:00,2013-12-3 1:34:00,STUDENT DISCIPLINE,689
II1302335,2013-12-4 9:05:00,2013-9-19 0:00:00,ADMIN. CLOSE,343
CC1310266,2013-12-4 0:00:00,2013-10-27 3:40:00,REPORTED TO OTHER,717
FI133380018,2013-12-4 1:00:00,2013-12-4 1:00:00,STUDENT DISCIPLINE,680
II1302339,2013-12-5 16:45:00,2013-12-5 16:44:00,ARREST,306
II1302340,2013-12-5 17:10:00,2013-12-5 17:10:00,ADMIN. CLOSE,329
CC1311159,2013-12-6 0:00:00,2013-11-19 18:30:00,REPORTED TO OTHER,689
CC1311125,2013-12-6 0:00:00,2013-11-18 7:00:00,REPORTED TO OTHER,604
CC1311423,2013-12-6 0:00:00,2013-11-27 22:28:00,REPORTED TO OTHER,604
CC1311276,2013-12-6 0:00:00,2013-11-20 23:30:00,REPORTED TO OTHER,604
CC1311342,2013-12-6 0:00:00,2013-11-24 0:01:00,REPORTED TO OTHER,604
FI133400047,2013-12-6 2:13:00,2013-12-6 2:13:00,STUDENT DISCIPLINE,642
AR133400033,2013-12-6 1:27:00,2013-12-6 1:27:00,STUDENT DISCIPLINE,689
II1302347,2013-12-7 2:31:00,2013-12-7 2:31:00,ADMIN. CLOSE,595
II1302349,2013-12-7 9:15:00,2013-8-1 8:00:00,ADMIN. CLOSE,410
II1302355,2013-12-7 21:09:00,2013-12-7 21:09:00,ARREST,418
CSA-13-33,2013-12-7 23:53:00,2013-12-6 1:43:00,ADMIN. CLOSED,365
II1302362,2013-12-8 20:46:00,2013-10-8 15:00:00,ARREST,751
FI133420060,2013-12-8 2:39:00,2013-12-8 2:39:00,STUDENT DISCIPLINE,689
FI133420075,2013-12-8 3:59:00,2013-12-8 3:59:00,STUDENT DISCIPLINE,689
FI133420007,2013-12-8 0:09:00,2013-12-8 0:09:00,ADMIN. CLOSED,689
II1302367,2013-12-9 16:25:00,2013-11-19 9:00:00,ADMIN. CLOSE,828
II1302368,2013-12-9 20:16:00,2013-12-9 20:16:00,ARREST,490
II1302365,2013-12-9 10:16:00,2013-12-7 23:45:00,PENDING,382
FI133430027,2013-12-9 2:50:00,2013-12-9 2:50:00,STUDENT DISCIPLINE,401
II1302372,2013-12-10 18:46:00,2013-12-10 18:46:00,ADMIN. CLOSE,851
II1302370,2013-12-10 0:38:00,2013-12-10 0:38:00,ADMIN. CLOSE,851
II1302376,2013-12-11 0:40:00,2013-10-1 0:01:00,ARREST,343
CC1311239,2013-12-11 0:00:00,2013-11-20 10:30:00,REPORTED TO OTHER,604
CC1310293,2013-12-11 0:00:00,2013-10-12 0:00:00,REPORTED TO OTHER,604
CC1311721,2013-12-11 0:00:00,2013-12-8 1:00:00,REPORTED TO OTHER,554
II1302386,2013-12-12 21:29:00,2013-12-12 21:29:00,ADMIN. CLOSE,585
II1302378,2013-12-12 1:14:00,2013-12-12 1:14:00,ARREST,335
CC1311633,2013-12-12 0:00:00,2013-12-5 3:55:00,REPORTED TO OTHER,513
CC1311114,2013-12-12 0:00:00,2013-11-18 16:00:00,REPORTED TO OTHER,717
II1302387,2013-12-13 0:51:00,2013-12-13 0:51:00,ARREST,579
II1302390,2013-12-14 1:36:00,2013-12-14 1:36:00,ARREST,393
II1302394,2013-12-14 16:36:00,2013-12-14 16:36:00,ARREST,306
II1302398,2013-12-15 9:26:00,2013-12-15 9:26:00,ADMIN. CLOSE,306
II1302408,2013-12-16 15:05:00,2013-11-18 0:00:00,PENDING,343
II1302406,2013-12-16 0:52:00,2013-11-6 9:02:00,ADMIN. CLOSE,492
II1302415,2013-12-18 6:25:00,2013-12-17 0:30:00,ADMIN. CLOSE,382
II1302421,2013-12-18 21:53:00,2013-12-18 21:53:00,ADMIN. CLOSE,759
II1302422,2013-12-18 23:19:00,2013-12-18 23:19:00,PENDING,350
UU1306991,2013-12-18 0:00:00,2013-11-28 15:22:00,REPORTED TO OTHER,745
UU1306960,2013-12-18 0:00:00,2013-11-26 9:20:00,REPORTED TO OTHER,302
FI133520042,2013-12-18 3:14:00,2013-12-18 3:14:00,ADMIN. CLOSED,689
II1302431,2013-12-19 16:20:00,2013-12-9 0:15:00,PENDING,714
UU1307361,2013-12-19 0:00:00,2013-12-19 3:15:00,REPORTED TO OTHER,745
UU1307334,2013-12-20 0:00:00,2013-12-17 17:47:00,REPORTED TO OTHER,513
FI133540055,2013-12-20 2:46:00,2013-12-20 2:46:00,ADMIN. CLOSED,680
FI133550043,2013-12-21 1:30:00,2013-12-21 1:30:00,STUDENT DISCIPLINE,689
UU1306841,2013-12-24 0:00:00,2013-11-20 17:25:00,REPORTED TO OTHER,513
UU1306479,2013-12-24 0:00:00,2013-11-1 23:29:00,REPORTED TO OTHER,689
UU1306235,2013-12-24 0:00:00,2013-10-23 22:15:00,REPORTED TO OTHER,698
UU1306813,2013-12-24 0:00:00,2013-11-19 14:59:00,REPORTED TO OTHER,717
UU1306774,2013-12-24 0:00:00,2013-11-17 19:45:00,REPORTED TO OTHER,717
UU1306474,2013-12-24 0:00:00,2013-11-1 21:24:00,REPORTED TO OTHER,698
UU1306694,2013-12-24 0:00:00,2013-11-13 21:10:00,REPORTED TO OTHER,513
UU1306486,2013-12-24 0:00:00,2013-11-1 21:00:00,REPORTED TO OTHER,364
UU1306825,2013-12-24 0:00:00,2013-11-19 20:48:00,REPORTED TO OTHER,698
UU1307390,2013-12-27 0:00:00,2013-12-21 0:25:00,REPORTED TO OTHER,689
CC1212485,2013-12-30 0:00:00,2012-12-15 6:13:00,REPORTED TO OTHER,364
CC1311859,2013-12-31 0:00:00,2013-12-11 20:40:00,REPORTED TO OTHER,302
CC1311761,2013-12-31 0:00:00,2013-12-8 22:00:00,REPORTED TO OTHER,604
CC1311924,2013-12-31 0:00:00,2013-12-14 13:15:00,REPORTED TO OTHER,637
CC1312458,2013-12-31 0:00:00,2013-12-20 0:00:00,REPORTED TO OTHER,364
CC1312456,2013-12-31 0:00:00,2013-12-31 14:40:00,REPORTED TO OTHER,376
CC1312154,2013-12-31 0:00:00,2013-12-2 8:00:00,REPORTED TO OTHER,604
CC1312166,2013-12-31 0:00:00,2013-12-20 15:55:00,REPORTED TO OTHER,604
CC1312080,2013-12-31 0:00:00,2013-12-18 19:30:00,REPORTED TO OTHER,556
CC1311937,2013-12-31 0:00:00,2013-12-15 1:25:00,REPORTED TO OTHER,698
UU1307250,2013-12-31 0:00:00,2013-12-13 0:43:00,REPORTED TO OTHER,302
CC1312150,2013-12-31 0:00:00,2013-12-20 0:15:00,REPORTED TO OTHER,604
CC1312053,2013-12-31 0:00:00,2013-12-18 2:20:00,REPORTED TO OTHER,483
CC1300099,2013-12-31 0:00:00,2013-1-4 23:00:00,REPORTED TO OTHER,698
CC1301788,2013-12-31 0:00:00,2013-3-1 13:10:00,REPORTED TO OTHER,689
CC1303775,2013-12-31 0:00:00,2013-4-30 2:52:00,REPORTED TO OTHER,689
CC1308305,2013-12-31 0:00:00,2013-9-6 23:42:00,REPORTED TO OTHER,689
CC1309475,2013-12-31 0:00:00,2013-10-5 18:49:00,REPORTED TO OTHER,689
CC1310255,2013-12-31 0:00:00,2013-10-27 0:10:00,REPORTED TO OTHER,689
CC1310720,2013-12-31 0:00:00,2013-11-8 0:59:00,REPORTED TO OTHER,698
CC1307385,2013-12-31 0:00:00,2013-8-5 15:00:00,REPORTED TO OTHER,364
CC1307629,2013-12-31 0:00:00,2013-8-18 22:00:00,REPORTED TO OTHER,513
CC1307671,2013-12-31 0:00:00,2013-8-20 20:25:00,REPORTED TO OTHER,483
CC1308521,2013-12-31 0:00:00,2013-9-11 22:08:00,REPORTED TO OTHER,364
CC1312370,2013-12-31 0:00:00,2013-12-28 15:12:00,REPORTED TO OTHER,364
UU1305989,2013-12-31 0:00:00,2013-10-13 19:29:00,REPORTED TO OTHER,313
UU1300603,2013-12-31 0:00:00,2013-2-6 19:40:00,REPORTED TO OTHER,313
II1400001,2014-1-1 3:57:00,2014-1-1 3:57:00,ADMIN. CLOSE,761
FI140010035,2014-1-1 0:45:00,2014-1-1 0:45:00,STUDENT DISCIPLINE,689
II1400005,2014-1-2 0:10:00,2014-1-2 0:10:00,ADMIN. CLOSE,841
