Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,
,,,,,,,,
UU1800992,3/6/2018,0:00,3/2/2018,12:40,800 blk of SPRINGFIELD AV,OBSTRUCTING IDENTIFICATION,REPORTED TO OTHER AGENCY,
,,,,,,,,
UU1800992,3/6/2018,0:00,3/2/2018,12:40,800 blk of SPRINGFIELD AV,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,
,,,,,,,,
UU1801001,3/6/2018,0:00,3/2/2018,21:04,COLER AVE S / ILLINOIS AVE W,LIQUOR-PURCH/POSS/CONSUMP BY,REPORTED TO OTHER AGENCY,
,,,,,,MINORS,,
,,,,,,,,
,,,,,,,,
II1800282,3/7/2018,15:36,2/1/2015,0:01,LITTLEFUSE RESEARCH CENTE,THEFT OVER $500,ARREST,
,,,,,,,,
00735-2018,3/8/2018,14:03,3/6/2018,16:16,TOWNSEND RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
CC1801537,3/8/2018,0:00,2/24/2018,22:52,MURPHYS PUB,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801537,3/8/2018,0:00,2/24/2018,22:52,MURPHYS PUB,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801537,3/8/2018,0:00,2/24/2018,22:52,MURPHYS PUB,DELIVERY OF ALCOHOL/LIQ TO A MINOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801538,3/8/2018,0:00,2/24/2018,23:18,RED LION,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801538,3/8/2018,0:00,2/24/2018,23:18,RED LION,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801538,3/8/2018,0:00,2/24/2018,23:18,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801540,3/8/2018,0:00,2/24/2018,23:47,KAMS,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801540,3/8/2018,0:00,2/24/2018,23:47,KAMS,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801542,3/8/2018,0:00,2/25/2018,0:27,BROTHERS BAR,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801542,3/8/2018,0:00,2/25/2018,0:27,BROTHERS BAR,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801543,3/8/2018,0:00,2/25/2018,0:58,CLYBOURNE BAR,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801543,3/8/2018,0:00,2/25/2018,0:58,CLYBOURNE BAR,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801576,3/8/2018,0:00,11/11/2017,23:30,FIREHAUS,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801804,3/8/2018,0:00,3/4/2018,0:23,RED LION,BATTERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801847,3/8/2018,0:00,3/5/2018,16:00,400 blk of CHALMERS ST,NITROUS OXIDE-POSS/DEL/MANUF,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801852,3/8/2018,0:00,11/17/2017,12:00,2400 blk of CARISBROOKE DR,STALKING,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1800285,3/8/2018,9:17,3/3/2018,10:30,ARMORY,BURGLARY,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1800286,3/8/2018,9:10,3/8/2018,9:10,300 blk of EUREKA ST W,METRO ACTIVATION,ADMIN. CLOSE,
,,,,,,,,
II1800287,3/8/2018,10:58,3/8/2018,10:58,ILLINI UNION,DISORDERLY CONDUCT-ALL OTHER,ARREST,
,,,,,,,,
II1800287,3/8/2018,10:58,3/8/2018,10:58,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
II1800289,3/8/2018,12:57,2/1/2018,8:00,SCOTT RESIDENCE HALL,DECEPTIVE PRACTICES,ADMIN. CLOSE,
,,,,,,,,
II1800290,3/8/2018,17:14,3/8/2018,17:14,ORCHARD DOWNS APARTMENTS,DOMESTIC DISPUTE,PENDING,
,,,,,,,,
II1800292,3/8/2018,22:27,3/8/2018,22:26,UNIVERSITY AVE W / GOODWIN,CANNABIS POSS OVER 10 - 100 G -MISD,ARREST,
,,,,,,,,
CSA18-062,3/9/2018,13:08,12/1/2017,UNKNOWN,RESIDENCE HALL,RAPE/DOMESTIC,ADMIN CLOSED,
,,,,,,,,
CSA18-063,3/9/2018,18:12,2017,UNKNOWN,UNKNOWN LOCATION,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800312,3/9/2018,22:56,3/9/2018,22:56,VAN DOREN RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800313,3/9/2018,23:50,3/9/2018,23:50,VAN DOREN RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
II1800296,3/9/2018,13:47,3/9/2018,13:47,BOUSFIELD RESIDENCE HALL,POSSESSION STOLEN PROPERTY,PENDING,
,,,,,,,,
II1800297,3/9/2018,17:29,2/23/2018,17:36,WILLARD AIRPORT,FRAUD-DECEPTION,PENDING,
,,,,,,,,
II1800297,3/9/2018,17:29,2/23/2018,17:36,WILLARD AIRPORT,THEFT-MOTOR VEHICLE,PENDING,
,,,,,,,,
II1800299,3/9/2018,22:02,3/8/2018,20:00,ARMORY,DECEPTIVE PRACTICES,ARREST,
,,,,,,,,
II1800299,3/9/2018,22:02,3/8/2018,20:00,ARMORY,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
IF1800319,3/10/2018,3:20,3/10/2018,3:20,WASSAJA RESIDENCE HALL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
II1800302,3/10/2018,19:32,3/10/2018,19:32,KENNEY GYM,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
IF1800320,3/11/2018,3:55,3/11/2018,3:55,ALLEN RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
II1800303,3/11/2018,0:38,3/11/2018,0:38,WRIGHT ST S / GREEN ST E,BREATH ALCOHOL OVER LIMIT,ARREST,
,,,,,,,,
II1800303,3/11/2018,0:38,3/11/2018,0:38,WRIGHT ST S / GREEN ST E,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1800304,3/11/2018,8:42,3/11/2018,8:39,CSL,THEFT $500 AND UNDER,ARREST,
,,,,,,,,
II1800304,3/11/2018,8:42,3/11/2018,8:39,CSL,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,
,,,,,,,,
II1800307,3/11/2018,23:37,2/7/2018,0:01,GRAINGER LIBRARY,UNLAWFUL RESTRAINT,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1800307,3/11/2018,23:37,2/7/2018,0:01,GRAINGER LIBRARY,STALKING,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1800308,3/12/2018,2:21,3/12/2018,2:21,700 blk of THIRD ST S,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1800308,3/12/2018,2:21,3/12/2018,2:21,700 blk of THIRD ST S,OBSTRUCTING IDENTIFICATION,ARREST,
,,,,,,,,
II1800308,3/12/2018,2:21,3/12/2018,2:21,700 blk of THIRD ST S,CANNABIS POSS 10 GM OR LESS -ORD,ARREST,
,,,,,,,,
00781-2018,3/13/2018,14:16,3/1/2018,19:10,SCOTT RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00783-2018,3/13/2018,14:17,3/10/2018,22:15,NUGENT RESIDENCE HALL,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
00787-2018,3/13/2018,14:20,3/10/2018,22:50,BLAISDELL RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00790-2018,3/13/2018,14:23,3/11/2018,23:35,WASSAJA RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00795-2018,3/13/2018,14:23,3/8/2018,20:11,SDRP,LARCENY,ADMIN CLOSED,
,,,,,,,,
00806-2018,3/13/2018,14:24,3/12/2018,23:25,SNYDER RESIDENCE HALL,DRUGS,STUDENT DISC REFERRAL,
,,,,,,,,
CC1801766,3/13/2018,0:00,3/2/2018,23:13,300 blk of N NEIL ST,OTHER TROUBLE/INFO RPT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801881,3/13/2018,0:00,3/6/2018,18:57,300 blk of E GREEN ST,ASSIST AGENCY (OTHER),REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801938,3/13/2018,0:00,2/12/2018,12:00,300 blk of E SPRINGFIELD AV,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802052,3/13/2018,0:00,3/13/2018,0:35,EVERGREEN TOBACCO,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802052,3/13/2018,0:00,3/13/2018,0:35,EVERGREEN TOBACCO,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802052,3/13/2018,0:00,3/13/2018,0:35,EVERGREEN TOBACCO,USE OF FORCE BY OFFICER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-064,3/13/2018,9:37,3/10/2018,UNKNOWN,OFF CAMPUS,RAPE,ADMIN CLOSED,
,,,,,,,,
IF1800324,3/13/2018,2:20,3/13/2018,2:20,THIRD/JOHN,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
II1800313,3/13/2018,11:34,2/11/2018,20:37,WILLARD AIRPORT,DECEPTIVE PRACTICES,UNFOUNDED,
,,,,,,,,
II1800313,3/13/2018,11:34,2/11/2018,20:37,WILLARD AIRPORT,THEFT-IDENTITY,UNFOUNDED,
,,,,,,,,
CC1801156,3/14/2018,0:00,9/1/2017,23:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801834,3/14/2018,0:00,11/9/2017,21:00,CLYBOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801840,3/14/2018,0:00,9/21/2017,0:01,CLYBOURNE,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801841,3/14/2018,0:00,10/26/2017,23:00,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
IF1800331,3/14/2018,1:25,3/14/2018,1:25,BOUSFILED RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
II1800319,3/14/2018,13:40,3/7/2018,15:00,FACILITIES AND SERVICES,THEFT-MOTOR VEHICLE,ADMIN. CLOSE,
,,,,,,,,
00814-2018,3/15/2018,12:28,3/13/2018,0:01,OGLESBY RESIDENCE HALL,ARSON,STUDENT DISC REFERRAL,
,,,,,,,,
00833-2018,3/15/2018,12:30,3/14/2018,22:07,LUNDGREN RESIDENCE HALL,DRUGS,ADMIN CLOSED,
,,,,,,,,
00839-2018,3/15/2018,12:31,3/14/2018,15:50,SDRP,LARCENY,ADMIN CLOSED,
,,,,,,,,
CC1800839,3/15/2018,0:00,2/1/2018,0:55,100 blk of CHALMERS ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800892,3/15/2018,0:00,2/2/2018,23:00,CLYBOURNE,THEFT OVER $500,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800912,3/15/2018,0:00,2/3/2018,23:10,blk of CHALMERS ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1800916,3/15/2018,0:00,2/4/2018,2:00,500 blk of BASH CT,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801000,3/15/2018,0:00,2/2/2018,19:00,400 blk of CHALMERS ST,BURGLARY RESIDENTIAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801016,3/15/2018,0:00,2/5/2018,17:00,ILLINI TOWERS,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801311,3/15/2018,0:00,2/17/2018,6:59,PI KAPPA ALPHA,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801358,3/15/2018,0:00,2/18/2018,15:50,400 blk of CHALMERS ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801380,3/15/2018,0:00,2/18/2018,20:50,MR KYOTO,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801508,3/15/2018,0:00,2/24/2018,0:35,ESPRESSO ROYALE,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801544,3/15/2018,0:00,2/25/2018,0:47,400 blk of S SIXTH ST,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801551,3/15/2018,0:00,2/25/2018,4:00,500 blk of S FOURTH ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801551,3/15/2018,0:00,2/25/2018,4:00,500 blk of S FOURTH ST,TRESPASS-RESIDENCE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801584,3/15/2018,0:00,3/2/2018,8:30,400 blk of E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801585,3/15/2018,0:00,3/2/2018,9:30,400 blk of E GREEN ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801585,3/15/2018,0:00,3/2/2018,9:30,400 blk of E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801585,3/15/2018,0:00,3/2/2018,9:30,400 blk of E GREEN ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801586,3/15/2018,0:00,3/2/2018,15:30,400 blk of E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801586,3/15/2018,0:00,3/2/2018,15:30,400 blk of E GREEN ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801587,3/15/2018,0:00,3/2/2018,19:30,400 blk of E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801587,3/15/2018,0:00,3/2/2018,19:30,400 blk of E GREEN ST,PEDESTRIAN STOPS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801676,3/15/2018,0:00,2/28/2018,21:43,CIRCLE K,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801676,3/15/2018,0:00,2/28/2018,21:43,CIRCLE K,POSSESSION STOLEN PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801676,3/15/2018,0:00,2/28/2018,21:43,CIRCLE K,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801730,3/15/2018,0:00,3/2/2018,10:17,blk of E JOHN ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801730,3/15/2018,0:00,3/2/2018,10:17,blk of E JOHN ST,ADULT RESPONSIBILITY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801735,3/15/2018,0:00,3/2/2018,11:51,MURPHYS PUB,ALCOHOL/LIQ SALES INTOX SUBJ OR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801743,3/15/2018,0:00,3/2/2018,14:45,blk of E JOHN ST,ADULT RESPONSIBILITY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801797,3/15/2018,0:00,3/3/2018,21:43,100 blk of E DANIEL ST,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801797,3/15/2018,0:00,3/3/2018,21:43,100 blk of E DANIEL ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801797,3/15/2018,0:00,3/3/2018,21:43,100 blk of E DANIEL ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801934,3/15/2018,0:00,2/5/2018,15:00,900 blk of S FIRST ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA18-066,3/15/2018,12:55,UNKNOWN,UNKNOWN,FRATERNITY,SIMPLE ASSAULT,ADMIN CLOSED,
,,,,,,,,
CSA18-067,3/15/2018,12:56,2/1/2018,UNKNOWN,FRATERNITY,RAPE,ADMIN CLOSED,
,,,,,,,,
CSA18-068,3/15/2018,14:52,3/9/2018,7:29,ON CAMPUS,SEXUAL HARASSMENT,ADMIN CLOSED,
,,,,,,,,
IF1800336,3/15/2018,5:22,3/15/2018,5:22,FLORIDA/LINCOLN,LIQUOR-UNDERAGE,STUDENT DISC REFERRAL,
,,,,,,,,
IF1800337,3/15/2018,22:08,3/15/2018,22:08,HOPKINS RESIDENCE HALL,DOMESTIC DISPUTE,ADMIN CLOSED,
,,,,,,,,
IF1800339,3/16/2018,1:00,3/16/2018,1:00,FOURTH/DANIEL,LIQUOR-UNDERAGE,ADMIN CLOSED,
,,,,,,,,
IF1800343,3/16/2018,0:56,3/16/2018,0:56,616 E GREEN ST,TRESPASS,ADMIN CLOSED,
,,,,,,,,
IF1800345,3/16/2018,14:34,3/16/2018,14:34,PARKING LOT C-16,DISORDERLY CONDUCT,ADMIN CLOSED,
,,,,,,,,
II1800327,3/16/2018,0:40,3/16/2018,0:40,SHERMAN RESIDENCE HALL,CRIMINAL DAMAGE GOVT SUPPORT,ARREST,
,,,,,,PROP,,
,,,,,,,,
,,,,,,,,
UU1800774,3/16/2018,0:00,2/18/2018,0:29,1200 blk of NEVADA ST W,POSS OF CANNABIS,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,DRIVING UNDER THE INFL-ALCOHOL,ARREST,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,BREATH ALCOHOL OVER LIMIT,ARREST,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,CONTROLLED SUBSTANCE-LOOK-ALIKE,ARREST,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,LIQUOR-ILLEGAL POSS. BY MINOR,ARREST,
,,,,,,,,
II1800334,3/17/2018,2:29,3/17/2018,2:29,UNIVERSITY AV E / WRIGHT,CONTROLLED SUBSTANCE-POSSESSION,ARREST,
,,,,,,,,
II1800340,3/17/2018,23:03,3/17/2018,23:00,BROTHERS BAR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1800336,3/18/2018,0:37,3/18/2018,0:37,NEIL ST S / GREEN ST,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1800338,3/18/2018,14:30,3/18/2018,14:30,ELECTRICAL AND COMPUTING,THEFT $500 AND UNDER,ARREST,
,,,,,,,,
II1800344,3/19/2018,14:35,3/19/2018,9:09,BEVIER HALL,STALKING,ARREST,
,,,,,,,,
II1800344,3/19/2018,14:35,3/19/2018,9:09,BEVIER HALL,FALSE POLICE REPORT,ADMIN. CLOSE,
,,,,,,,,
II1800344,3/19/2018,14:35,3/19/2018,9:09,BEVIER HALL,DISORDERLY CONDUCT-ALL OTHER,ARREST,
,,,,,,,,
II1800344,3/19/2018,14:35,3/19/2018,9:09,BEVIER HALL,HARASSMENT BY ELECTRONIC,ADMIN. CLOSE,
,,,,,,COMMUNICAT,,
,,,,,,,,
,,,,,,,,
II1800346,3/20/2018,0:35,3/20/2018,0:35,COORDINATED SCIENCE LAB,THEFT $500 AND UNDER,ARREST,
,,,,,,,,
II1800347,3/20/2018,1:10,3/20/2018,1:10,UNIVERSITY AVE / FOURTH ST,WARRANT-IN STATE,ARREST,
,,,,,,,,
UR1801248,3/20/2018,6:00,3/20/2018,0:12,704 W ELM ST,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,
,,,,,,,,
00861-2018,3/21/2018,10:59,3/16/2018,13:00,PRIVATE APARTMENT,DOMESTIC VIOLENCE,ADMIN CLOSED,
,,,,,,,,
CSA18-070,3/22/2018,15:45,2016,UNKNOWN,ON CAMPUS AND NEAR CAMPUS,RAPE/DOMESTIC,ADMIN CLOSED,
,,,,,,,,
II1800351,3/22/2018,17:21,3/22/2018,17:21,1300 blk of BEECH ST,WARRANT-IN STATE,ARREST,
,,,,,,,,
CSA18-071,3/23/2018,16:32,3/10/2018,UNKNOWN,PRIVATE APARTMENT,RAPE,ADMIN CLOSED,
,,,,,,,,
II1800353,3/23/2018,14:59,3/23/2018,14:59,VINE ST N / MAIN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1800353,3/23/2018,14:59,3/23/2018,14:59,VINE ST N / MAIN,POSSESSION W/INTENT TO DELIVER,ARREST,
,,,,,,,,
LT17-001,3/23/2018,9:01,7/28/17-8/5/17,UNKNOWN,"97 SUMMIT RD, NEWRY, ME",SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
LT17-003,3/23/2018,11:16,5/26/2017,8:03,"1801 N NAPER BLVD, NAPERVILLE, IL",LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
LT17-004,3/23/2018,9:56,6/26/2017,21:05,"1000 PENN AVE, PITTSBURGH, PA",PUBLIC DRUNKENNEESS & TRESPASS,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1800355,3/24/2018,22:49,3/23/2018,19:30,POST I,MISSING PERSON ADULT/MALE,UNFOUNDED,
,,,,,,,,
UU1801310,3/24/2018,0:00,2/15/2018,0:01,1900 blk of CUNNINGHAM AVE,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,
,,,,,,,,
UU1801310,3/24/2018,0:00,2/15/2018,0:01,1900 blk of CUNNINGHAM AVE,STALKING,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801402,3/26/2018,0:00,12/2/2017,0:01,200 blk of E STOUGHTON,OTHER MISC/CPD ORDINANCE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801444,3/26/2018,0:00,12/16/2017,23:00,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801795,3/26/2018,0:00,3/3/2018,20:55,SUPER PARIS CREPES,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801806,3/26/2018,0:00,3/2/2018,14:53,300 blk of E GREEN ST,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801819,3/26/2018,0:00,3/4/2018,0:01,FOURTH / GREEN,THEFT OF LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801845,3/26/2018,0:00,3/5/2018,13:17,300 blk of STOUGHTON ST,THEFT-RETAIL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801878,3/26/2018,0:00,3/5/2018,7:00,600 blk of S SIXTH ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801931,3/26/2018,0:00,3/7/2018,16:30,SUBURBAN EXPRESS,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801947,3/26/2018,0:00,3/9/2018,3:56,500 blk of S THIRD ST,RESIST/OBS CORRECT/POLICE/FIRE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801947,3/26/2018,0:00,3/9/2018,3:56,500 blk of S THIRD ST,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801947,3/26/2018,0:00,3/9/2018,3:56,500 blk of S THIRD ST,POSSESSION STOLEN PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801978,3/26/2018,0:00,3/10/2018,1:54,300 blk of E GREEN ST,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801978,3/26/2018,0:00,3/10/2018,1:54,300 blk of E GREEN ST,IMPROPER PARKING ON ROADWAY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1801980,3/26/2018,0:00,3/10/2018,2:02,200 blk of E GREEN ST,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802022,3/26/2018,0:00,3/10/2018,14:00,THIRD ST / E ARMORY,THEFT-MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802064,3/26/2018,0:00,3/12/2018,19:00,SPOON HOUSE,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802073,3/26/2018,0:00,3/13/2018,16:05,COUNTY MARKET,THEFT-RETAIL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802073,3/26/2018,0:00,3/13/2018,16:05,COUNTY MARKET,FOUND ARTICLES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802081,3/26/2018,0:00,3/14/2018,1:08,ALPHA EPSILON PI,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802091,3/26/2018,0:00,3/12/2018,23:40,300 blk of STOUGHTON ST,THEFT-RETAIL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802096,3/26/2018,0:00,3/14/2018,17:50,COUNTY MARKET,RETAIL THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802097,3/26/2018,0:00,3/5/2018,12:00,200 blk of E GREEN ST,THEFT OVER $500,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802109,3/26/2018,0:00,2/7/2018,8:00,400 blk of E GREEN ST,FORGERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802120,3/26/2018,0:00,3/15/2018,18:00,COUNTY MARKET,SALES OF TOBACCO TO MINORS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802154,3/26/2018,0:00,3/8/2018,12:00,200 blk of GREGORY DR,THEFT $500 AND UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802160,3/26/2018,0:00,3/17/2018,0:25,E JOHN / S THIRD,IMPROPER USE OF SIGNAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802160,3/26/2018,0:00,3/17/2018,0:25,E JOHN / S THIRD,TRAFFIC SIGN VIOLATION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1802160,3/26/2018,0:00,3/17/2018,0:25,E JOHN / S THIRD,DRIVING UNDER REVOKED LICENSE,REPORTED TO OTHER AGENCY,
,,,,,,,,
