Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,
,,,,,,,,
II1600407,3/8/2016,21:17,3/8/2016,21:17,TRELEASE RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600400,3/8/2016,8:45,3/6/2016,23:30,400 blk of HEALEY ST E,DOMESTIC BATTERY/AGG ASSAULT,ARREST,
,,,,,,,,
II1600400,3/8/2016,8:45,3/6/2016,23:30,400 blk of HEALEY ST E,DOMESTIC BATTERY/AGG ASSAULT,ARREST,
,,,,,,,,
II1600407,3/8/2016,21:17,3/8/2016,21:17,TRELEASE RESIDENCE HALL,DRUG PARAPHERNALIA-SALE/DELIVERY,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600403,3/8/2016,14:47,9/1/2004,0:01,900 blk of COLLEGE CT,SEXUAL-ASSAULT-CRIMINAL,ADMIN. CLOSE,
,,,,,,,,
FI160680536,3/8/2016,23:44,3/8/2016,23:44,SIXTH/JOHN,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600414,3/9/2016,21:08,3/9/2016,21:08,UNIVERSITY AVE E / WRIGHT ST S,WARRANT ARREST,ARREST,
,,,,,,,,
II1600416,3/9/2016,21:21,3/9/2016,21:21,TRELEASE RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600413,3/9/2016,17:13,3/9/2016,1:00,OGLESBY RESIDENCE HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1600412,3/9/2016,16:46,3/4/2016,20:00,TRELEASE RESIDENCE HALL,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1600409,3/9/2016,6:57,3/9/2016,5:45,"RANTOUL, IL",ASSIST W/SEARCH WARRANT,ADMIN. CLOSE,
,,,,,,,,
II1600409,3/9/2016,6:57,3/9/2016,5:45,"RANTOUL, IL",ASSIST W/SEARCH WARRANT,ADMIN. CLOSE,
,,,,,,,,
FI160690038,3/9/2016,2:28,3/9/2016,2:28,TOWNSEND RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI160690027,3/9/2016,1:36,3/9/2016,1:36,FIFTH/DANIEL,DRUGS - ILLEGAL TRANSPORTATION OF,ADMIN. CLOSED,
,,,,,,LIQUOR,,
,,,,,,,,
ARI160690077,3/9/2016,7:24,3/9/2016,7:24,SHELDON RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600420,3/10/2016,14:02,3/10/2016,10:00,SILVER MINE SUBS,THEFT-LOST/MISLAID PROPERTY,UNFOUNDED,
,,,,,,,,
II1600422,3/10/2016,18:16,3/10/2016,17:50,BEVIER HALL,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
II1600426,3/10/2016,16:18,3/10/2016,16:18,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1600431,3/11/2016,14:01,3/11/2016,14:01,EVANS RESIDENCE HALL,STALKING/ELECTRONIC HARASSMENT,ADMIN. CLOSE,
,,,,,,,,
II1600952,3/11/2016,9:38,3/11/2016,9:38,1200 blk of MIMOSA,SEARCH WARRANT,ADMIN. CLOSE,
,,,,,,,,
II1600433,3/11/2016,16:17,3/11/2016,16:10,PARKING LOT F-29,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600435,3/11/2016,19:39,3/11/2016,19:39,LINCOLN AV S / NEVADA ST,TRAFFIC OFFENSE,PENDING,
,,,,,,,,
II1600428,3/11/2016,3:34,3/11/2016,3:34,SIXTH ST / LORADO TAFT,RESISTING/OBSTRUCTING,ARREST,
,,,,,,,,
II1600427,3/11/2016,2:08,3/11/2016,2:08,900 blk of FOURTH ST S,WARRANT ARREST,ARREST,
,,,,,,,,
II1600432,3/11/2016,15:35,3/11/2016,15:35,ILLINI GROVE,DISORDERLY,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600433,3/11/2016,16:17,3/11/2016,16:10,PARKING LOT F-29,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI161710015,3/11/2016,0:28,3/11/2016,0:28,THIRD/ARMORY,DOMESTIC VIOLENCE,ADMIN. CLOSED,
,,,,,,,,
AR160710064,3/11/2016,2:26,3/11/2016,2:26,BUSEY-EVANS RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600440,3/12/2016,16:34,3/12/2016,7:00,ARC,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1600439,3/12/2016,15:23,3/11/2016,14:50,BUSEY RESIDENCE HALL,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE,
,,,,,,,,
II1600442,3/12/2016,19:50,3/12/2016,19:50,STOCK PAVILION,TRESPASS-STATE SUPPORTED LAND,ADMIN. CLOSE,
,,,,,,,,
II1600436,3/12/2016,3:26,3/12/2016,3:26,ARMORY E / FIRST ST,LIQUOR-ILLEGAL CONSUMPTION BY MINOR,PENDING,
,,,,,,,,
II1600443,3/12/2016,20:53,3/12/2016,20:53,UNIVERSITY AVE E / SIXTH ST.,THEFT-MOTOR VEHICLE,ARREST,
,,,,,,,,
II1600438,3/12/2016,15:36,3/12/2016,15:36,ACES LIBRARY,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
II1600434,3/12/2016,1:02,3/12/2016,1:02,FIFTH ST / JOHN ST E,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,ARREST,
,,,,,,,,
II1600436,3/12/2016,3:26,3/12/2016,3:26,ARMORY E / FIRST ST,CRIMINAL DAMAGE TO PROPERTY,ARREST,
,,,,,,,,
FI160720001,3/12/2016,0:02,3/12/2016,0:02,609 E JOHN ST,LIQUOR - PUBLIC PROPERTY,ADMIN. CLOSED,
,,,,,,,,
II1600448,3/13/2016,19:23,3/13/2016,10:00,AFRICAN AMERICAN CULTURAL,ASSAULT,PENDING,
,,,,,,,,
II1600444,3/13/2016,1:55,3/13/2016,1:55,DANIEL ST / OAK STREET,DUI,ARREST,
,,,,,,,,
II1600449,3/13/2016,17:06,3/13/2016,13:00,BOUSFIELD RESIDENCE HALL,MURDER-FIRST DEGREE,ARREST,
,,,,,,,,
II1600449,3/13/2016,17:06,3/13/2016,13:00,BOUSFIELD RESIDENCE HALL,ENDANG LIFE/HEALTH OF CHILD,ARREST,
,,,,,,,,
II1600446,3/13/2016,4:14,3/13/2016,4:14,UNIVERSITY AVE W / MATHEWS,DUI,ARREST,
,,,,,,,,
II1600444,3/13/2016,1:55,3/13/2016,1:55,DANIEL ST / OAK STREET,DUI,ARREST,
,,,,,,,,
II1600448,3/13/2016,19:23,3/13/2016,10:00,AFRICAN AMERICAN CULTURAL,DISORDERLY CONDUCT-ALL OTHER,PENDING,
,,,,,,,,
II1600446,3/13/2016,4:14,3/13/2016,4:14,UNIVERSITY AVE W / MATHEWS,DUI,ARREST,
,,,,,,,,
AI160730067,3/13/2016,3:45,3/13/2016,3:45,WESTON RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600451,3/14/2016,15:29,3/14/2016,15:29,ILLINI UNION,TRESPASS,ARREST,
,,,,,,,,
II1600453,3/14/2016,13:16,3/14/2016,12:15,ECE,THEFT OVER $500,ADMIN. CLOSE,
,,,,,,,,
II1600447,3/14/2016,17:57,3/13/2016,17:57,PARKING LOT C-10,DEL/MANUF CANNABIS UNDER 30 G -MISD,ARREST,
,,,,,,,,
II1600456,3/14/2016,21:07,3/14/2016,21:07,PARKING LOT D-15,CONTROLLED SUBSTANCE-MANUF-INTENT,ARREST,
,,,,,,,,
CSA16-008,3/14/2016,0:00,UNKNOWN,UNKNOWN,UNKNOWN FRATERNITY HOUSE,DOMESTIC VIOLENCE,ADMIN CLOSED,
,,,,,,,,
II1600479,3/15/2016,7:00,3/15/2016,7:00,"ARGENTA, IL",EOD CALLOUT,ADMIN. CLOSE,
,,,,,,,,
II1600461,3/15/2016,19:41,3/15/2016,19:41,300 blk of SECOND ST S,WARRANT ARREST,ARREST,
,,,,,,,,
FI160750022,3/15/2016,0:58,3/15/2016,0:58,PARKING LOT E-14,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI160750007,3/15/2016,0:16,3/15/2016,0:16,ALLEN RESD HALL POND,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI160750524,3/15/2016,22:00,3/15/2016,22:00,SHERMAN RESD HALL - OUTSIDE,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CSA16-009,3/15/2016,2:36,UNKNOWN,UNKNOWN,PRIVATE HOUSING,SEX OFFENSE,ADMIN CLOSED,
,,,,,,,,
CC1601692,3/16/2016,0:00,2/26/2016,15:09,blk of CHALMERS ST,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601746,3/16/2016,0:00,2/28/2016,0:01,100 blk of E GREEN ST,ROBBERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600468,3/16/2016,19:06,3/16/2016,18:45,1800 blk of ORCHARD PL,CRIMINAL DAMAGE TO PROPERTY,PENDING,
,,,,,,,,
CC1601045,3/16/2016,0:00,2/9/2016,12:10,URBANA,DRUGS,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600463,3/16/2016,3:31,3/15/2016,4:04,GREEN ST E / FOURTH,RESIST/OBSTRUCT/DISARM AN OFFICER,ARREST,
,,,,,,,,
II1600468,3/16/2016,19:06,3/16/2016,18:45,1800 blk of ORCHARD PL,ARSON,PENDING,
,,,,,,,,
CC1601700,3/16/2016,0:00,2/26/2016,20:50,700 blk of S FIRST ST,ROBBERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600468,3/16/2016,19:06,3/16/2016,18:45,1800 blk of ORCHARD PL,CRIMINAL DAMAGE TO GOVT SUPPORT PROP,PENDING,
,,,,,,,,
II1600467,3/16/2016,18:47,3/16/2016,17:30,CRCE,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
CC1601752,3/16/2016,0:00,2/27/2015,20:00,ILLINOIS TERMINAL,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600466,3/16/2016,18:22,3/16/2016,18:22,GREEN ST E / SECOND ST S,WARRANT ARREST,ARREST,
,,,,,,,,
II1600463,3/16/2016,3:31,3/15/2016,4:04,GREEN ST E / FOURTH,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1600467,3/16/2016,18:47,3/16/2016,17:30,CRCE,CRIMINAL DAMAGE GOVT SUPPORT PROP,PENDING,
,,,,,,,,
CC1601737,3/16/2016,0:00,2/27/2016,16:10,200 blk of E JOHN ST,DESTR/DAMAG/VAND,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600463,3/16/2016,3:31,3/15/2016,4:04,GREEN ST E / FOURTH,ASSIST OTHER GOVT AGENCY/EOD,ADMIN. CLOSE,
,,,,,,,,
II1600493,3/16/2016,9:34,3/4/2016,9:00,IKENBERRY DINING,CRIMINAL DAMAGE GOVT SUPPORT PROP,PENDING,
,,,,,,,,
CC1601670,3/16/2016,0:00,2/25/2016,19:17,100 blk of E GREEN ST,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601779,3/16/2016,0:00,2/26/2016,14:00,SUBWAY,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
W16-0695,3/16/2016,23:26,3/16/2016,23:26,SIXTH/HEALEY,DRUGS,ADMIN. CLOSED,
,,,,,,,,
FI160760439,3/16/2016,21:46,3/16/2016,21:46,PARKING LOT D-8,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1502205,3/17/2016,10:17,3/17/2016,10:17,VINE STREET S / PENNSYLVANIA,DRUG EQUIPMENT-POSSESSION,PENDING,
,,,,,,,,
II1502205,3/17/2016,10:17,3/17/2016,10:17,VINE STREET S / PENNSYLVANIA,DEL/MANUF CANNABIS UNDER 30 G -MISD,ARREST,
,,,,,,,,
CC1601719,3/18/2016,0:00,2/27/2016,2:30,PAPA D'S,SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600475,3/18/2016,11:33,3/17/2016,12:50,NOYES LAB,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1600474,3/18/2016,5:58,3/18/2016,5:58,"CHAMPAIGN, IL",ASSIST W/SEARCH WARRANT,ADMIN. CLOSE,
,,,,,,,,
II1600953,3/18/2016,6:00,3/18/2016,6:00,blk of FOUNTAIN VALLEY,SEARCH WARRANT,ADMIN. CLOSE,
,,,,,,,,
FI160780044,3/18/2016,1:49,3/18/2016,1:49,ALLEN RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI160780050,3/18/2016,2:03,3/18/2016,2:03,ALLEN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CSA16-010,3/18/2016,16:43,3/17/2016,UNKNOWN,UNKNOWN PRIVATE APARTMENT,BATTERY,ADMIN CLOSED,
,,,,,,,,
CSA16-011,3/18/2016,16:50,3/17/2016,UNKNOWN,FOURTH AND GREEN,BATTERY,ADMIN CLOSED,
,,,,,,,,
FI160790033,3/19/2016,1:40,3/19/2016,1:40,CARR RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600482,3/21/2016,19:46,3/20/2016,19:46,GOODWIN AVE / ILLINOIS ST,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1600482,3/21/2016,19:46,3/20/2016,19:46,GOODWIN AVE / ILLINOIS ST,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
II1600485,3/22/2016,16:38,3/22/2016,16:38,200 S MARKET ST,WARRANT ARREST,ARREST,
,,,,,,,,
II1600490,3/23/2016,18:19,3/23/2016,18:19,CIRCLE K,WARRANT ARREST,ARREST,
,,,,,,,,
CC1602417,3/24/2016,0:00,3/17/2016,22:00,700 blk of LOCUST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602418,3/24/2016,0:00,3/17/2016,23:45,300 blk of E GREEN ST,AGGRAVATED ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602365,3/24/2016,0:00,8/15/2015,0:01,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601966,3/24/2016,0:00,3/5/2016,0:01,800 blk of S SECOND ST,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600492,3/24/2016,19:08,3/24/2016,17:35,KCPA,TRESPASS,ARREST,
,,,,,,,,
CC1601713,3/24/2016,0:00,2/27/2016,1:05,FIREHAUS,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602049,3/24/2016,0:00,2/14/2016,13:00,UNIV PL CHRISTIAN CHURCH,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602358,3/24/2016,0:00,3/17/2016,2:01,LOCUST ST / GREEN ST,DUI,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601870,3/24/2016,0:00,3/3/2016,1:30,RED LION,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602215,3/24/2016,0:00,3/12/2016,13:46,MARKET ST / LOGAN ST,DUI,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602400,3/24/2016,0:00,3/17/2016,18:00,400 blk of SPRINGFIELD AV E,DESTR/DAMAG/VAND,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601704,3/24/2016,0:00,2/26/2016,22:40,PAPA D'S,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602390,3/24/2016,0:00,3/17/2016,23:35,S FOURTH ST / E GREEN ST,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601711,3/24/2016,0:00,2/27/2016,0:05,JOES BREWERY,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602412,3/24/2016,0:00,3/17/2016,11:18,300 blk of STOUGHTON ST,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601715,3/24/2016,0:00,2/27/2016,1:30,IT'S BROTHER'S BAR,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601708,3/24/2016,0:00,2/26/2016,23:40,KAMS,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601996,3/24/2016,0:00,3/5/2016,23:30,600 blk of S SIXTH ST,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601946,3/24/2016,0:00,3/5/2016,0:33,RED LION,SIMPLE ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602366,3/24/2016,0:00,1/23/2016,23:30,KAMS BAR,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602423,3/24/2016,0:00,3/18/2016,23:20,500 blk of S RUSSELL,MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602056,3/24/2016,0:00,3/8/2016,14:50,300 blk of E GREEN ST,BATTERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601714,3/24/2016,0:00,2/27/2016,1:00,CLYBOURNE,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601869,3/24/2016,0:00,3/3/2016,1:03,KAMS,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601721,3/24/2016,0:00,2/27/2016,1:45,300 blk of E GREEN ST,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602426,3/24/2016,0:00,3/18/2016,2:15,MCDONALDS,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1602107,3/24/2016,0:00,3/9/2016,17:30,1100 blk of S FOURTH ST,MOTOR VEHICLE THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600491,3/24/2016,16:50,3/24/2016,12:09,ROGER ADAMS LAB,DECEPTIVE PRACTICES,ADMIN. CLOSE,
,,,,,,,,
CC1602399,3/24/2016,0:00,3/18/2016,2:00,GREEN ST,DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI160730444,3/24/2016,21:11,4/30/2016,21:11,ORCHARD DOWNS APT,DOMESTIC VIOLENCE,ADMIN. CLOSED,
,,,,,,,,
UU1600847,3/25/2016,0:00,2/18/2016,19:40,1100 blk of OREGON ST W,WEAPON,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600498,3/25/2016,18:20,3/25/2016,18:20,CIRCLE K GAS STATION,WARRANT ARREST,ARREST,
,,,,,,,,
00222-2016,3/25/2016,8:00,2/11/2016,23:43,BUSEY EVANS MAIN BUILDING,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00324-2016,3/25/2016,8:00,2/12/2016,22:30,ALLEN RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00331-2016,3/25/2016,8:00,2/14/2016,2:45,BABCOCK RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00334-2016,3/25/2016,8:00,2/14/2016,23:30,TOWNSEND RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00395-2016,3/25/2016,8:00,2/20/2016,2:45,ALLEN RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00430-2016,3/25/2016,8:00,2/24/2016,2:15,HOPKINS RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00460-2016,3/25/2016,8:00,2/24/2016,23:40,57 NORTH -SDRP,THEFT,ADMIN CLOSED,
,,,,,,,,
00439-2016,3/25/2016,8:00,2/26/2016,2:33,SAUNDERS RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00461-2016,3/25/2016,8:00,2/26/2016,21:38,57 NORTH -SDRP,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00444-2016,3/25/2016,8:00,2/26/2016,23:35,SCOTT RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00462-2016,3/25/2016,8:00,2/27/2016,15:20,HOUSING DINING CENTERS,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
00448-2016,3/25/2016,8:00,2/27/2016,23:12,TRELEASE RESD HALL,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE,
,,,,,,,,
II1600500,3/26/2016,0:44,3/26/2016,0:44,WRIGHT ST S / GREEN ST,MIP ALCOHOL/LIQUOR,ARREST,
,,,,,,,,
II1600501,3/26/2016,20:31,3/26/2016,20:31,ORCHARD DOWNS RESIDENCE H,DOMESTIC BATTERY,ARREST,
,,,,,,,,
II1600502,3/27/2016,1:45,3/27/2016,1:45,WALNUT ST S / WILLOW,DUI,ARREST,
,,,,,,,,
II1600502,3/27/2016,1:45,3/27/2016,1:45,WALNUT ST S / WILLOW,DUI,ARREST,
,,,,,,,,
II1600510,3/28/2016,19:20,3/28/2016,12:00,PARKING LOT F-29,THEFT OF MOTOR VEH PARTS & ACCESS,ADMIN. CLOSE,
,,,,,,,,
II1600512,3/28/2016,21:41,3/28/2016,21:41,EVANS RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600512,3/28/2016,21:41,3/28/2016,21:41,EVANS RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600511,3/28/2016,21:10,3/28/2016,14:00,FLORIDA AVENUE RESIDENCE,THEFT $500 AND UNDER,ADMIN. CLOSE,
,,,,,,,,
II1600509,3/28/2016,16:34,3/28/2016,16:25,ALTGELD HALL,VERBAL DOMESTIC,PENDING,
,,,,,,,,
II1600513,3/29/2016,2:04,3/29/2016,1:29,VAN DOREN RESIDENCE HALL,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
II1600523,3/29/2016,17:51,3/29/2016,17:00,FLORIDA AVENUE RESIDENCE,DECEPTIVE PRACTICES,ADMIN. CLOSE,
,,,,,,,,
II1600520,3/29/2016,15:36,3/29/2015,15:36,DANIEL ST E / SIXTH ST,FLEEING/ELUDING,PENDING,
,,,,,,,,
II1600520,3/29/2016,15:36,3/29/2015,15:36,DANIEL ST E / SIXTH ST,FLEEING/ELUDING,PENDING,
,,,,,,,,
II1600515,3/29/2016,8:39,3/22/2016,8:00,SPURLOCK MUSEUM,DECEPTIVE PRACTICES,ADMIN. CLOSE,
,,,,,,,,
II1600519,3/29/2016,14:04,3/29/2016,11:50,ACES LIBRARY,STALKING,PENDING,
,,,,,,,,
II1600513,3/29/2016,2:04,3/29/2016,1:29,VAN DOREN RESIDENCE HALL,CRIMINAL DEFACEMENT OF PROPERTY,PENDING,
,,,,,,,,
II1600519,3/29/2016,14:04,3/29/2016,11:50,ACES LIBRARY,STALKING,PENDING,
,,,,,,,,
FI160890038,3/29/2016,2:12,3/29/2016,2:12,303 E GREEN,PUBLIC URINATION,ADMIN. CLOSED,
,,,,,,,,
FI160890030,3/29/2016,1:52,3/29/2016,1:52,303 E GREEN,LIQUOR - UNDERAGE CONSUMPTION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1600525,3/30/2016,0:37,3/30/2016,0:37,THIRD ST S / E CLARK ST,ASSIST CPD,PENDING,
,,,,,,,,
CC1601496,3/30/2016,0:00,2/18/2016,15:20,300 blk of E GREEN ST,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600526,3/30/2016,2:04,3/30/2016,2:04,DANIEL ST E / WRIGHT ST,DUI,ARREST,
,,,,,,,,
II1600528,3/30/2016,17:57,3/30/2016,17:57,ILLINOIS TERMINAL,WARRANT ARREST,ARREST,
,,,,,,,,
II1600524,3/30/2016,0:22,3/30/2016,0:22,1000 blk of LINCOLN AVE S,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1600526,3/30/2016,2:04,3/30/2016,2:04,DANIEL ST E / WRIGHT ST,DUI,ARREST,
,,,,,,,,
II1600524,3/30/2016,0:22,3/30/2016,0:22,1000 blk of LINCOLN AVE S,CONTROLLED SUBSTANCE-POSSESSION,ARREST,
,,,,,,,,
II1600525,3/30/2016,0:37,3/30/2016,0:37,THIRD ST S / E CLARK ST,ASSIST CPD,ADMIN. CLOSE,
,,,,,,,,
II1600524,3/30/2016,0:22,3/30/2016,0:22,1000 blk of LINCOLN AVE S,CANNABIS POSS 30 G AND UNDER - OLD,ARREST,
,,,,,,,,
FI160900410,3/30/2016,21:25,3/30/2016,21:25,410 E GREEN ST,THROW DANGEROUS MATERIALS,ADMIN. CLOSED,
,,,,,,,,
CC1601755,3/31/2016,0:00,10/24/2015,13:00,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601614,3/31/2016,0:00,2/22/2016,8:00,1100 blk of SECOND ST S,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601555,3/31/2016,0:00,11/7/2015,16:00,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601992,3/31/2016,0:00,3/5/2016,22:59,blk of MAIN ST,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601754,3/31/2016,0:00,10/31/2015,23:15,CLYBOURNE BAR,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601633,3/31/2016,0:00,2/24/2016,3:15,100 blk of DANIEL ST E,DRUGS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601705,3/31/2016,0:00,2/26/2016,23:00,RED LION,LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601819,3/31/2016,0:00,3/1/2015,14:09,CIRCLE K,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601656,3/31/2016,0:00,9/26/2015,22:00,JOE'S BREWERY,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601649,3/31/2016,0:00,10/31/2015,21:45,CLYBOURNE,UNLAWFUL USE OF ID,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601876,3/31/2016,0:00,2/27/2016,13:53,SUBWAY,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601817,3/31/2016,0:00,3/1/2016,13:30,500 blk of S THIRD ST,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601487,3/31/2016,0:00,2/18/2016,21:08,400 blk of JOHN ST E,DRUGS,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1600530,3/31/2016,7:58,3/30/2016,16:00,MORRILL HALL,THEFT $500 AND UNDER,PENDING,
,,,,,,,,
CC1601831,3/31/2016,0:00,3/1/2016,10:00,100 blk of S WRIGHT,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1601854,3/31/2016,0:00,3/2/2016,15:20,blk of CHALMERS ST,LARCENY,REPORTED TO OTHER AGENCY,
,,,,,,,,
