Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition;
;;;;;;;;
CC1901379;3/13/2019;0:00;2/24/2019;0:30;RED LION;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901500;3/13/2019;0:00;1/24/2019;23:00;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901502;3/13/2019;0:00;11/25/2018;21:00;LEGENDS BAR;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901504;3/13/2019;0:00;1/28/2018;20:30;LEGENDS;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901542;3/13/2019;0:00;3/1/2019;16:17;700 blk of S LOCUST;LIQUOR-ILLEGAL POSS. BY MINOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901542;3/13/2019;0:00;3/1/2019;16:17;700 blk of S LOCUST;BATTERY-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901542;3/13/2019;0:00;3/1/2019;16:17;700 blk of S LOCUST;PEDESTRIAN STOPS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901542;3/13/2019;0:00;3/1/2019;16:17;700 blk of S LOCUST;USE OF FORCE BY OFFICER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901542;3/13/2019;0:00;3/1/2019;16:17;700 blk of S LOCUST;RESIST/OBS CORRECT/POLICE/FIRE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901708;3/13/2019;0:00;9/21/2018;0:01;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901709;3/13/2019;0:00;12/15/2018;22:00;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901711;3/13/2019;0:00;7/17/2018;22:00;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901716;3/13/2019;0:00;3/1/2019;15:00;300 blk of E JOHN ST;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-056;3/13/2019;10:53;2017;UNKNOWN;ON CAMPUS;STALKING;ADMIN CLOSED;
;;;;;;;;
CSA19-057;3/13/2019;11:14;2/5/2019;13:35;RESIDENCE HALL;STALKING;ADMIN CLOSED;
;;;;;;;;
CSA19-058;3/13/2019;17:45;3/5/2019;UNKNOWN;RESIDENCE HALL;RAPE;ADMIN CLOSED;
;;;;;;;;
CSA19-059;3/13/2019;17:47;3/1/2019;UNKNOWN;FRATERNITY;FONDLING;ADMIN CLOSED;
;;;;;;;;
II1900324;3/13/2019;8:37;3/13/2019;8:35;ILLINI UNION;TRESPASS-STATE SUPPORTED LAND;PENDING;
;;;;;;;;
II1900324;3/13/2019;8:37;3/13/2019;8:35;ILLINI UNION;DOMESTIC DISPUTE;PENDING;
;;;;;;;;
00821-2019;3/14/2019;14:15;3/13/2019;21:20;OGLESBY RESIDENCE HALL;DRUGS;ADMIN CLOSED;
;;;;;;;;
CC1901308;3/14/2019;0:00;2/21/2019;17:45;HOME TOWN PANTRY;SALES OF TOBACCO TO MINORS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901469;3/14/2019;0:00;3/1/2019;19:00;FIRST / CHALMERS;POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901469;3/14/2019;0:00;3/1/2019;19:00;FIRST / CHALMERS;CARRYING ALCOHOL/LIQ OUT OF PREMISE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901469;3/14/2019;0:00;3/1/2019;19:00;FIRST / CHALMERS;PUBLIC URINATION (C);REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901469;3/14/2019;0:00;3/1/2019;19:00;FIRST / CHALMERS;SPECIFIC NOISE PROHIBITED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901535;3/14/2019;0:00;3/1/2019;13:08;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901541;3/14/2019;0:00;3/1/2019;16:21;200 blk of E GREEN ST;DAMAGING PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901541;3/14/2019;0:00;3/1/2019;16:21;200 blk of E GREEN ST;THROW DANGEROUS MATERIALS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901654;3/14/2019;0:00;3/1/2019;23:30;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901672;3/14/2019;0:00;2/24/2019;0:30;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901673;3/14/2019;0:00;3/6/2019;12:51;RED LION;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901704;3/14/2019;0:00;12/13/2018;22:00;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-060;3/14/2019;15:37;3/4/2019;15:32;MAIN LIBRARY;HARASSMENT;ADMIN CLOSED;
;;;;;;;;
CSA19-061;3/14/2019;17:25;3/10/2019;UNKNOWN;UNKNOWN LOCATION;RAPE;ADMIN CLOSED;
;;;;;;;;
II1900336;3/14/2019;14:08;3/14/2019;0:30;UNDERGRADUATE LIBRARY;THEFT OF LOST/MISLAID PROPERTY;ADMIN. CLOSE;
;;;;;;;;
II1900337;3/14/2019;17:09;3/14/2019;16:15;GRAINGER LIBRARY;THEFT OVER $500;ADMIN. CLOSE;
;;;;;;;;
CC1901374;3/15/2019;0:00;2/23/2019;2:00;KAMS;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901376;3/15/2019;0:00;2/23/2019;23:10;JOE'S BREWERY;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901378;3/15/2019;0:00;2/24/2019;0:02;BROTHERS BAR;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901467;3/15/2019;0:00;3/1/2019;8:30;blk of E CHALMERS;POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901468;3/15/2019;0:00;3/1/2019;12:00;400 blk of E GREEN ST;POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901468;3/15/2019;0:00;3/1/2019;12:00;400 blk of E GREEN ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901920;3/15/2019;0:00;3/15/2019;0:30;BROTHERS;MOB ACTION;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901920;3/15/2019;0:00;3/15/2019;0:30;BROTHERS;PEDESTRIAN STOPS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901920;3/15/2019;0:00;3/15/2019;0:30;BROTHERS;BATTERY-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-062;3/15/2019;11:24;FALL 2018;UNKNOWN;FRATERNITY;RAPE;ADMIN CLOSED;
;;;;;;;;
CSA19-063;3/15/2019;12:55;2017;UNKNOWN;UNKNOWN LOCATION;RAPE;ADMIN CLOSED;
;;;;;;;;
II1900338;3/15/2019;12:17;3/13/2019;22:35;GRAINGER LIBRARY;THEFT OVER $500;ADMIN. CLOSE;
;;;;;;;;
II1900341;3/16/2019;2:18;3/16/2019;2:18;SPRINGFIELD AVE / SIXTH ST;DRIVING UNDER THE INFL-ALCOHOL;ARREST;
;;;;;;;;
II1900341;3/16/2019;2:18;3/16/2019;2:18;SPRINGFIELD AVE / SIXTH ST;BREATH ALCOHOL OVER LIMIT;ARREST;
;;;;;;;;
II1900342;3/16/2019;16:56;3/15/2019;21:00;ILLINI UNION;THEFT OF LOST/MISLAID PROPERTY;ADMIN. CLOSE;
;;;;;;;;
II1900343;3/16/2019;22:42;3/16/2019;22:42;UNIVERSITY AVE E / GUARDIAN DR;ILLEGAL TRANSPORTATION OF LIQUOR;ARREST;
;;;;;;;;
II1900343;3/16/2019;22:42;3/16/2019;22:42;UNIVERSITY AVE E / GUARDIAN DR;CANNABIS POSS OVER 10 - 100 G -MISD;ARREST;
;;;;;;;;
UU1901229;3/17/2019;7:00;3/16/2019;11:41;713 W ILLINOIS ST, URBANA;DISORDERLY CONDUCT;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-064;3/18/2019;16:36;UNKNOWN;UNKNOWN;UNKNOWN LOCATION;RAPE;ADMIN CLOSED;
;;;;;;;;
00862-2019;3/19/2019;9:15;3/15/2019;2:30;ALLEN RESIDENCE HALL;LIQUOR-ILLEGAL POSS. BY MINOR;STUDENT DISC REFERRAL;
;;;;;;;;
II1900347;3/19/2019;11:07;3/19/2019;11:05;PARKING LOT B-18;WARRANT-IN STATE;ARREST;
;;;;;;;;
II1900347;3/19/2019;11:07;3/19/2019;11:05;PARKING LOT B-18;TRESPASS-STATE SUPPORTED LAND;ARREST;
;;;;;;;;
CC1901074;3/20/2019;0:00;2/13/2019;1:15;300 blk of E ARMORY AVE;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901714;3/20/2019;0:00;1/27/2019;12:00;300 blk of W GREEN ST;BURGLARY RESIDENTIAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901737;3/20/2019;0:00;3/7/2019;20:35;100 blk of S FIRST ST;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901746;3/20/2019;0:00;3/8/2019;13:57;blk of E UNIVERSITY AV;THEFT OVER $500;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901760;3/20/2019;0:00;3/8/2019;20:30;300 blk of E GREEN ST;DAMAGING PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901762;3/20/2019;0:00;3/9/2019;0:10;300 blk of E DANIEL ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901762;3/20/2019;0:00;3/9/2019;0:10;300 blk of E DANIEL ST;POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901778;3/20/2019;0:00;3/9/2019;23:04;200 blk of E GREEN ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901783;3/20/2019;0:00;3/9/2019;23:47;400 blk of E JOHN ST;TRESPASS-VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901784;3/20/2019;0:00;3/10/2019;0:05;700 blk of S FIFTH ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901786;3/20/2019;0:00;3/10/2019;0:35;600 blk of E GREEN ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901788;3/20/2019;0:00;3/10/2019;1:09;KAMS;BATTERY -CITY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901863;3/20/2019;0:00;3/13/2019;8:35;500 blk of E GREEN ST;TRESPASS TO LAND/REAL PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901885;3/20/2019;0:00;3/13/2019;23:50;blk of E GREEN STREET;SEXUAL-ASSAULT-CRIMINAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901891;3/20/2019;0:00;12/14/2018;22:00;CLYBOURNE'S;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901892;3/20/2019;0:00;3/13/2019;17:40;500 blk of S FIRST ST;BURGLARY FROM MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901893;3/20/2019;0:00;1/18/2019;22:30;700 blk of S FIFTH ST;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902020;3/20/2019;0:00;3/19/2019;21:30;blk of E JOHN ST;ROBBERY-ARMED;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1900352;3/20/2019;12:45;11/30/2018;13:16;ROSATIS PIZZA;FRAUD-CREDIT CARD;ADMIN. CLOSE;
;;;;;;;;
UU1900641;3/20/2019;0:00;2/10/2019;15:00;1200 blk of UNIVERSITY AV W;RESIST/OBS CORRECT/POLICE/FIRE;REPORTED TO OTHER AGENCY;
;;;;;;;;
UU1900641;3/20/2019;0:00;2/10/2019;15:00;1200 blk of UNIVERSITY AV W;THEFT-MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
UU1900641;3/20/2019;0:00;2/10/2019;15:00;1200 blk of UNIVERSITY AV W;NO DRIVERS LICENSE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902044;3/21/2019;0:00;3/20/2019;20:30;500 blk of E UNIVERSITY AV;BATTERY-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902044;3/21/2019;0:00;3/20/2019;20:30;500 blk of E UNIVERSITY AV;SEXUAL ABUSE-CRIMINAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902058;3/22/2019;0:00;3/21/2019;10:50;BURNHAM APTS LEASING;DISORDERLY CONDUCT-ALL OTHER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902090;3/23/2019;0:00;3/22/2019;18:30;100 blk of E SPRINGFIELD AVE;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902090;3/23/2019;0:00;3/22/2019;18:30;100 blk of E SPRINGFIELD AVE;WARRANT-IN STATE;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1900361;3/23/2019;1:11;3/23/2019;1:10;ONE NORTH;WARRANT-IN STATE;ARREST;
;;;;;;;;
II1900361;3/23/2019;1:11;3/23/2019;1:10;ONE NORTH;DEL/MANUF CANNABIS UNDER 10 G -MISD;ARREST;
;;;;;;;;
II1900363;3/23/2019;16:42;3/23/2019;16:41;BONEYARD RETENTION POND;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
II1900364;3/24/2019;2:18;3/24/2019;2:10;SHERMAN RESIDENCE HALL;CRIMINAL DAMAGE GOVT SUPPORT PROP;ADMIN. CLOSE;
;;;;;;;;
CC1901889;3/25/2019;0:00;3/13/2019;23:00;500 blk of S THIRD ST;BURGLARY FROM MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901945;3/25/2019;0:00;3/14/2019;23:30;600 blk of E GREEN ST;POSSESSION STOLEN PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901945;3/25/2019;0:00;3/14/2019;23:30;600 blk of E GREEN ST;THEFT OF LOST/MISLAID PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901996;3/25/2019;0:00;3/17/2019;21:30;HEARTLAND HEALTH CARE;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902133;3/25/2019;0:00;3/24/2019;18:00;600 blk of E GREEN ST;BATTERY-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902133;3/25/2019;0:00;3/24/2019;18:00;600 blk of E GREEN ST;WARRANT-IN STATE;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1900367;3/25/2019;5:10;3/22/2019;15:00;INTERNATIONAL STUDIES BLD;CRIMINAL DAMAGE GOVT SUPPORT PROP;ADMIN. CLOSE;
;;;;;;;;
II1900370;3/25/2019;17:43;3/25/2019;16:53;ILLINI UNION BOOKSTORE;THEFT-RETAIL;PENDING;
;;;;;;;;
CC1901780;3/26/2019;0:00;3/9/2019;23:41;KAMS;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902015;3/26/2019;0:00;2/20/2019;9:00;500 blk of E GREEN ST;THEFT OVER $500;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902048;3/26/2019;0:00;1/17/2019;21:00;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902049;3/26/2019;0:00;1/17/2019;23:00;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-065;3/26/2019;8:33;3/11/2019;14:40;ON CAMPUS;HARASSMENT;ADMIN CLOSED;
;;;;;;;;
UU1901371;3/26/2019;7:00;3/25/2019;1:01;1204 CHURCH ST, URBANA;DOMESTIC BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1901997;3/27/2019;0:00;3/18/2019;14:30;600 blk of E GREEN ST;THEFT OF LOST/MISLAID PROP;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902093;3/27/2019;0:00;3/22/2019;19:45;600 blk of E GREEN ST;ASSAULT-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-067;3/27/2019;19:02;2019;UNKNOWN;UNKNOWN LOCATION;DATING VIOLENCE/AGGRAVATED ASSAULT;ADMIN CLOSED;
;;;;;;;;
II1900376;3/27/2019;10:49;3/26/2019;18:00;IKENBERRY PARKING LOT;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1900378;3/27/2019;12:51;3/27/2019;11:50;HOPKINS RESIDENCE HALL;DISORDERLY CONDUCT-ALL OTHER;PENDING;
;;;;;;;;
II1900378;3/27/2019;12:51;3/27/2019;11:50;HOPKINS RESIDENCE HALL;INTIMIDATION;PENDING;
;;;;;;;;
UU1901393;3/27/2019;7:00;3/26/2019;9:33;106 S LINCOLN AVE, URBANA;BOMB THREAT;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-068;3/28/2019;15:10;3/26/2019;15:00;BABCOCK RESIDENCE HALL;HARASSMENT;ADMIN CLOSED;
;;;;;;;;
II1900380;3/28/2019;3:00;3/28/2019;3:00;SNYDER RESIDENCE HALL;HARASSMENT BY ELECTRONIC COMMUNICAT;ADMIN. CLOSE;
;;;;;;;;
II1900384;3/28/2019;15:32;3/28/2019;2:00;PARKING LOT E-14;RECKLESS CONDUCT;UNFOUNDED;
;;;;;;;;
CC1902238;3/29/2019;0:00;3/29/2019;2:00;200 blk of E GREEN ST;BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-071;3/29/2019;19:06;12/1/2018;UNKNOWN;PRIVATE APARTMENT;DOMESTIC VIOLENCE/STALKING;ADMIN CLOSED;
;;;;;;;;
IF1900341;3/29/2019;2:30;3/29/2019;2:30;BUSEY RESIDENCE HALL;LIQUOR-UNDERAGE;ADMIN CLOSED;
;;;;;;;;
IF1900342;3/29/2019;1:40;3/29/2019;1:40;LUNDGREN RESIDENCE HALL;LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
IF1900354;3/29/2019;23:12;3/29/2019;23:12;THIRD/DANIEL;LIQUOR-UNDERAGE;ADMIN CLOSED;
;;;;;;;;
II1900387;3/29/2019;7:32;3/29/2019;7:32;UNIVERSITY HIGH SCHOOL;DISORDERLY CONDUCT-ALL OTHER;ARREST;
;;;;;;;;
II1900387;3/29/2019;7:32;3/29/2019;7:32;UNIVERSITY HIGH SCHOOL;WARRANT-IN STATE;ARREST;
;;;;;;;;
II1900530;3/29/2019;15:53;3/25/2019;5:00;PARKING DIVISION;OFFICIAL MISCONDUCT;ARREST;
;;;;;;;;
II1900530;3/29/2019;15:53;3/25/2019;5:00;PARKING DIVISION;THEFT OVER $500;ARREST;
;;;;;;;;
CC1902272;3/30/2019;0:00;3/29/2019;22:10;100 blk of W GREEN ST;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
IF1900351;3/30/2019;7:52;3/30/2019;7:52;ALTGELD HALL;HARASSMENT;ADMIN CLOSED;
;;;;;;;;
IF1900358;3/30/2019;1:12;3/30/2019;1:12;ALLEN RESIDENCE HALL;LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
II1900394;3/30/2019;21:23;3/29/2019;18:00;ACTIVITIES AND RECREATION;THEFT OVER $500;ADMIN. CLOSE;
;;;;;;;;
IF1900359;3/31/2019;1:50;3/31/2019;1:50;ALLEN RESIDENCE HALL;LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
IF1900360;3/31/2019;1:37;3/31/2019;1:37;BUSEY RESIDENCE HALL;LIQUOR-UNDERAGE;ADMIN CLOSED;
;;;;;;;;
IF1900361;3/31/2019;2:30;3/31/2019;2:30;BLAISDELL RESIDENCE HALL;LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
UU1901482;3/31/2019;7:00;3/31/2019;2:10;BUSEY AVE/HIGHT ST, URBANA;DOMESTIC BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-072;4/1/2019;9:10;3/28/2019;20:00;ON CAMPUS;HARASSMENT;ADMIN CLOSED;
;;;;;;;;
CSA19-073;4/1/2019;9:19;UNKNOWN;UNKNOWN;PRIVATE RESIDENCE;RAPE;ADMIN CLOSED;
;;;;;;;;
00991-2019;4/2/2019;15:16;3/30/2019;1:00;TRELEASE RESIDENCE HALL;LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
00993-2019;4/2/2019;15:18;3/30/2019;18:33;SCOTT RESIDENCE HALL;LIQUOR-UNDERAGE;ADMIN CLOSED;
;;;;;;;;
CC1902159;4/2/2019;0:00;3/25/2019;22:00;100 blk of E HEALEY ST;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902180;4/2/2019;0:00;3/26/2019;18:50;THIRD / DANIEL;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902180;4/2/2019;0:00;3/26/2019;18:50;THIRD / DANIEL;ROBBERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902200;4/2/2019;0:00;3/17/2019;0:01;300 blk of E GREEN ST;BURGLARY RESIDENTIAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902202;4/2/2019;0:00;3/23/2019;12:00;700 blk of S THIRD ST;DECEPTIVE PRACTICES;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902354;4/2/2019;0:00;4/1/2019;23:10;900 blk of S THIRD ST;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1900397;4/2/2019;13:08;4/2/2019;13:08;ALLEN RESIDENCE HALL;BATTERY-DOMESTIC;ARREST;
;;;;;;;;
II1900399;4/2/2019;16:23;3/29/2019;14:37;SNYDER RESIDENCE HALL;DISORDERLY CONDUCT-ALL OTHER;PENDING;
;;;;;;;;
UU1901484;4/2/2019;0:00;3/31/2019;3:57;900 blk of WESTERN AV;NOISE PROHIBITION;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902216;4/3/2019;0:00;3/26/2019;18:30;600 blk of E DANIEL;THEFT OF LOST/MISLAID PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902216;4/3/2019;0:00;3/26/2019;18:30;600 blk of E DANIEL;FRAUD-CREDIT CARD;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902228;4/3/2019;0:00;3/28/2019;17:00;SPRINGFIELD / FIRST;ROBBERY-ARMED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902369;4/3/2019;7:00;4/2/2019;12:11;CIRCLE K - UNIVERISTY, CHAMPAIGN;ROBBERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902383;4/3/2019;7:00;4/2/2019;20:38;210 E WHITE ST, CHAMPAIGN;DOMESTIC BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-075;4/3/2019;12:55;3/26/2019;11:06;LOOMIS LAB;FONDLING;ADMIN CLOSED;
;;;;;;;;
CSA19-076;4/3/2019;17:00;2018;UNKNOWN;ON CAMPUS;FONDLING;ADMIN CLOSED;
;;;;;;;;
II1900403;4/3/2019;1:39;4/3/2019;1:39;RED LION;BATTERY -CITY;ARREST;
;;;;;;;;
II1900403;4/3/2019;1:39;4/3/2019;1:39;RED LION;RESISTING/OBSTR. OFFICER;ARREST;
;;;;;;;;
II1900404;4/3/2019;2:57;4/3/2019;2:00;FIRST ST / GREEN ST;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
II1900405;4/3/2019;17:09;4/3/2019;12:00;ARMORY;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1900407;4/3/2019;21:47;3/27/2019;10:41;1100 blk of MAIN ST W;ASSIST OTHER POLICE DEPT;REFERRED TO OTHER JURISDICTION;
;;;;;;;;
II1900407;4/3/2019;21:47;3/27/2019;10:41;1100 blk of MAIN ST W;DECEPTIVE PRACTICES;REFERRED TO OTHER JURISDICTION;
;;;;;;;;
II1900408;4/3/2019;22:42;4/3/2019;22:42;GREEN ST / NEIL ST;WARRANT-IN STATE;ARREST;
;;;;;;;;
01078-2019;4/4/2019;14:28;4/3/2019;23:51;SNYDER RESIDENCE HALL;POSSESSION OF DRUG PARAPHERNALIA;STUDENT DISC REFERRAL;
;;;;;;;;
CSA19-077;4/4/2019;17:32;3/19/2019;UNKNOWN;ON CAMPUS;STALKING;ADMIN CLOSED;
;;;;;;;;
II1900409;4/4/2019;11:07;3/14/2019;14:00;SCOTT RESIDENCE HALL;THEFT OF LOST/MISLAID PROPERTY;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
LT18-001;4/4/2019;15:30;4/5/2018;21:36;EMBASSY SUITES, 2410 UNIVERSITY;PUBLIC INTOXICATION;REPORTED TO OTHER AGENCY;
;;;;;BLVD, TUSCALOOSA, AL;;;
;;;;;;;;
;;;;;;;;
UU1901558;4/4/2019;7:00;4/3/2019;14:10;101 N BUSEY AVE, URBANA;DOMESTIC BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902378;4/5/2019;0:00;3/30/2019;1:40;200 blk of E GREEN ST;FRAUD-CREDIT CARD;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902378;4/5/2019;0:00;3/30/2019;1:40;200 blk of E GREEN ST;THEFT OF LOST/MISLAID PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902441;4/5/2019;0:00;4/4/2019;19:54;300 blk of E JOHN ST;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1902443;4/5/2019;7:00;4/4/2019;20:43;CIRCLE K - UNIVERISTY, CHAMPAIGN;DISORDERLY CONDUCT;REPORTED TO OTHER AGENCY;
;;;;;;;;
CSA19-078;4/5/2019;9:38;4/1/2019;UNKNOWN;RESIDENCE HALL;STALKING;ADMIN CLOSED;
;;;;;;;;
CSA19-079;4/5/2019;16:51;5/30/2018;UNKNOWN;PRIVATE APARTMENT;RAPE;ADMIN CLOSED;
;;;;;;;;
II1900411;4/5/2019;11:58;12/2/2018;0:10;BROMLEY HALL;ASSIST OTHER POLICE DEPT;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1900411;4/5/2019;11:58;12/2/2018;0:10;BROMLEY HALL;BATTERY-DOMESTIC;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1900411;4/5/2019;11:58;12/2/2018;0:10;BROMLEY HALL;UNAUTHORIZED VIDEOTAPING/LIVE VIDEO;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1900412;4/5/2019;20:43;4/5/2019;20:43;FIRST / KIRBY;BATTERY-DOMESTIC;ARREST;
