Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition;
;;;;;;;;
CC1701503;3/30/2017;0:00;2/18/2017;22:37;900 blk of S SECOND ST;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1701568;3/30/2017;0:00;3/3/2017;9:30;300 blk of E GREEN ST;FIELD INTERVIEW;REPORTED TO OTHER AGENCY;
;;;;;;;;
IF1700467;3/30/2017;23:50;3/30/2017;23:50;NATIVE AMERICAN HOUSE;LIQUOR - UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
II1700413;3/31/2017;12:23;3/31/2017;12:23;ILLINOIS E / VINE;BATTERY-DOMESTIC;ARREST;
;;;;;;;;
II1700418;3/31/2017;18:28;3/27/2017;9:00;PARKING LOT E-14;THEFT-MOTOR VEHICLE;UNFOUNDED;
;;;;;;;;
II1700419;3/31/2017;22:05;3/31/2017;22:05;ARC;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700413;3/31/2017;12:23;3/31/2017;12:23;ILLINOIS E / VINE;BATTERY;PENDING;
;;;;;;;;
II1700420;3/31/2017;17:36;3/31/2017;17:36;1300 blk of DUBLIN ST;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
II1700413;3/31/2017;12:23;3/31/2017;12:23;ILLINOIS E / VINE;CRIMINAL DAMAGE TO PROPERTY;ARREST;
;;;;;;;;
II1700418;3/31/2017;18:28;3/27/2017;9:00;PARKING LOT E-14;BURGLARY MOTOR VEH PARTS & ACCESS;UNFOUNDED;
;;;;;;;;
IF1700480;3/31/2017;23:38;3/31/2017;23:38;OUTSIDE KAM'S;BATTERY;ADMIN CLOSED;
;;;;;;;;
00732-2017;3/31/2017;10:00;3/28/2017;1:00;ALLEN RES HALL;LIQUOR-UNDERAGE;STUDENT DISCIPLINE;
;;;;;;;;
00775-2017;3/31/2017;9:57;3/30/2017;22:30;TAFT RES HALL;DRUGS;ADMIN CLOSED;
;;;;;;;;
00777-2017;3/31/2017;9:47;3/30/2017;22:30;OGLESBY RES HALL;LIQUOR-UNDERAGE;STUDENT DISCIPLINE;
;;;;;;;;
00778-2017;3/31/2017;9:46;3/31/2017;2:00;SCOTT RES HALL;LIQUOR-UNDERAGE;STUDENT DISCIPLINE;
;;;;;;;;
00782-2017;3/31/2017;11:04;3/17/2017;18:35;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
00783-2017;3/31/2017;11:03;3/17/2017;23:45;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
00784-2017;3/31/2017;11:02;3/17/2017;23:47;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
IT1700215;4/1/2017;23:19;4/1/2017;23:19;VAN DOREN RESIDENCE HALL;POSS OF DRUG PARAPHERNALIA -ORD;ARREST;
;;;;;;;;
IT1700215;4/1/2017;23:19;4/1/2017;23:19;VAN DOREN RESIDENCE HALL;CANNABIS POSS 10 GM OR LESS -ORD;ARREST;
;;;;;;;;
IF1700478;4/1/2017;1:41;4/1/2017;1:41;WASSAJA RESIDENCE HALL;LIQUOR - UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700485;4/1/2017;22:46;4/1/2017;22:46;SNYDER RESIDENCE HALL;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700489;4/1/2017;22:51;4/1/2017;22:51;KAM'S;LARCENY;ADMIN CLOSED;
;;;;;;;;
IT1700193;4/2/2017;0:30;4/2/2017;0:30;TOWNSEND RESIDENCE HALL;POSS OF DRUG PARAPHERNALIA -ORD;ARREST;
;;;;;;;;
LT16-011;4/2/2017;8:00;10/7/2016;UNKNOWN;"21850 OXNARD ST; WOODLAND HILLS,";AGGRAVATED ASSAULT;REPORTED TO OTHER AGENCY;
;;;;;CA;;;
IF1700488;4/2/2017;2:37;4/2/2017;2:37;200 GREEN ST E;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
00796-2017;4/2/2017;22:40;4/1/2017;3:25;WESTON RES HALL;LIQUOR-UNDERAGE;STUDENT DISCIPLINE;
;;;;;;;;
CC1701569;4/3/2017;0:00;3/3/2017;8:00;500 blk of E DANIEL ST;OTHER TROUBLE/INFO RPT;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702670;4/3/2017;0:00;2/16/2017;12:00;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702291;4/3/2017;0:00;9/11/2016;1:00;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702471;4/3/2017;0:00;12/2/2016;21:00;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702292;4/3/2017;0:00;10/8/2016;21:00;JOES BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1701569;4/3/2017;0:00;3/3/2017;8:00;500 blk of E DANIEL ST;POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702674;4/3/2017;0:00;2/17/2017;22:30;700 blk of FIFTH ST S;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1701569;4/3/2017;0:00;3/3/2017;8:00;500 blk of E DANIEL ST;MIP ALCOHOL/LIQUOR;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702556;4/3/2017;0:00;2/25/2017;21:30;E GREEN / THIRD;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702289;4/3/2017;0:00;10/8/2016;21:00;KAMS;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702673;4/3/2017;0:00;2/11/2017;20:30;JOES BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702290;4/3/2017;0:00;12/3/2016;23:30;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702281;4/3/2017;0:00;11/13/2016;0:01;RED LION;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1701569;4/3/2017;0:00;3/3/2017;8:00;500 blk of E DANIEL ST;PEDESTRIAN STOPS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702651;4/3/2017;0:00;3/28/2017;14:00;U S POST OFFICE;FORGERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702695;4/3/2017;0:00;3/31/2017;0:34;300 blk of E ARMORY AV;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702669;4/3/2017;0:00;2/24/2017;22:30;CLYBOURNES;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702557;4/3/2017;0:00;8/26/2016;0:30;200 blk of E GREEN ST;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1701248;4/3/2017;0:00;2/10/2017;14:45;600 blk of E DANIEL ST;BATTERY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702282;4/3/2017;0:00;10/8/2016;22:30;JOES BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702676;4/3/2017;0:00;10/7/2016;23:00;KAMS;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
IF1700494;4/3/2017;21:57;4/3/2017;21:57;HOPKINS RESIDENCE HALL;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
00804-2017;4/3/2017;16:15;4/1/2017;14:05;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
00806-2017;4/3/2017;16:12;4/2/2017;14:10;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
CSA17-57;4/3/2017;8:13;01/01-31/2017;UNKNOWN;PRIVATE APARTMENT;RAPE;ADMIN CLOSED;
;;;;;;;;
IT1700196;4/4/2017;21:40;4/4/2017;21:40;SHERMAN RESIDENCE HALL;CANNABIS POSS 10 GM OR LESS -ORD;ARREST;
;;;;;;;;
UU1701294;4/4/2017;0:00;3/21/2017;14:21;800 blk of OREGON ST W;PROPERTY FORFEITURE-MAINTAIN PUBLIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
UU1701294;4/4/2017;0:00;3/21/2017;14:21;800 blk of OREGON ST W;POSS DRUG PARAPHERNALIA;REPORTED TO OTHER AGENCY;
;;;;;;;;
UU1701294;4/4/2017;0:00;3/21/2017;14:21;800 blk of OREGON ST W;CANNABIS PLANT;REPORTED TO OTHER AGENCY;
;;;;;;;;
IT1700196;4/4/2017;21:40;4/4/2017;21:40;SHERMAN RESIDENCE HALL;POSS OF DRUG PARAPHERNALIA -ORD;ARREST;
;;;;;;;;
II1700434;4/4/2017;21:55;4/4/2017;21:54;600 blk of JOHN ST E;BREATH ALCOHOL OVER LIMIT;ARREST;
;;;;;;;;
II1700434;4/4/2017;21:55;4/4/2017;21:54;600 blk of JOHN ST E;DRIVING UNDER THE INFL-ALCOHOL;ARREST;
;;;;;;;;
II1700433;4/4/2017;16:25;4/3/2017;16:00;NOYES LAB;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
IT1700197;4/4/2017;23:35;4/4/2017;23:35;WESTON RESIDENCE HALL;CANNABIS POSS 10 GM OR LESS -ORD;ARREST;
;;;;;;;;
II1700444;4/5/2017;18:20;4/5/2017;18:20;BABCOCK RESIDENCE HALL;HARASSMENT BY ELECTRONIC COMMUNICAT;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1700440;4/5/2017;1:04;4/5/2017;1:04;FOURTH ST / PENNSYLVANIA;WARRANT-IN STATE;ARREST;
;;;;;;;;
II1700443;4/5/2017;13:57;4/5/2017;13:45;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST;
;;;;;;;;
IF1700505;4/5/2017;20:57;4/5/2017;20:57;PARKING LOT D-5;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700507;4/5/2017;23:11;4/5/2017;23:11;FOURTH/JOHN;LIQUOR - PUBLIC POSSESSION;ADMIN CLOSED;
;;;;;;;;
II1700450;4/6/2017;22:21;4/5/2017;23:45;ARC;THEFT OVER $500;ADMIN. CLOSE;
;;;;;;;;
II1700449;4/6/2017;12:19;4/6/2017;12:19;URBANA;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
II1700447;4/6/2017;10:08;4/6/2017;6:00;MEMORIAL STADIUM;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700451;4/6/2017;10:23;4/6/2017;9:00;GREGORY HALL;DISORDERLY CONDUCT-ALL OTHER;ADMIN. CLOSE;
;;;;;;;;
IF1700508;4/6/2017;4:00;4/6/2017;4:00;PERKINS RESTAURANT;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
00841-2017;4/6/2017;11:13;4/5/2017;1:05;NEWMAN RES HALL;DRUGS;STUDENT DISCIPLINE;
;;;;;;;;
CSA17-58;4/6/2017;7:41;5/3/2017;UNKNOWN;PRIVATE APARTMENT;RAPE;ADMIN CLOSED;
;;;;;;;;
CSA17-59;4/6/2017;9:02;3/25/2017;UNKNOWN;PRIVATE HOME IN CHAMPAIGN;AGG ASSAULT;ADMIN CLOSED;
;;;;;;;;
CSA17-60;4/6/2017;16:25;1/1/2015;UNKNOWN;UNKNOWN PARK;RAPE;ADMIN CLOSED;
;;;;;;;;
II1700455;4/7/2017;16:15;4/7/2017;16:15;SNYDER RESIDENCE HALL;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
LT16-012;4/7/2017;7:49;12/14/2016;UNKNOWN;14509 UNIVERSITY RD, SHABBONA, IL;MOTOR VEHICLE THEFT;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1700464;4/8/2017;22:01;4/8/2017;22:01;LEONARD RESIDENCE HALL;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700463;4/8/2017;20:20;3/5/2017;0:00;ORCHARD DOWNS RESIDENCE H;DECEPTIVE PRACTICES;ADMIN. CLOSE;
;;;;;;;;
II1700460;4/8/2017;17:20;4/8/2017;15:20;ILLINI UNION;THEFT-RETAIL;ADMIN. CLOSE;
;;;;;;;;
IF1700514;4/8/2017;2:46;4/8/2017;2:46;408 E PEABODY;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700519;4/8/2017;23:44;4/8/2017;23:44;OGLESBY RESIDENCE HALL;DRUGS/LIQUOR-UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
II1700468;4/9/2017;2:00;4/9/2017;2:00;SECOND ST S / JOHN ST;OBSTRUCTING IDENTIFICATION;ARREST;
;;;;;;;;
II1700471;4/9/2017;9:05;4/8/2017;23:30;I-HOTEL PARKING LOT;BURGLARY FROM MOTOR VEHICLE;ADMIN. CLOSE;
;;;;;;;;
II1700473;4/9/2017;20:10;4/9/2017;19:00;SOCCER FIELDS;THEFT OVER $500;ADMIN. CLOSE;
;;;;;;;;
II1700468;4/9/2017;2:00;4/9/2017;2:00;SECOND ST S / JOHN ST;DEL/MANUF CANNABIS UNDER 30 G -MISD;ARREST;
;;;;;;;;
II1700468;4/9/2017;2:00;4/9/2017;2:00;SECOND ST S / JOHN ST;WARRANT-IN STATE;ARREST;
;;;;;;;;
IF1700527;4/9/2017;1:17;4/9/2017;1:17;FIFTH/JOHN;DOMESTIC DISPUTE;ADMIN CLOSED;
;;;;;;;;
LT16-013;4/10/2017;11:00;07/03-05-2016;UNKNOWN;3285 PEACHTREE RD, ATLANTA, GA;MOTOR VEHICLE THEFT;REPORTED TO OTHER AGENCY;
;;;;;;;;
IF1700521;4/10/2017;1:10;4/10/2017;1:10;ARBOR / ARMORY;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
II1700480;4/11/2017;15:10;12/10/2016;2:00;1200 blk of FOURTH ST S;SEXUAL-ASSAULT-CRIMINAL;CLEARED EXCEPT. PROS. FAIL TO;
;;;;;;;;
CC1702882;4/11/2017;0:00;4/6/2017;0:07;600 blk of W COLUMBIA AV;BATTERY-DOMESTIC;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702835;4/11/2017;0:00;3/31/2017;23:00;400 blk of E HEALEY ST;SEXUAL-ASSAULT-CRIMINAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702733;4/11/2017;0:00;10/14/2016;22:00;CLYBOURNE;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702870;4/11/2017;0:00;4/4/2017;22:00;400 blk of E HEALEY ST;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702852;4/11/2017;0:00;4/4/2017;18:30;COUNTY MARKET;THEFT $500 AND UNDER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702892;4/11/2017;0:00;3/6/2017;15:00;300 blk of CHALMERS ST;FRAUD-CREDIT CARD;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702734;4/11/2017;0:00;1/1/2017;0:01;JOE'S BREWERY;UNLAWFUL USE OF I.D.;REPORTED TO OTHER AGENCY;
;;;;;;;;
00885-2017;4/11/2017;22:33;4/11/2017;2:30;ALLEN RES HALL;LIQUOR-UNDERAGE;STUDENT DISCIPLINE;
;;;;;;;;
CSA17-61;4/11/2017;8:06;3/3/2017;UNKNOWN;PRIVATE APARTMENT;RAPE;ADMIN CLOSED;
;;;;;;;;
CSA17-62;4/11/2017;8:49;12/10/2016;UNKNOWN;UNKNOWN RESIDENCE HALL;RAPE;ADMIN CLOSED;
;;;;;;;;
II1700482;4/12/2017;0:02;4/11/2017;23:00;600 blk of GOODWIN AV S;THEFT OF LOST/MISLAID PROPERTY;ADMIN. CLOSE;
;;;;;;;;
II1700485;4/12/2017;16:21;4/12/2017;16:21;WARDALL RESIDENCE HALL;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
IF1700531;4/12/2017;11:25;4/12/2017;11:25;PARKING LOT D-10;DRUGS;ADMIN CLOSED;
;;;;;;;;
IF1700544;4/12/2017;23:58;4/12/2017;23:58;OGLESBY RESIDENCE HALL;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
II1700502;4/13/2017;22:11;4/13/2017;21:50;STATE FARM CENTER;BATTERY-DOMESTIC;ARREST;
;;;;;;;;
II1700493;4/13/2017;6:20;4/12/2017;6:00;ALTGELD HALL;CRIMINAL DAMAGE GOVT SUPPORT PROP;ADMIN. CLOSE;
;;;;;;;;
II1700501;4/13/2017;20:15;4/13/2017;20:15;STATE FARM CENTER;PUBLIC URINATION (C);ARREST;
;;;;;;;;
IF1700537;4/13/2017;17:42;4/13/2017;17:42;STATE FARM CENTER;SIMPLE BATTERY;ADMIN CLOSED;
;;;;;;;;
IF1700538;4/13/2017;19:30;4/13/2017;19:30;STATE FARM CENTER;SIMPLE BATTERY;ADMIN CLOSED;
;;;;;;;;
IF1700540;4/13/2017;19:30;4/13/2017;19:30;STATE FARM CENTER;DRUGS;ADMIN CLOSED;
;;;;;;;;
IF1700558;4/13/2017;21:25;4/13/2017;21:25;STATE FARM CENTER;DRUGS;ADMIN CLOSED;
;;;;;;;;
IF1700560;4/13/2017;21:58;4/13/2017;21:58;STATE FARM CENTER;SIMPLE BATTERY;ADMIN CLOSED;
;;;;;;;;
00896-2017;4/13/2017;12:45;4/12/2017;11:30;CAMPUS BAR;LIQUOR-UNDERAGE;ADMIN CLOSED;
;;;;;;;;
CC1702918;4/14/2017;0:00;4/7/2017;2:30;MCDONALDS;BATTERY-AGGRAVATED;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702937;4/14/2017;0:00;4/7/2017;1:00;600 blk of S THIRD ST;SEXUAL-ASSAULT-CRIMINAL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702980;4/14/2017;0:00;4/8/2017;22:22;200 blk of E GREEN ST;TRESPASSING;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702997;4/14/2017;0:00;2/22/2017;21:00;100 blk of CHALMERS ST;THEFT OVER $500;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;RECKLESS DRIVING;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703054;4/14/2017;0:00;4/10/2017;20:35;blk of E ARMORY AV;THEFT-MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;UNLAWFUL USE OF WEAPONS;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702996;4/14/2017;0:00;4/9/2017;1:00;RED LION;THEFT OF LOST/MISLAID PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702950;4/14/2017;0:00;4/7/2017;12:55;RED LION;BATTERY -CITY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702996;4/14/2017;0:00;4/9/2017;1:00;RED LION;FRAUD-CREDIT CARD;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;TRAFFIC SIGN VIOLATION;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;POSSESSION W/INTENT TO DELIVER;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702570;4/14/2017;0:00;3/26/2017;22:30;500 blk of E CLARK ST;BURGLARY FROM MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;DEL/MANUF CANNABIS OVER 30 G -FEL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703039;4/14/2017;0:00;4/7/2017;17:00;100 blk of E DANIEL ST;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;ACCIDENT W/NON-VEH PROP DAMAGE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1702980;4/14/2017;0:00;4/8/2017;22:22;200 blk of E GREEN ST;PEDESTRIAN STOPS;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1700506;4/14/2017;16:57;4/14/2017;15:45;BABCOCK RESIDENCE HALL;STALKING;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1700505;4/14/2017;10:02;4/4/2017;0:01;J. GUMBO'S;FRAUD-DECEPTION;PENDING;
;;;;;;;;
CC1702917;4/14/2017;0:00;4/7/2017;1:30;300 blk of E JOHN ST;CRIMINAL DAMAGE TO PROPERTY;REPORTED TO OTHER AGENCY;
;;;;;;;;
II1700505;4/14/2017;10:02;4/4/2017;0:01;J. GUMBO'S;THEFT OVER $500;PENDING;
;;;;;;;;
CC1702942;4/14/2017;0:00;4/7/2017;20:00;WALGREENS;THEFT-RETAIL;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;ARMED VIOLENCE;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703075;4/14/2017;0:00;4/11/2017;17:17;THIRD / SPRINGFIELD;ACCIDENT INVOLVING INJURY;REPORTED TO OTHER AGENCY;
;;;;;;;;
CC1703065;4/14/2017;0:00;4/11/2017;14:31;blk of CHALMERS ST;BURGLARY FROM MOTOR VEHICLE;REPORTED TO OTHER AGENCY;
;;;;;;;;
LT16-014;4/14/2017;8:00;6/10/2016;UNKNOWN;1075 S SHILOH DRIVE, FAYETTEVILLE,;BURGALRY;REPORTED TO OTHER AGENCY;
;;;;;AR;;;
;;;;;;;;
;;;;;;;;
LT16-015;4/14/2017;8:00;6/11/2016;UNKNOWN;1000 S FURTALL DRIVE, FAYETTEVILLE,;DOMESTIC BATTERY;REPORTED TO OTHER AGENCY;
;;;;;AR;;;
;;;;;;;;
IF1700539;4/14/2017;0:47;4/14/2017;0:47;1000 COLLEGE CT;LIQUOR - UNDERAGE;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700542;4/14/2017;9:37;4/14/2017;9:37;FOURTH/GREEN;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
II1700507;4/15/2017;2:08;4/15/2017;2:08;DANIEL STREET / WRIGHT STREET;DRIVING UNDER THE INFL-ALCOHOL;ARREST;
;;;;;;;;
II1700510;4/15/2017;16:55;4/15/2017;16:45;ILLINOIS STREET RESIDENCE;THEFT-LABOR OR SERVICES;STUDENT DISCIPLINE REFERRAL;
;;;;;;;;
II1700508;4/15/2017;3:14;4/15/2017;3:02;GOODWIN S / GREEN;BATTERY-AGGRAVATED;ARREST;
;;;;;;;;
II1700507;4/15/2017;2:08;4/15/2017;2:08;DANIEL STREET / WRIGHT STREET;BREATH ALCOHOL OVER LIMIT;ARREST;
;;;;;;;;
IF1700546;4/15/2017;2:55;4/15/2017;2:55;TOWNSEND RESIDENCE HALL;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
IF1700551;4/15/2017;14:45;4/15/2017;14:45;ILLNI UNION BOOKSTORE;LARCENY;ADMIN CLOSED;
;;;;;;;;
IF1700552;4/15/2017;23:54;4/15/2017;23:54;WOHLERS HALL;DOMESTIC DISPUTE;ADMIN CLOSED;
;;;;;;;;
II1700516;4/16/2017;10:45;4/16/2017;10:45;CUNNINGHAM AV N / KENYON;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
II1700514;4/16/2017;4:54;4/16/2017;4:54;NEWMAN HALL;CRIMINAL DAMAGE GOVT SUPPORT PROP;ARREST;
;;;;;;;;
II1700514;4/16/2017;4:54;4/16/2017;4:54;NEWMAN HALL;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
IF1700554;4/16/2017;21:40;4/16/2017;21:40;TOWNSEND RESIDENCE HALL;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
IF1700556;4/16/2017;17:12;4/16/2017;17:12;VAN DOREN RESD HALL;DRUGS;ADMIN CLOSED;
;;;;;;;;
IF1700557;4/16/2017;23:45;4/16/2017;23:45;306 N WRIGHT;CRIMINAL DAMAGE;ADMIN CLOSED;
;;;;;;;;
IF1700564;4/16/2017;3:29;4/16/2017;3:29;WASSAJA RESIDENCE HALL;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
II1700522;4/17/2017;14:04;4/15/2017;17:45;OAK ST BASKETBALL COURTS;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700523;4/17/2017;18:03;4/17/2017;8:00;PARKING LOT D-5;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE;
;;;;;;;;
II1700525;4/17/2017;23:10;4/17/2017;23:09;FIRST ST / KIRBY AVE;WARRANT-IN STATE;ARREST;
;;;;;;;;
II1700522;4/17/2017;14:04;4/15/2017;17:45;OAK ST BASKETBALL COURTS;FRAUD-CREDIT CARD;ADMIN. CLOSE;
;;;;;;;;
IF1700563;4/17/2017;2:30;4/17/2017;2:30;MEAT SCIENCE LAB;DRUGS;STUDENT DISC REFERRAL;
;;;;;;;;
00897-2017;4/17/2017;9:30;4/12/2017;12:38;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
00898-2017;4/17/2017;9:29;4/6/2017;0:00;SDRP;LARCENY;ADMIN CLOSED;
;;;;;;;;
00921-2017;4/17/2017;9:19;4/16/2017;23:30;TRELEASE RES HALL;DRUGS;ADMIN CLOSED;
;;;;;;;;
II1700528;4/18/2017;20:34;4/2/2017;2:00;1000 blk of LINCOLN AVE S;SEXUAL ABUSE-CRIMINAL;PENDING;
;;;;;;;;
II1700527;4/18/2017;19:58;4/18/2017;18:44;CRCE;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700531;4/18/2017;17:19;9/1/2016;12:00;ILLINI UNION;THEFT OVER $500;PENDING;
;;;;;;;;
IF1700584;4/18/2017;23:55;4/18/2017;23:55;310 E JOHN;CRIMINAL DAMAGE;ADMIN CLOSED;
;;;;;;;;
IF1700585;4/18/2017;23:51;4/18/2017;23:51;CIRCLE K;LARCENY;ADMIN CLOSED;
;;;;;;;;
CSA17-63;4/18/2017;8:15;4/14/2017;23:50;UNKNOWN LOCATION;SEXUAL EXPLOITATION;ADMIN CLOSED;
;;;;;;;;
CSA17-64;4/18/2017;8:25;4/9/2016;1:00;1000 BLK GREEN ST;RAPE;ADMIN CLOSED;
;;;;;;;;
II1700530;4/19/2017;15:55;4/19/2017;15:55;CARR RESIDENCE HALL;THEFT $500 AND UNDER;ARREST;
;;;;;;;;
IF1700583;4/19/2017;2:07;4/19/2017;2:07;WESTON RESIDENCE HALL;LIQUOR - UNDERAGE;ADMIN CLOSED;
;;;;;;;;
00953-2017;4/19/2017;14:51;4/7/2017;18:45;SHELDEN RES HALL;DRUGS;ADMIN CLOSED;
;;;;;;;;
II1700534;4/20/2017;14:39;4/19/2017;20:00;GREGORY HALL;THEFT $500 AND UNDER;ADMIN. CLOSE;
;;;;;;;;
II1700538;4/20/2017;20:40;4/20/2017;20:40;1200 blk of CHURCH W;METRO ACTIVATION;ADMIN. CLOSE;
;;;;;;;;
II1700536;4/20/2017;20:45;4/20/2017;20:45;1400 blk of BEARDSLEY AVE;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE;
;;;;;;;;
