Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition,
,,,,,,,,
II1500363,3/3/2015,19:31,3/3/2015,19:31,VAN DOREN RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,PENDING,
,,,,,,,,
II1500363,3/3/2015,19:31,3/3/2015,19:31,VAN DOREN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1500364,3/3/2015,20:10,3/3/2015,20:10,ACES LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE,
,,,,,,,,
II1500364,3/3/2015,20:10,3/3/2015,20:10,ACES LIBRARY,TRESPASS-STATE SUPPORTED LAND,ARREST,
,,,,,,,,
AR150630016,3/4/2015,1:20,3/4/2015,1:20,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1501174,3/4/2015,0:00,1/23/2015,0:01,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501176,3/4/2015,0:00,10/25/2014,21:00,JOE'S BREWERY,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1402245,3/4/2015,22:28,3/4/2015,22:28,200 blk of GREEN E,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,
,,,,,,,,
II1402245,3/4/2015,22:28,3/4/2015,22:28,200 blk of GREEN E,DRUG EQUIPMENT-POSSESSION,PENDING,
,,,,,,,,
II1402245,3/4/2015,22:28,3/4/2015,22:28,200 blk of GREEN E,CONTROLLED SUBSTANCE-MANUF-INTENT,ARREST,
,,,,,,,,
II1402245,3/4/2015,22:28,3/4/2015,22:28,200 blk of GREEN E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1500368,3/4/2015,18:01,3/4/2015,18:01,GREEN STREET E / SIXTH ST E,WARRANT-IN STATE,ARREST,
,,,,,,,,
II1500369,3/4/2015,20:48,3/4/2015,19:27,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
II1500371,3/4/2015,21:26,3/4/2015,9:00,SIXTH ST S / GREGORY DR E,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
CC1501359,3/5/2015,0:00,2/6/2015,2:30,CIRCLE K,THEFT UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CSA15-12,3/5/2015,16:31,3/4/2015,UNKNOWN,UNKNOWN,AGG BATTERY,ADMIN. CLOSED,
,,,,,,,,
FI150640033,3/5/2015,2:31,3/5/2015,2:31,LINCOLN/INDIANA,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500374,3/5/2015,13:44,2/24/2015,13:00,CRCE,THEFT UNDER,UNFOUNDED,
,,,,,,,,
II1500377,3/5/2015,16:30,3/5/2015,15:49,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
AI150650465,3/6/2015,18:30,3/6/2015,18:30,HOPKINS RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150650505,3/6/2015,19:24,3/6/2015,19:24,103 GREGORY #272,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
AI150650556,3/6/2015,20:46,3/6/2015,20:46,1107 S. SECOND #8,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1501329,3/6/2015,0:00,3/6/2015,8:30,400 blk of GREEN ST E,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501329,3/6/2015,0:00,3/6/2015,8:30,400 blk of GREEN ST E,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501331,3/6/2015,0:00,3/6/2015,15:30,400 blk of E GREEN ST,SPECIFIC NOISE PROHIBITED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501331,3/6/2015,0:00,3/6/2015,15:30,400 blk of E GREEN ST,PUBLIC URINATION (C),REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501331,3/6/2015,0:00,3/6/2015,15:30,400 blk of E GREEN ST,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501331,3/6/2015,0:00,3/6/2015,15:30,400 blk of E GREEN ST,CARRYING ALCOHOL/LIQ OUT OF PREMISE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501331,3/6/2015,0:00,3/6/2015,15:30,400 blk of E GREEN ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501332,3/6/2015,0:00,3/6/2015,9:30,400 blk of GREEN ST E,PUBLIC URINATION (C),REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501332,3/6/2015,0:00,3/6/2015,9:30,400 blk of GREEN ST E,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501332,3/6/2015,0:00,3/6/2015,9:30,400 blk of GREEN ST E,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501817,3/6/2015,0:00,3/6/2015,10:42,900 blk of LOCUST ST,ADULT RESPONSIBILITY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501821,3/6/2015,0:00,3/6/2015,12:55,500 blk of THIRD ST S,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501821,3/6/2015,0:00,3/6/2015,12:55,500 blk of THIRD ST S,ALCOHOL/LIQ SALES INTOX SUBJ OR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501822,3/6/2015,0:00,3/6/2015,15:14,SECOND ST S / DANIEL,LIQUOR-SALE TO MINORS/DRUNKARDS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501822,3/6/2015,0:00,3/6/2015,15:14,SECOND ST S / DANIEL,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501822,3/6/2015,0:00,3/6/2015,15:14,SECOND ST S / DANIEL,LIQUOR-ILLEGAL POSS. BY MINOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501822,3/6/2015,0:00,3/6/2015,15:14,SECOND ST S / DANIEL,ALCOHO/LIQ MINOR PRESENT/TEEN EVENT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501823,3/6/2015,0:00,3/6/2015,15:31,blk of ARMORY AV E,DELIVERY OF ALCOHOL/LIQ TO A MINOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501836,3/6/2015,0:00,3/6/2015,22:28,600 blk of GREEN ST E,USE OF FORCE BY OFFICER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501836,3/6/2015,0:00,3/6/2015,22:28,600 blk of GREEN ST E,RESISTING/OBSTR. OFFICER,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150650222,3/6/2015,12:05,3/6/2015,12:05,MUSIC BUILDING,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650403,3/6/2015,16:45,3/6/2015,16:45,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650499,3/6/2015,19:22,3/6/2015,22:42,SCOTT RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650518,3/6/2015,19:41,3/6/2015,19:41,HOPKINS RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650547,3/6/2015,20:25,3/6/2015,20:25,SDRP,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650590,3/6/2015,21:38,3/6/2015,21:38,ILLINI UNION,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650647,3/6/2015,23:16,3/6/2015,23:16,HOPKINS RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150650663,3/6/2015,23:44,3/6/2015,23:44,57 E. ARMORY,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500382,3/6/2015,10:16,3/6/2015,10:16,LOCUST / DANIEL,MIP ALCOHOL/LIQUOR,ARREST,
,,,,,,,,
II1500384,3/6/2015,11:20,3/6/2015,11:20,THIRD ST / HEALEY ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,ARREST,
,,,,,,,,
II1500385,3/6/2015,12:16,3/6/2015,12:16,ARMORY AVE / ARBOR ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,ARREST,
,,,,,,,,
II1500387,3/6/2015,12:48,3/6/2015,12:48,ENGINEERING HALL,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500389,3/6/2015,15:01,3/6/2015,15:01,blk of ARMORY AV E,CONTROLLED SUBSTANCE-POSSESSION,ARREST,
,,,,,,,,
II1500389,3/6/2015,15:01,3/6/2015,15:01,blk of ARMORY AV E,DRUG EQUIPMENT-POSSESSION,PENDING,
,,,,,,,,
II1500389,3/6/2015,15:01,3/6/2015,15:01,blk of ARMORY AV E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
II1500389,3/6/2015,15:01,3/6/2015,15:01,blk of ARMORY AV E,DEL/MANUF CANNABIS OVER 30 G -FEL,ARREST,
,,,,,,,,
II1500391,3/6/2015,14:03,3/6/2015,14:03,ARMORY AVE / ARBOR ST,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN,ARREST,
,,,,,,,,
II1500392,3/6/2015,14:22,3/6/2015,8:00,PARKING LOT E-28,BURGLARY FROM MOTOR VEHICLE,CLEARED EXCEPT. REFUSAL TO COO,
,,,,,,,,
II1500393,3/6/2015,16:14,3/6/2015,16:14,BLASIDELL RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
II1500394,3/6/2015,16:30,3/6/2015,16:30,LUNDGREN RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500395,3/6/2015,16:31,3/6/2015,16:31,NEWMAN HALL,MIP ALCOHOL/LIQUOR,ARREST,
,,,,,,,,
II1500396,3/6/2015,17:54,3/6/2015,17:54,BLAISDELL RESIDENCE HALL,CANNABIS POSS 30 G AND UNDER - OLD,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500396,3/6/2015,17:54,3/6/2015,17:54,BLAISDELL RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500399,3/6/2015,22:28,3/6/2015,22:28,GREEN E / SIXTH,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE,
,,,,,,,,
LT15-02,3/6/2015,8:00,3/6/2015,UNKNOWN,"3900 S. Las Vegas Blvd; Las Vegas, NV",Motor Vehicle Theft,REPORTED TO OTHER AGENCY,
,,,,,,,,
AI150660043,3/7/2015,1:11,3/7/2015,1:11,BROMLEY HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1501839,3/7/2015,0:00,3/6/2015,11:00,300 blk of SPRINGFIELD AV E,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150660006,3/7/2015,0:10,3/7/2015,0:10,COUNTY MARKET,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
FI150660472,3/7/2015,22:11,3/7/2015,22:11,SDRP,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500403,3/7/2015,21:57,3/7/2015,21:57,FIRSTS ST S / SPRINGFIELD AVE,MIP ALCOHOL/LIQUOR,ARREST,
,,,,,,,,
FI150670029,3/8/2015,0:47,3/8/2015,0:47,ALLEN RESD HALL,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150670041,3/8/2015,1:23,3/8/2015,1:23,VAN DOREN RESD HALL,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150670071,3/8/2015,3:25,3/8/2015,3:25,PAR,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
FI150670077,3/8/2015,3:47,3/8/2015,3:47,PARKING LOT B-4,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
II1500409,3/9/2015,11:16,3/9/2015,11:16,CLYBORNS,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500410,3/9/2015,11:55,3/9/2015,8:45,GOODWIN / GREEN,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500411,3/9/2015,16:10,3/9/2015,10:55,ISR FOOD SERVICE,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
II1500412,3/9/2015,17:16,3/9/2015,16:14,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST,
,,,,,,,,
II1500415,3/9/2015,21:19,3/9/2015,19:30,WARDALL RESIDENCE HALL,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500416,3/9/2015,22:38,3/9/2015,20:30,CRCE,THEFT UNDER,UNFOUNDED,
,,,,,,,,
II1500418,3/9/2015,23:57,3/9/2015,23:57,TOWNSEND RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST,
,,,,,,,,
CC1411761,3/10/2015,0:00,11/14/2014,23:00,RED LION BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500102,3/10/2015,0:00,5/24/2014,1:00,RED LION BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500121,3/10/2015,0:00,6/20/2014,23:00,RED LION BAR,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500273,3/10/2015,0:00,1/10/2015,12:00,E STOUGHTON ST / WRIGHT,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500607,3/10/2015,0:00,1/24/2015,4:05,blk of E HEALEY ST,UNLAWFUL RESTRAINT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500607,3/10/2015,0:00,1/24/2015,4:05,blk of E HEALEY ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500607,3/10/2015,0:00,1/24/2015,4:05,blk of E HEALEY ST,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500607,3/10/2015,0:00,1/24/2015,4:05,blk of E HEALEY ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500616,3/10/2015,0:00,1/23/2015,19:00,DANIEL ST / THIRD,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500622,3/10/2015,0:00,1/24/2015,14:05,300 blk of E CLARK ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500622,3/10/2015,0:00,1/24/2015,14:05,300 blk of E CLARK ST,DRUG EQUIPMENT-POSSESSION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500622,3/10/2015,0:00,1/24/2015,14:05,300 blk of E CLARK ST,MENTAL CASE-TRANSPORTATION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500625,3/10/2015,0:00,1/21/2015,15:00,S FOURTH ST / DANIEL,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500642,3/10/2015,0:00,1/25/2015,2:00,600 blk of E DANIEL ST,THEFT OVER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500668,3/10/2015,0:00,1/23/2015,19:30,HOT 105.5 FM,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500676,3/10/2015,0:00,1/26/2015,17:00,blk of DANIEL ST E,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500688,3/10/2015,0:00,1/27/2015,1:50,RED LION,MIP ALCOHOL/LIQUOR,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500688,3/10/2015,0:00,1/27/2015,1:50,RED LION,BATTERY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500688,3/10/2015,0:00,1/27/2015,1:50,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500726,3/10/2015,0:00,1/27/2015,19:30,400 blk of SPRINGFIELD AV E,BURGLARY FROM MOTOR VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500962,3/10/2015,0:00,2/4/2015,7:15,STRATTON ES,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500962,3/10/2015,0:00,2/4/2015,7:15,STRATTON ES,TRESPASS-STATE SUPPORTED LAND,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1500962,3/10/2015,0:00,2/4/2015,7:15,STRATTON ES,DISORDERLY CONDUCT-ALL OTHER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,NARCOTICS UNIT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,SEARCH WARRANT SERVICE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,PROPERTY FORFEITURE-MAINTAIN PUBLIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,DEL/MANUF CANNABIS OVER 30 G -FEL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,POSSESSION OF CANNABIS,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501025,3/10/2015,0:00,2/12/2015,11:25,100 blk of SPRINGFIELD AV E,DRUG EQUIPMENT-POSSESSION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501175,3/10/2015,0:00,1/25/2015,0:01,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501208,3/10/2015,0:00,2/13/2015,1:15,500 blk of HEALEY ST E,DISORDERLY CONDUCT-ALL OTHER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501208,3/10/2015,0:00,2/13/2015,1:15,500 blk of HEALEY ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501349,3/10/2015,0:00,2/17/2015,11:13,600 blk of GREEN ST E,DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501360,3/10/2015,0:00,2/11/2015,18:00,300 blk of S SECOND ST,SEXUAL-ASSAULT-CRIMINAL,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501397,3/10/2015,0:00,2/19/2015,0:01,RED LION,UNLAWFUL USE OF I.D.,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501426,3/10/2015,0:00,2/12/2015,15:30,PARKETTE 154,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501431,3/10/2015,0:00,2/20/2015,11:05,READY SCHOOL,CANNABIS POSS 30 G AND UNDER - OLD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501431,3/10/2015,0:00,2/20/2015,11:05,READY SCHOOL,DEL/MANUF CANNABIS UNDER 10 G -MISD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501436,3/10/2015,0:00,2/3/2015,8:00,FOURTH ST S / DANIEL,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501456,3/10/2015,0:00,2/20/2015,23:50,100 blk of JOHN ST E,BURGLARY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501470,3/10/2015,0:00,2/21/2015,14:33,COUNTY MARKET,RETAIL THEFT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501479,3/10/2015,0:00,2/21/2015,1:00,GREEN ST E / THIRD,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501482,3/10/2015,0:00,2/21/2015,18:05,HOMETOWN PANTRY,THEFT GENERALLY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501486,3/10/2015,0:00,2/21/2015,3:00,200 blk of GREEN ST E,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501508,3/10/2015,0:00,2/20/2015,23:00,RED LION,THEFT OVER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501521,3/10/2015,0:00,2/19/2015,0:01,FIREHAUS,THEFT OVER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501535,3/10/2015,0:00,2/22/2015,20:30,400 blk of CHALMERS ST,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501538,3/10/2015,0:00,2/21/2015,22:00,300 blk of ARMORY AV E,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501549,3/10/2015,0:00,2/24/2015,9:10,blk of E UNIVERSITY AVE,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501577,3/10/2015,0:00,2/25/2015,12:33,200 blk of WHITE ST E,THEFT UNDER,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501598,3/10/2015,0:00,2/23/2015,20:42,300 blk of SPRINGFIELD AV E,EXTORTION,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501606,3/10/2015,0:00,2/26/2015,2:20,600 blk of GREEN ST E,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501628,3/10/2015,0:00,2/26/2015,15:00,300 blk of WHITE E,DECEPTIVE PRACTICES,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501683,3/10/2015,0:00,3/1/2015,1:30,500 blk of SPRINGFIELD AV E,DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501695,3/10/2015,0:00,2/28/2015,22:30,100 blk of JOHN ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501788,3/10/2015,0:00,3/3/2015,23:00,ALPHA EPSILON,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501825,3/10/2015,0:00,3/6/2015,16:37,CHALMERS ST / FIRST STREET,BATTERY-AGGRAVATED,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501848,3/10/2015,0:00,3/7/2015,0:30,FIREHAUS,FRAUD-CREDIT CARD,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501848,3/10/2015,0:00,3/7/2015,0:30,FIREHAUS,THEFT-LOST/MISLAID PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501868,3/10/2015,0:00,3/8/2015,0:20,E JOHN ST / S THIRD ST,TRESPASS-VEHICLE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501868,3/10/2015,0:00,3/8/2015,0:20,E JOHN ST / S THIRD ST,ASSIST SICK & INJURED,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150690023,3/10/2015,2:05,3/10/2015,2:05,THIRD/GREEN,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500423,3/10/2015,12:17,3/7/2015,11:30,PARKING LOT E-11,THEFT UNDER,PENDING,
,,,,,,,,
II1500425,3/10/2015,14:34,3/10/2015,8:00,MEDICAL SCIENCES BUILDING,BURGLARY FROM MOTOR VEHICLE,PENDING,
,,,,,,,,
II1500426,3/10/2015,15:16,3/4/2015,16:00,LINCOLN HALL,THEFT OVER,PENDING,
,,,,,,,,
II1500427,3/10/2015,18:23,3/10/2015,9:30,MAIN LIBRARY,THEFT OVER,UNFOUNDED,
,,,,,,,,
AI150700033,3/11/2015,2:20,3/11/2015,2:20,RED LION,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1501072,3/11/2015,0:00,2/8/2015,2:30,100 blk of DANIEL ST E,TRESPASSING,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501461,3/11/2015,0:00,2/21/2015,3:30,300 blk of E DANIEL ST,DAMAGING PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501461,3/11/2015,0:00,2/21/2015,3:30,300 blk of E DANIEL ST,DISORDERLY CONDUCT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501498,3/11/2015,0:00,2/22/2015,4:00,E UNIVERSITY AVE / N MARKET ST,WARRANT-IN STATE,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501498,3/11/2015,0:00,2/22/2015,4:00,E UNIVERSITY AVE / N MARKET ST,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501498,3/11/2015,0:00,2/22/2015,4:00,E UNIVERSITY AVE / N MARKET ST,DOMESTIC-INTERFERENCE WITH REPORT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501657,3/11/2015,0:00,2/27/2015,23:30,ILLINOIS TERMINAL,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501767,3/11/2015,0:00,3/4/2015,3:17,SKELTON PLACE,TRESPASS TO LAND/REAL PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501871,3/11/2015,0:00,3/8/2015,0:30,200 blk of DANIEL ST E,BATTERY-DOMESTIC,REPORTED TO OTHER AGENCY,
,,,,,,,,
II1500429,3/11/2015,12:35,3/10/2015,20:00,PARKING LOT F-4,CRIMINAL DAMAGE TO PROPERTY,PENDING,
,,,,,,,,
II1500430,3/11/2015,14:07,3/7/2015,1:00,SDRP,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500433,3/11/2015,22:42,3/11/2015,20:00,PAR,DISORDERLY CONDUCT-ALL OTHER,PENDING,
,,,,,,,,
AI150710026,3/12/2015,1:30,3/12/2015,1:30,GREEN/MATHEWS,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
CC1501212,3/12/2015,0:00,2/13/2015,4:00,300 blk of JOHN ST E,CRIMINAL DAMAGE TO PROPERTY,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501212,3/12/2015,0:00,2/13/2015,4:00,300 blk of JOHN ST E,ASSAULT,REPORTED TO OTHER AGENCY,
,,,,,,,,
CC1501212,3/12/2015,0:00,2/13/2015,4:00,300 blk of JOHN ST E,DOMESTIC DISPUTE,REPORTED TO OTHER AGENCY,
,,,,,,,,
FI150710463,3/12/2015,21:34,3/12/2015,21:34,ILLINI GROVE,DRUGS,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
FI150710480,3/12/2015,22:10,3/12/2015,22:10,KCPA BLUE LOT,LIQUOR,ADMIN. CLOSED,
,,,,,,,,
FI150710498,3/12/2015,22:49,3/12/2015,22:49,FOURTH/ARMORY,LIQUOR,STUDENT DISCIPLINE REFERRAL,
,,,,,,,,
II1500436,3/12/2015,17:13,3/11/2015,16:10,ARC,THEFT OVER,ADMIN. CLOSE,
,,,,,,,,
II1500437,3/12/2015,20:22,3/12/2015,18:30,CAMPUS REC OUTDOOR,THEFT UNDER,ADMIN. CLOSE,
,,,,,,,,
